"auction_date","judgment_amount","address","city","state","zip"
"01/09/2024","$27,219.11","7603 SW 51ST PL","GAINESVILLE","FL","32608"
"01/09/2024","$90,703.61","202 SE 14TH PL","GAINESVILLE","FL","32601"
"01/09/2024","$306,304.76","3002 NW 31ST TER","GAINESVILLE","FL","32605"
"01/09/2024","$195,172.86","22560 NW 174TH AVE","HIGH SPRINGS","FL","32643"
"01/11/2024","$158,183.90","1114 NE 21ST AVE","GAINESVILLE","FL","32609"
"01/11/2024","$295,483.10","5521 NW 53RD CT","GAINESVILLE","FL","32653"
"01/11/2024","$61,377.87","14306 NE 148TH AVE","WALDO","FL","32694"
"01/16/2024","$54,964.87","5821 SE 169 AVE","MICANOPY","FL","32667"
"01/16/2024","$132,267.81","10101 NW 4TH PL","GAINESVILLE","FL","32607"
"01/18/2024","$87,477.62","1630 NE 28TH AVE","GAINESVILLE","FL","32609"
"01/18/2024","$146,402.19","2202 NW 10TH ST","GAINESVILLE","FL","32609"
"02/06/2024","$60,748.60","1216 SE 19TH TER","GAINESVILLE","FL","32641"
"02/06/2024","$163,703.66","14224 NE 148TH AVE","WALDO","FL","32694"
"01/08/2024","$86,664.18","8729 BAYHEAD CT E","YOUNGSTOWN","FL","32466"
"01/08/2024","$19,735.00","12301 MORRELL RD","FOUNTAIN","FL","32438"
"01/10/2024","$1,128,718.12","8916 NORTH LAGOON DR","PANAMA CITY BEACH","FL","32408"
"01/12/2024","$67,218.78","2617 WILLOW OAK CT","PANAMA CITY BEACH","FL","32408"
"01/17/2024","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"01/17/2024","$123,186.12","1405 13TH ST W","PANAMA CITY","FL","32401"
"01/17/2024","$195,859.53","2011 DRUMMOND AVE","PANAMA CITY","FL","32405"
"01/31/2024","$223,419.42","213 SAN PABLO ST","PANAMA CITY BEACH","FL","32413"
"02/01/2024","$477,967.23","348 GREENWOOD CIR","PANAMA CITY BEACH","FL","32407"
