"auction_date","judgment_amount","address","city","state","zip"
"05/29/2025","$11,136.27","24352 NW 6TH RD","NEWBERRY","FL","32669"
"06/05/2025","$52,130.33","4814 NW 44TH AVE","GAINESVILLE","FL","32606"
"06/05/2025","$219,554.22","1621 SE 23RD LN","GAINESVILLE","FL","32641"
"06/05/2025","$125,186.46","11519 SE 225TH DR","HAWTHORNE","FL","32640"
"06/10/2025","$85,008.40","2927 SW 39TH AVE","GAINESVILLE","FL","32608"
"06/10/2025","$540,410.53","6574 NW 115TH LN","ALACHUA","FL","32615"
"06/12/2025","$153,079.05","22619 SE 59TH PL","HAWTHORNE","FL","32640"
"06/12/2025","$105,895.41","6503 NW 28TH TER","GAINESVILLE","FL","32653"
"06/12/2025","$6,781.55","24490 SW 8TH PL","NEWBERRY","FL","32669"
"05/27/2025","$75,979.08","1406 LINCOLN AVE","PANAMA CITY","FL","32401"
"05/29/2025","$69,747.13","1729 PALMETTO AVE","PANAMA CITY","FL","32401"
"05/30/2025","$72,784.75","9900 THOMAS DR S 2028","PANAMA CITY BEACH","FL","32408"
"06/03/2025","$221,487.90","2011 GERALO LN","LYNN HAVEN","FL","32444"
"06/09/2025","$162,889.05","1417 WISCONSIN AVE","LYNN HAVEN","FL","32444"
"06/09/2025","$421,925.40","258 BAYOU BEND LN","PANAMA CITY","FL","32404"
"06/10/2025","$521,301.85","6320 PINETREE AVE # A & B","PANAMA CITY BEACH","FL","32408"
"06/11/2025","$169,234.94","727 KIRKLIN AVE","PANAMA CITY","FL","32401"
"06/12/2025","$271,608.36","3913 PRICESS LN","PANAMA CITY","FL","32405"
"06/12/2025","$528,426.12","7315 BEACH DR","PANAMA CITY BEACH","FL","32408"
"06/16/2025","$253,857.70","7902 BAYOU GEORGE DR","PANAMA CITY","FL","32404"
"06/24/2025","$117,074.52","412 VENETIAN WAY","PANAMA CITY","FL","32405"
"06/27/2025","$61,606.48","7124 KEIBER CIR","YOUNGSTOWN","FL","32466"
"06/27/2025","$63,265.26","131 CHERI LN","PANAMA CITY","FL","32404"
"06/30/2025","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"06/30/2025","$350,820.05","3992 PIONEER LN","PANAMA CITY","FL","32404"
"07/01/2025","$165,675.61","939 KATHERINE AVE S","PANAMA CITY","FL","32404"
"07/09/2025","$214,754.38","507 11TH ST N","PANAMA CITY","FL","32404"
"07/10/2025","$25,807.95","5505 SUN HARBOUR RD 235","PANAMA CITY","FL","32401"
"07/18/2025","$144,920.80","8815 DOROTHY FARRIS RD","SOUTHPORT","FL","32409"
"07/22/2025","$118,196.16","1105 13TH ST","SOUTHPORT","FL","32409"
"07/22/2025","$153,163.19","13615 HWY 167","FOUNTAIN","FL","32438"
"07/24/2025","$122,467.34","8804 DOROTHY FARRIS RD","SOUTHPORT","FL","32409"
"07/24/2025","$541,296.80","104 SEASHELL CT","PANAMA CITY BEACH","FL","32413"
"07/25/2025","$134,816.06","4518 TROPICAL DR","PANAMA CITY","FL","32404"
"05/27/2025","$831,017.73","8500 NW 57 DR","CORAL SPRINGS","FL","33067"
"05/27/2025","$878,754.05","21 SNOWY OWL TER","PLANTATION","FL","33324"
"05/27/2025","$191,595.65","1280 NW 58 TER","SUNRISE","FL","33313"
"05/27/2025","$42,609.07","3282 NW 102 TER","CORAL SPRINGS","FL","33065"
"05/27/2025","$298,324.30","640 NW 28 CT","WILTON MANORS","FL","33311"
"05/27/2025","$151,059.46","9311 NW 39 ST","SUNRISE","FL","33351"
"05/27/2025","$48,756.59","2802 N 46 AVE","HOLLYWOOD","FL","33021"
"05/27/2025","$211,721.26","2751 NE 8 AVE","POMPANO BEACH","FL","33064"
"05/27/2025","$123,027.40","4243 SW 10 CT","DEERFIELD BEACH","FL","33442"
"05/27/2025","$117,810.71","8732 SW 16 ST","DAVIE","FL","33324"
"05/28/2025","$297,162.53","878 NW 170 TER","PEMBROKE PINES","FL","33028"
