"auction_date","judgment_amount","address","city","state","zip"
"03/14/2023","$61,193.03","2635 SW 35TH PL","GAINESVILLE","FL","32608"
"03/14/2023","$149,132.41","24123 OLD BELLAMY RD","HIGH SPRINGS","FL","32643"
"03/21/2023","$89,735.93","3204 NW 57TH TER","GAINESVILLE","FL","32606"
"03/21/2023","$168,406.33","19518 NW 78TH AVE","ALACHUA","FL","32615"
"03/21/2023","$27,219.11","7603 SW 51ST PL","GAINESVILLE","FL","32608"
"03/23/2023","$93,776.17","20308 NW COUNTY RD 2054","ALACHUA","FL","32615"
"03/23/2023","$191,994.84","1351 NE 28TH AVE","GAINESVILLE","FL","32609"
"03/23/2023","$236,325.78","2125 SW 72ND ST","GAINESVILLE","FL","32607"
"03/23/2023","$121,187.27","16417 SE COUNTY RD 234","MICANOPY","FL","32667"
"03/23/2023","$262,277.18","12501 NW 112TH AVE","ALACHUA","FL","32615"
"03/28/2023","$192,291.68","8810 NW 9TH PL","GAINESVILLE","FL","32606"
"03/30/2023","$441,007.62","4714 SW 170TH ST","ARCHER","FL","32618"
"04/04/2023","$148,651.04","923 NW 42ND AVE","GAINESVILLE","FL","32609"
"04/06/2023","$204,470.93","737 NE 8TH AVE","GAINESVILLE","FL","32601"
"04/06/2023","$146,858.55","17032 NW 239TH TER","HIGH SPRINGS","FL","32643"
"04/06/2023","$55,486.24","7108 NW 92ND PL","GAINESVILLE","FL","32653"
"04/13/2023","$745,099.04","21410 SE 122 LN","HAWTHRONE","FL","32640"
"03/23/2023","$237,500.08","741 COTTONWOOD CT","PANAMA CITY","FL","32404"
"03/23/2023","$110,035.35","401 18TH ST W","LYNN HAVEN","FL","32444"
"03/27/2023","$86,921.24","3747 GREENTREE PL","PANAMA CITY","FL","32405"
"03/27/2023","$151,194.32","12510 STEEPLECHASE DRIVE","PANAMA CITY","FL","32404"
"03/29/2023","$315,113.81","1503 SYDNEY LN","LYNN HAVEN","FL","32444"
"03/29/2023","$106,003.30","4418 PIPELINE ROAD","PANAMA CITY","FL","32404"
"03/30/2023","$48,053.15","114 HARLEM AVE","PANAMA CITY","FL","32401"
"03/31/2023","$79,242.14","13000 AIRWAY ST","PANAMA CITY","FL","32404"
"04/04/2023","$57,564.27","13203 HOLLY RD","FOUNTAIN","FL","32438"
"04/04/2023","$78,922.54","2705 18TH ST W","PANAMA CITY","FL","32405"
"04/05/2023","$426,401.16","324 MASSALINA DR","PANAMA CITY","FL","32401"
"04/10/2023","$272,687.72","1740 9TH ST E","LYNN HAVEN","FL","32444"
"04/14/2023","$181,363.90","4927 HENSEY AVE","PANAMA CITY","FL","32404"
"04/14/2023","$321,199.74","9137 ELOISE LN","PANAMA CITY","FL","32404"
"04/18/2023","$94,757.58","136 BERTHE AVE N","PANAMA CITY","FL","32404"
"05/11/2023","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"05/16/2023","$76,946.28","2221 EDGEWOOD DR","PANAMA CITY","FL","32405"
"06/05/2023","$75,330.30","4455 WEST 19TH STREET 16","PANAMA CITY","FL","32405"
"06/20/2023","$187,364.91","6300 LAKE JOANNA CIR","PANAMA CITY","FL","32404"
"03/14/2023","$1,308,847.48","5893 NW 91 AVE","PARKLAND","FL","33067"
"03/14/2023","$502,825.96","10210 NW 48 CT","CORAL SPRINGS","FL","33076"
"03/14/2023","$477,872.77","900 SE 10 ST","POMPANO BEACH","FL","33060"
"03/14/2023","$102,789.42","2941 NW 11 CT","FORT LAUDERDALE","FL","33311"
"03/14/2023","$107,186.18","2649 NW 48 TER 432","LAUDERDALE LAKES","FL","33313"
"03/14/2023","$16,765.16","12755 SW 16 CT 206B","PEMBROKE PINES","FL","33027"
"03/14/2023","$218,500.02","2051 SW 70 WAY","NORTH LAUDERDALE","FL","33068"
"03/15/2023","$628,123.85","2220 NW 41 AVE","COCONUT CREEK","FL","33441"
"03/15/2023","$238,992.68","1291 SW 51 AVE","PLANTATION","FL","33317"
"03/15/2023","$86,978.30","4098 INVERRARY DR 12-E","LAUDERHILL","FL","33319"
"03/15/2023","$188,164.49","2424 N 37 AVE","HOLLYWOOD","FL","33021"
"03/15/2023","$865,512.43","221 SE 10 ST","POMPANO BEACH","FL","33060"
"03/15/2023","$539,901.09","5741 SW 118 AVE","COOPER CITY","FL","33330"
"03/15/2023","$172,124.63","600 N 68 AVE","HOLLYWOOD","FL","33024"
"03/15/2023","$265,061.79","1331 SW 8 AVE","DEERFIELD BEACH","FL","33441"
"03/15/2023","$741,927.67","7771 NW 46 ST","LAUDERHILL","FL","33351"
"03/16/2023","$997,527.65","1945 S OCEAN DR","HALLANDALE BEACH","FL","33009"
"03/16/2023","$450,146.24","5216 NE 4 TER","OAKLAND PARK","FL","33334"
"03/16/2023","$92,321.50","2761 NW 11 PL","UNINCORPORATED","FL","33311"
"03/17/2023","$20,359.14","1440 NW 43 TER","LAUDERHILL","FL","33313"
"03/17/2023","$8,942.43","4055 W MCNAB RD 103H","POMPANO BEACH","FL","33069"
"03/21/2023","$363,849.71","7201 NW 21 ST","SUNRISE","FL","33313"
"03/21/2023","$322,296.51","8620 WINDSOR DR","MIRAMAR","FL","33025"
"03/21/2023","$375,078.95","214 SW 2 PL","DANIA BEACH","FL","33004"
"03/21/2023","$297,958.47","414 S 57 WAY","HOLLYWOOD","FL","33023"
"03/21/2023","$371,961.65","6936 NW 5 CT","MARGATE","FL","33063"
"03/21/2023","$459,815.53","4400 NW 41 TER","LAUDERDALE LAKES","FL","33319"
"03/21/2023","$428,832.83","11961 SW 28 CT","MIRAMAR","FL","33025"
"03/21/2023","$321,654.68","7320 BILTMORE BLVD","MIRAMAR","FL","33023"
"03/21/2023","$120,846.91","4152 INVERRARY DR 407","LAUDERHILL","FL","33319"
"03/22/2023","$250,717.71","8265 SW 25 CT","MIRAMAR","FL","33025"
"03/22/2023","$464,206.91","1707 SW 81 WAY","NORTH LAUDERDALE","FL","33068"
"03/23/2023","$444,684.71","9300 NW 40 CT 2","SUNRISE","FL","33351"
"03/23/2023","$26,127.70","8438 NW 10 ST D55","PLANTATION","FL","33322"
"03/23/2023","$12,304.67","1965 S OCEAN DR 7N","HALLANDALE BEACH","FL","33009"
"03/24/2023","$8,732.96","7740 GRANVILLE DR","TAMARAC","FL","33321"
"03/24/2023","$48,700.66","2817 CENTER COURT DR","WESTON","FL","33332"
"03/28/2023","$411,216.77","7749 FAIRWAY BLVD","MIRAMAR","FL","33023"
"03/28/2023","$558,236.94","4461 SAGO CIR","WESTON","FL","33331"
"03/28/2023","$516,131.74","2230 NE 38 ST","LIGHTHOUSE POINT","FL","33064"
"03/28/2023","$90,117.23","6542 RACQUET CLUB DR","LAUDERHILL","FL","33319"
"03/28/2023","$383,374.56","208 MAGNOLIA AVE","DAVIE","FL","33325"
"03/28/2023","$272,002.54","6521 SW 8 ST","PEMBROKE PINES","FL","33023"
"03/28/2023","$1,057,713.78","1807 VICTORIA POINTE CIR","WESTON","FL","33327"
"03/28/2023","$118,023.90","5628 ROCK ISLAND RD","TAMARAC","FL","33319"
"03/28/2023","$541,442.82","925 NW 202 AVE","PEMBROKE PINES","FL","33029"
"03/28/2023","$271,915.68","12500 SW 6 ST","PEMBROKE PINES","FL","33027"
"03/29/2023","$558,745.57","9830 NW 45 ST","CORAL SPRINGS","FL","33065"
"03/29/2023","$357,212.40","10507 SW 19 ST","MIRAMAR","FL","33025"
"03/29/2023","$263,251.92","5701 SW 56 ST","DAVIE","FL","33314"
"03/29/2023","$324,015.64","8501 NW 7 ST","PEMBROKE PINES","FL","33024"
"03/29/2023","$214,716.33","7200 RADICE CT 709","LAUDERHILL","FL","33319"
"03/29/2023","$152,553.94","7501 NW 16 ST","PLANTATION","FL","33313"
"03/29/2023","$47,409.06","1521 NE 5 TER","FORT LAUDERDALE","FL","33304"
"03/29/2023","$454,866.45","3357 BLUE RUNNER LN","MARGATE","FL","33063"
"03/29/2023","$221,036.40","533 SW 2 CT","POMPANO BEACH","FL","33060"
"03/30/2023","$1,002,450.26","2051 NE 59 ST","FORT LAUDERDALE","FL","33308"
"03/30/2023","$48,428.52","3551 INVERRARY DR 111","LAUDERHILL","FL","33319"
