"auction_date","judgment_amount","address","city","state","zip"
"02/07/2023","$61,649.30","2302 SE 12TH ST","GAINESVILLE","FL","32641"
"02/07/2023","$28,838.33","6004 NW 111TH PL","ALACHUA","FL","32615"
"02/07/2023","$65,736.87","3803 NE 14TH DR","GAINESVILLE","FL","32609"
"02/14/2023","$126,102.03","104 DOE TRL","HAWTHORNE","FL","32640"
"02/21/2023","$100,006.71","710 NE 11 AVE","GAINESVILLE","FL","32601"
"02/21/2023","$95,227.61","1515 SE 15TH AVE","GAINESVILLE","FL","32641"
"02/21/2023","$93,449.38","6614 SE 209TH ST","HAWTHORNE","FL","32640"
"01/30/2023","$72,915.48","1205 CLAY AVE","PANAMA CITY","FL","32401"
"02/10/2023","$185,619.37","6839 WAVERLY ST","YOUNGSTOWN","FL","32466"
"02/10/2023","$9,082.45","811 VISTA DEL SOL LN","PANAMA CITY","FL","32404"
"02/21/2023","$213,396.76","152 N ANITA DRIVE","PANAMA CITY","FL","32404"
"02/21/2023","$268,313.91","310 PALM DR","PANAMA CITY BEACH","FL","32413"
"02/21/2023","$245,166.49","835 BUDDY DR","PANAMA CITY","FL","32404"
"02/21/2023","$199,178.95","5848 CALLAWAY CIR","PANAMA CITY","FL","32404"
"02/23/2023","$447,445.87","701 ISLAND CT","PANAMA CITY","FL","32404"
"02/28/2023","$148,724.22","708 MULBERRY AVE","PANAMA CITY","FL","32401"
"03/07/2023","$89,311.95","5149 MARLA DR","PANAMA CITY","FL","32404"
"03/09/2023","$136,395.04","5455 SHORES RD","PANAMA CITY","FL","32404"
"03/10/2023","$298,468.17","2606 AVONDALE CT","PANAMA CITY","FL","32404"
"03/13/2023","$371,428.53","3565 CEDAR PARK DR","PANAMA CITY","FL","32404"
"03/27/2023","$86,921.24","3747 GREENTREE PL","PANAMA CITY","FL","32405"
"04/18/2023","$94,757.58","136 BERTHE AVE N","PANAMA CITY","FL","32404"
"01/31/2023","$525,347.69","1251 NW 51 AVE","LAUDERHILL","FL","33313"
"01/31/2023","$895,743.26","3421 SW 195 AVE","MIRAMAR","FL","33029"
"01/31/2023","$276,440.01","3540 SW 3 ST","FORT LAUDERDALE","FL","33312"
"01/31/2023","$269,878.47","1319 SW 82 AVE","NORTH LAUDERDALE","FL","33068"
"01/31/2023","$1,365,548.96","13853 NW 21 ST","PEMBROKE PINES","FL","33028"
"01/31/2023","$254,364.70","704 NW 1 WAY","DEERFIELD BEACH","FL","33441"
"01/31/2023","$255,738.71","501 NE 30 CT","POMPANO BEACH","FL","33064"
"01/31/2023","$246,224.77","1840 NW 32 AVE","LAUDERHILL","FL","33311"
"01/31/2023","$16,878.49","1840 SW 81 WAY","DAVIE","FL","33324"
"01/31/2023","$94,645.53","5300 WASHINGTON ST","HOLLYWOOD","FL","33021"
"02/01/2023","$831,034.31","1938 NE 5 ST","DEERFIELD BEACH","FL","33441"
"02/01/2023","$326,175.05","207 NE 39 CT","DEERFIELD BEACH","FL","33064"
"02/01/2023","$329,440.52","4826 SW 18 ST","WEST PARK","FL","33023"
"02/03/2023","$14,384.95","2811 SOMERSET DR","LAUDERDALE LAKES","FL","33311"
"02/03/2023","$39,643.31","11628 NW 30 ST","CORAL SPRINGS","FL","33065"
"02/03/2023","$8,825.37","18643 SW 28 CT","MIRAMAR","FL","33029"
"02/03/2023","$8,583.88","2304 SW 164 AVE","MIRAMAR","FL","33027"
"02/07/2023","$221,426.57","2555 NE 11 ST","FORT LAUDERDALE","FL","33304"
"02/07/2023","$347,620.85","1189 NW 43 TER","LAUDERHILL","FL","33313"
