auction_date,judgment_amount,address,city,state,zip,date_added
08/30/2022,"$277,001.40",2102 LUCAYA BND,COCONUT CREEK,FL,33066,08/02/2022
08/30/2022,"$386,393.86",4180 CORAL SPRINGS DR,CORAL SPRINGS,FL,33065,08/02/2022
08/30/2022,"$97,201.74",14310 N WOOTEN RD,DOVER,FL,33527,08/04/2022
08/30/2022,"$6,062.80",1202 AVENUE F,FORT PIERCE,FL,34950,08/02/2022
08/30/2022,"$287,811.43",6580 W 11 CT,HIALEAH,FL,33012,05/18/2022
08/30/2022,"$161,612.62",4711 LAMBING RD,JACKSONVILLE,FL,32210,08/02/2022
08/30/2022,"$131,855.95",4644 S GARY AVE,LAKELAND,FL,33813,08/02/2022
08/30/2022,"$62,375.05",3300 SPANISH MOSS TER,LAUDERHILL,FL,33319,08/02/2022
08/30/2022,"$574,569.01",4602 SW 131 TER,MIRAMAR,FL,33027,08/02/2022
08/30/2022,"$55,489.73",3815 SW 165 AVE,MIRAMAR,FL,33027,08/30/2022
08/30/2022,"$1,166,194.70",6021 S ATLANTIC AVE,NEW SMYRNA BEACH,FL,32169,08/02/2022
08/30/2022,"$67,950.41",2935 HELEN AVE,ORLANDO,FL,32804,08/02/2022
08/30/2022,"$11,667.82",32 W NEW HAMPSHIRE ST,ORLANDO,FL,32804,08/02/2022
08/30/2022,"$51,129.23",7900 S ORANGE BLOSSOM TRL UNIT,ORLANDO,FL,32809,08/02/2022
08/30/2022,"$221,432.87",2218 TIPPERARY CT UNIT 1069,ORLANDO,FL,32812,08/02/2022
08/30/2022,"$370,506.32",5141 WALNUT RIDGE DR,ORLANDO,FL,32829,08/02/2022
08/30/2022,"$15,105.93",6157 METROWEST BLVD UNIT 205,ORLANDO,FL,32835,08/02/2022
08/30/2022,"$12,795.44",1965 SW SILVER PINE WAY 118-D2,PALM CITY,FL,34990,06/23/2022
08/30/2022,"$29,500.00",4837 EAGLE COVE BLVD,PALM HARBOR,FL,34685,08/11/2022
08/30/2022,"$39,082.14",1515 MULBERRY AVE,PANAMA CITY,FL,32405,08/02/2022
08/30/2022,"$173,960.01",503 DOLPHIN DR,PANAMA CITY BEACH,FL,32413,08/04/2022
08/30/2022,"$40,884.95",9790 66TH ST N # 249,PINELLAS PARK,FL,33782,08/02/2022
08/30/2022,"$260,457.64",4290 SW 10 ST,PLANTATION,FL,33317,08/02/2022
08/30/2022,"$198,529.96",200 ASTER CT E,POINCIANA,FL,34759,08/02/2022
08/30/2022,"$223,383.85",712 NW 8 AVE,POMPANO BEACH,FL,33060,08/02/2022
08/30/2022,"$1,654,080.08",7701 FOX HOLLOW DRIVE,PORT RICHEY,FL,34668,08/02/2022
08/30/2022,"$24,910.00",10611 DAWNS LIGHT DR,RIVERVIEW,FL,33578,08/06/2022
08/30/2022,"$228,697.90",3809 AVENUE P,SAINT LUCIE COUNTY,FL,34950,08/02/2022
08/30/2022,"$537,161.49",5102 COQUINA KEY DRIVE,SAINT PETERSBURG,FL,33705,08/02/2022
08/30/2022,"$409,417.85",5407 83RD TER E,SARASOTA,FL,34243,08/06/2022
08/30/2022,"$51,264.64",5121 14TH AVE N,ST PETERSBURG,FL,33710,08/02/2022
08/30/2022,"$57,695.25",3119 OAKLEY AVE S,ST PETERSBURG,FL,33712,08/04/2022
08/30/2022,"$267,342.42",2441 17TH AVE N,ST PETERSBURG,FL,33713,08/04/2022
08/30/2022,"$319,837.33",4088 LAKESIDE DR,TAMARAC,FL,33319,08/20/2022
08/30/2022,"$222,327.84",5041 SUNRIDGE PALMS 102,TAMPA,FL,33617,08/02/2022
08/30/2022,"$357,916.60",4479 LAKE TAHOE CIR,WEST PALM BEACH,FL,33409,08/02/2022
08/30/2022,"$240,894.69",612 CASCADING CREEK LN,WINTER GARDEN,FL,34787,08/02/2022
08/30/2022,"$186,578.20",1245 N WEST CROWN POINT RD,WINTER GARDEN,FL,34787,08/02/2022
08/30/2022,"$73,644.50",1054 29TH ST NW,WINTER HAVEN,FL,33881,08/02/2022
08/31/2022,"$41,411.37",1926 NE 2ND TER,CAPE CORAL,FL,33909,08/09/2022
08/31/2022,"$750,879.09",11900 N AVIARY DR,COOPER CITY,FL,33026,08/04/2022
08/31/2022,"$411,547.15",11530 SW 51 CT,COOPER CITY,FL,33330,08/02/2022
08/31/2022,"$371,308.03",10976 NW 9 MNR,CORAL SPRINGS,FL,33071,08/02/2022
08/31/2022,"$83,320.72",18510 HAMILTON ROAD,DADE CITY,FL,33523,08/13/2022
08/31/2022,"$514,973.07",5700 SW 56 ST,DAVIE,FL,33314,08/11/2022
08/31/2022,"$331,132.80",17961 CASTLE HARBOR DR,FORT MYERS,FL,33967,08/06/2022
08/31/2022,"$15,589.90",1773 S DOVETAIL DR L,FORT PIERCE,FL,34982,08/02/2022
08/31/2022,"$14,582.19",1745 W ROYAL TERN LN 2,FORT PIERCE,FL,34982,08/02/2022
08/31/2022,"$28,628.39",200 DIPLOMAT PKWY,HALLANDALE BEACH,FL,33009,08/02/2022
08/31/2022,"$78,454.68",103 W 23RD ST,JACKSONVILLE,FL,32206,08/02/2022
08/31/2022,"$80,996.63",7114 BLOXHAM AVE,JACKSONVILLE,FL,32208,08/02/2022
08/31/2022,"$100,857.78",1109 W 23RD ST,JACKSONVILLE,FL,32209,08/02/2022
08/31/2022,"$192,897.66",6219 THUMPER ST,JACKSONVILLE,FL,32210,08/02/2022
08/31/2022,"$334,373.89",3834 S REEDPOND DR,JACKSONVILLE,FL,32223,08/02/2022
08/31/2022,"$198,307.41",8919 N COUNTRY BEND CIR,JACKSONVILLE,FL,32244,08/04/2022
08/31/2022,"$142,935.27",1045 ONTARIO ST,JACKSONVILLE,FL,32254,08/02/2022
08/31/2022,"$20,415.03",2950 SW 3 AVE 8E,MIAMI,FL,33129,08/16/2022
08/31/2022,"$371,757.12",120 NE 70 ST,MIAMI,FL,33138,08/16/2022
08/31/2022,"$75,905.04",1401 NE MIAMI GARDENS DR 592,MIAMI,FL,33179,08/16/2022
08/31/2022,"$970,765.08",824 NW 204 ST,MIAMI GARDENS,FL,33169,08/16/2022
