"auction_date","judgment_amount","address","city","state","zip"
"01/04/2024","$89,735.93","3204 NW 57TH TER","GAINESVILLE","FL","32606"
"01/04/2024","$441,007.62","4714 SW 170TH ST","ARCHER","FL","32618"
"01/04/2024","$53,235.42","1122 NE 20TH AVE","GAINESVILLE","FL","32609"
"01/09/2024","$27,219.11","7603 SW 51ST PL","GAINESVILLE","FL","32608"
"01/09/2024","$320,807.10","6733 NW 77TH ST","GAINESVILLE","FL","32653"
"01/09/2024","$90,703.61","202 SE 14TH PL","GAINESVILLE","FL","32601"
"01/09/2024","$306,304.76","3002 NW 31ST TER","GAINESVILLE","FL","32605"
"01/09/2024","$7,325.28","7226 NW 121ST AVE","ALACHUA","FL","32615"
"01/09/2024","$195,172.86","22560 NW 174TH AVE","HIGH SPRINGS","FL","32643"
"01/11/2024","$158,183.90","1114 NE 21ST AVE","GAINESVILLE","FL","32609"
"01/11/2024","$295,483.10","5521 NW 53RD CT","GAINESVILLE","FL","32653"
"01/11/2024","$61,377.87","14306 NE 148TH AVE","WALDO","FL","32694"
"01/16/2024","$54,964.87","5821 SE 169 AVE","MICANOPY","FL","32667"
"01/16/2024","$132,267.81","10101 NW 4TH PL","GAINESVILLE","FL","32607"
"01/18/2024","$146,402.19","2202 NW 10TH ST","GAINESVILLE","FL","32609"
"12/19/2023","$139,133.52","513 SHADE ST","CALLAWAY","FL","32404"
"01/05/2024","$79,952.69","1320 HICKORY AVE","PANAMA CITY","FL","32401"
"01/08/2024","$86,664.18","8729 BAYHEAD CT E","YOUNGSTOWN","FL","32466"
"01/08/2024","$19,735.00","12301 MORRELL RD","FOUNTAIN","FL","32438"
"01/10/2024","$1,128,718.12","8916 NORTH LAGOON DR","PANAMA CITY BEACH","FL","32408"
"01/17/2024","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"01/17/2024","$123,186.12","1405 13TH ST W","PANAMA CITY","FL","32401"
"01/17/2024","$195,859.53","2011 DRUMMOND AVE","PANAMA CITY","FL","32405"
"03/11/2024","$336,617.68","3318 AZALEA CIR","LYNN HAVEN","FL","32444"
"03/11/2024","$195,798.92","2315 16TH CT E","PANAMA CITY","FL","32405"
"12/19/2023","$105,296.13","5907-09 LEE ST","HOLLYWOOD","FL","33021"
"12/19/2023","$512,786.37","637 NW 29 CT","WILTON MANORS","FL","33311"
"12/19/2023","$440,044.84","6708 CAMELIA DR","MIRAMAR","FL","33023"
"12/19/2023","$94,270.64","6070 NW 64 AVE","TAMARAC","FL","33319"
"12/19/2023","$88,343.62","2800 W GOLF BLVD","POMPANO BEACH","FL","33064"
"12/19/2023","$27,268.81","4350 HILLCREST DR","HOLLYWOOD","FL","33021"
"12/19/2023","$91,288.44","5321 NE 24 TER 114-A","FORT LAUDERDALE","FL","33308"
"12/19/2023","$8,815.79","2764 NW 104 AVE 301","SUNRISE","FL","33322"
"12/20/2023","$734,016.98","13370 SW 32 ST","MIRAMAR","FL","33027"
"12/20/2023","$622,073.22","5231 NW 85 TER","CORAL SPRINGS","FL","33067"
"12/20/2023","$21,245.77","5102 NW 36 ST","LAUDERDALE LAKES","FL","33319"
"12/20/2023","$161,991.15","1200 SW 50 AVE","NORTH LAUDERDALE","FL","33068"
"12/20/2023","$24,219.78","7760 NW 50 ST","LAUDERHILL","FL","33351"
"12/22/2023","$16,550.00","5112 TAFT ST","HOLLYWOOD","FL","33021"
"12/26/2023","$48,949.16","4890 NW 2 PL","PLANTATION","FL","33317"
"12/26/2023","$1,346,237.00","19147 SW 8 ST","PEMBROKE PINES","FL","33029"
"12/26/2023","$30,201.75","2681 N FLAMINGO RD","SUNRISE","FL","33323"
"12/28/2023","$613,340.36","2731 NW 123 AVE","CORAL SPRINGS","FL","33065"
"12/28/2023","$230,735.10","5752 HAMPTON HILLS BLVD","TAMARAC","FL","33321"
"12/28/2023","$343,058.83","20305 SW 1 ST","PEMBROKE PINES","FL","33029"
"12/28/2023","$861,158.12","5260 NW 76 TER","LAUDERHILL","FL","33351"
"12/28/2023","$520,311.11","1711 SW 85 AVE","MIRAMAR","FL","33025"
"12/28/2023","$267,578.59","3321 NW 17 CT","LAUDERHILL","FL","33311"
"12/28/2023","$86,457.01","1310 N SANTA CATALINA CIR","NORTH LAUDERDALE","FL","33068"
"12/28/2023","$1,084,604.98","15689 SW 54 CT","MIRAMAR","FL","33027"
"12/28/2023","$215,100.22","2572 NW 20 ST","FORT LAUDERDALE","FL","33311"
"12/28/2023","$401,874.95","6701 NW 22 CT","MARGATE","FL","33063"
"01/02/2024","$358,966.08","561 SW 60 AVE","PLANTATION","FL","33317"
"01/02/2024","$416,845.41","9873 NW 13 CT","CORAL SPRINGS","FL","33071"
"01/02/2024","$492,076.54","9135 SW 36 MNR","MIRAMAR","FL","33025"
"01/02/2024","$422,367.62","11814 HIGHLAND PL","CORAL SPRINGS","FL","33071"
"01/02/2024","$308,163.57","6900 SW 39 ST","DAVIE","FL","33314"
"01/02/2024","$6,016.77","1521 SW 97 AVE","PEMBROKE PINES","FL","33025"
"01/02/2024","$323,838.29","3010 N COURSE DR 907","POMPANO BEACH","FL","33069"
"01/02/2024","$271,779.82","2220 N CYPRESS BEND DR","POMPANO BEACH","FL","33069"
"01/02/2024","$421,574.05","2087 WOODLANDS WAY","DEERFIELD BEACH","FL","33442"
"01/02/2024","$155,445.43","12755 SW 16 CT B-206","PEMBROKE PINES","FL","33027"
"01/03/2024","$812,349.37","3851 NW 3 TER","POMPANO BEACH","FL","33064"
"01/03/2024","$281,731.93","1701 NW 34 AVE","LAUDERHILL","FL","33311"
"01/03/2024","$237,048.93","4412 NW 3 TER","DEERFIELD BEACH","FL","33064"
"01/03/2024","$284,188.85","7910 SW 8 CT","NORTH LAUDERDALE","FL","33068"
"01/03/2024","$152,907.96","3900 NW 76 AVE","SUNRISE","FL","33351"
"01/03/2024","$966,692.58","1032 SE 13 TER","FORT LAUDERDALE","FL","33316"
"01/03/2024","$192,796.93","1821 NW 51 AVE","LAUDERHILL","FL","33313"
"01/03/2024","$920,723.20","18111 SW 27 ST","MIRAMAR","FL","33029"
"01/03/2024","$264,828.50","3070 LA MIRAGE DR","LAUDERHILL","FL","33319"
"01/04/2024","$1,026,082.31","4440 SW 26 AVE","DANIA BEACH","FL","33312"
"01/04/2024","$682,250.59","17319 SW 22 ST","MIRAMAR","FL","33029"
"01/04/2024","$31,071.81","6508 IBIS WAY","COCONUT CREEK","FL","33073"
"01/04/2024","$40,801.52","1065 S FLAGLER AVE 705","POMPANO BEACH","FL","33060"
"01/04/2024","$124,905.75","1856 SW 156 AVE","MIRAMAR","FL","33027"
"01/09/2024","$221,426.57","2555 NE 11 ST 310","FORT LAUDERDALE","FL","33304"
"01/09/2024","$155,992.58","6575 W OAKLAND PARK BLVD 508","LAUDERHILL","FL","33313"
"01/09/2024","$391,637.16","7441 NW 38 CT","LAUDERHILL","FL","33319"
"01/09/2024","$84,640.19","7905 NW 73 TER","TAMARAC","FL","33321"
"01/09/2024","$126,478.88","10661 NW 14 ST","PLANTATION","FL","33322"
"01/09/2024","$163,157.74","8649 LONG ACRE DR","MIRAMAR","FL","33025"
"01/09/2024","$347,003.02","20856 NW 21 ST","PEMBROKE PINES","FL","33029"
"01/09/2024","$337,311.19","1240 NW 47 AVE","LAUDERHILL","FL","33313"
"01/09/2024","$77,647.37","940 NW 34 AVE","LAUDERHILL","FL","33311"
"01/09/2024","$190,740.45","3610 NW 9 CT","LAUDERHILL","FL","33311"
"01/10/2024","$416,249.90","3427 NW 14 CT","LAUDERHILL","FL","33311"
"01/10/2024","$334,610.39","11310 NW 23 ST","PEMBROKE PINES","FL","33026"
"01/10/2024","$38,031.37","3571 INVERRARY DR","LAUDERHILL","FL","33319"
"01/10/2024","$583,569.39","12738 NW 13 ST","SUNRISE","FL","33323"
"01/10/2024","$1,365,548.96","13853 NW 21 ST","PEMBROKE PINES","FL","33028"
"01/10/2024","$327,844.57","7680 SHALIMAR ST","MIRAMAR","FL","33023"
"01/10/2024","$206,387.14","8220 NW 100 WAY","TAMARAC","FL","33321"
"01/10/2024","$124,193.22","3201 N COURSE LN","POMPANO BEACH","FL","33069"
"01/10/2024","$408,349.86","5810 NW 56 PL","TAMARAC","FL","33319"
