"auction_date","judgment_amount","address","city","state","zip"
"06/05/2025","$52,130.33","4814 NW 44TH AVE","GAINESVILLE","FL","32606"
"06/05/2025","$219,554.22","1621 SE 23RD LN","GAINESVILLE","FL","32641"
"06/05/2025","$125,186.46","11519 SE 225TH DR","HAWTHORNE","FL","32640"
"06/10/2025","$85,008.40","2927 SW 39TH AVE","GAINESVILLE","FL","32608"
"06/12/2025","$153,079.05","22619 SE 59TH PL","HAWTHORNE","FL","32640"
"06/12/2025","$105,895.41","6503 NW 28TH TER","GAINESVILLE","FL","32653"
"06/19/2025","$131,458.62","21813 SE 69TH AVE","HAWTHORNE","FL","32640"
"06/19/2025","$558,558.37","11205 W NEWBERRY RD","GAINESVILLE","FL","32606"
"06/19/2025","$213,864.92","647 NE 23RD ST","GAINESVILLE","FL","32641"
"06/26/2025","$295,652.54","12804 SE 8TH AVE","GAINESVILLE","FL","32641"
"06/09/2025","$162,889.05","1417 WISCONSIN AVE","LYNN HAVEN","FL","32444"
"06/09/2025","$421,925.40","258 BAYOU BEND LN","PANAMA CITY","FL","32404"
"06/10/2025","$521,301.85","6320 PINETREE AVE # A & B","PANAMA CITY BEACH","FL","32408"
"06/11/2025","$169,234.94","727 KIRKLIN AVE","PANAMA CITY","FL","32401"
"06/12/2025","$271,608.36","3913 PRICESS LN","PANAMA CITY","FL","32405"
"06/12/2025","$528,426.12","7315 BEACH DR","PANAMA CITY BEACH","FL","32408"
"06/16/2025","$253,857.70","7902 BAYOU GEORGE DR","PANAMA CITY","FL","32404"
"06/24/2025","$117,074.52","412 VENETIAN WAY","PANAMA CITY","FL","32405"
"06/27/2025","$61,606.48","7124 KEIBER CIR","YOUNGSTOWN","FL","32466"
"06/27/2025","$63,265.26","131 CHERI LN","PANAMA CITY","FL","32404"
"06/30/2025","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"06/30/2025","$350,820.05","3992 PIONEER LN","PANAMA CITY","FL","32404"
"06/30/2025","$30,012.15","4010 THOMAS DR 6","PANAMA CITY BEACH","FL","32408"
"07/01/2025","$262,644.67","741 COTTONWOOD CT","PANAMA CITY","FL","32404"
"07/01/2025","$165,675.61","939 KATHERINE AVE S","PANAMA CITY","FL","32404"
"07/01/2025","$35,451.81","420 HICKORY BLUFF CIR","SOUTHPORT","FL","32409"
"07/09/2025","$214,754.38","507 11TH ST N","PANAMA CITY","FL","32404"
