"auction_date","judgment_amount","address","city","state","zip"
"07/18/2024","$256,576.56","717 NW 253RD ST","NEWBERRY","FL","32669"
"07/23/2024","$18,057.76","717 SW 75TH ST","GAINESVILLE","FL","32607"
"07/30/2024","$102,012.49","25934 SW 2ND AVE","NEWBERRY","FL","32669"
"07/30/2024","$285,365.25","1635 NW 16TH AVE","GAINESVILLE","FL","32605"
"07/30/2024","$94,650.08","14272 COLE ST","WALDO","FL","32694"
"08/01/2024","$51,186.13","6548 NW 109TH PL","ALACHUA","FL","32615"
"08/01/2024","$81,514.05","13929 NW 155TH LN","ALACHUA","FL","32615"
"08/13/2024","$183,541.55","2208 NE 16TH TER","GAINESVILLE","FL","32609"
"08/13/2024","$117,308.76","1442 NE 20TH AVE","GAINESVILLE","FL","32609"
"07/19/2024","$172,110.52","716 NEW YORK AVE","LYNN HAVEN","FL","32444"
"07/22/2024","$56,655.66","105 CEDAR BLUFF CIR S","SOUTHPORT","FL","32409"
"07/24/2024","$737,174.34","11324 POSTON RD","PANAMA CITY","FL","32404"
"07/25/2024","$115,185.76","8921 RUFF DR","YOUNGSTOWN","FL","32466"
"07/25/2024","$274,502.86","8001 BLANCHE DR","PANAMA CITY","FL","32404"
"07/31/2024","$336,617.68","3318 AZALEA CIR","LYNN HAVEN","FL","32444"
"08/05/2024","$126,836.56","1337 STEPHEN DR","PANAMA CITY","FL","32405"
"08/13/2024","$74,234.01","6001 PINETREE AVE","PANAMA CITY BEACH","FL","32408"
"08/15/2024","$208,151.96","2911 AVON RD","PANAMA CITY","FL","32405"
"08/15/2024","$111,995.59","6508 PRIDGEN ST","PANAMA CITY","FL","32404"
"08/16/2024","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"08/30/2024","$65,081.33","6928 SMITH RD","PANAMA CITY","FL","32404"
"09/30/2024","$303,317.99","504 KENTUCKY AVE","LYNN HAVEN","FL","32444"
"07/18/2024","$89,495.82","380 NW 2 WAY","DEERFIELD BEACH","FL","33441"
"07/18/2024","$625,820.19","1635 DEWEY ST","HOLLYWOOD","FL","33020"
"07/18/2024","$59,484.24","3101 OAKLAND SHORES DR","OAKLAND PARK","FL","33309"
"07/18/2024","$386,348.76","4780 SW 126 AVE","SOUTHWEST RANCHES","FL","33330"
"07/18/2024","$347,003.02","20856 NW 21 ST","PEMBROKE PINES","FL","33029"
"07/18/2024","$343,592.32","8311 NW 51 CT","LAUDERHILL","FL","33351"
"07/18/2024","$2,081,370.71","3435 BELMONT TER","DAVIE","FL","33328"
"07/18/2024","$471,527.21","10512 NW 3 ST","PEMBROKE PINES","FL","33026"
"07/18/2024","$293,250.15","6120A GRANT ST","HOLLYWOOD","FL","33024"
"07/18/2024","$1,371,347.09","2242 SE 10 ST","POMPANO BEACH","FL","33062"
"07/19/2024","$57,852.83","3105 NW 25 WAY","OAKLAND PARK","FL","33309"
"07/19/2024","$54,666.43","1000 S OCEAN BLVD","POMPANO BEACH","FL","33062"
"07/23/2024","$2,728,529.68","21 SENECA RD","SEA RANCH LAKES","FL","33308"
"07/23/2024","$550,094.67","6920 NW 45 ST","LAUDERHILL","FL","33319"
"07/23/2024","$126,478.88","10661 NW 14 ST","PLANTATION","FL","33322"
"07/23/2024","$603,512.34","4541 NW 6 CT","PLANTATION","FL","33317"
"07/23/2024","$359,941.15","11850 NW 18 ST","PLANTATION","FL","33323"
