auction_date,judgment_amount,address,city,state,zip,date_added
08/16/2022,"$40,523.36",10446 COPPER LAKE DR,BOYNTON BEACH,FL,33437,08/02/2022
08/16/2022,"$183,922.52",5603 5TH ST E,BRADENTON,FL,34203,08/02/2022
08/16/2022,"$22,230.34",4507 9TH ST W APT I8,BRADENTON,FL,34207,08/02/2022
08/16/2022,"$243,894.77",5201 SW 31 AVE 103,DANIA BEACH,FL,33312,08/02/2022
08/16/2022,"$55,147.30",3614 W BELL DR,DAVIE,FL,33328,08/02/2022
08/16/2022,"$8,568.52",35250 SW 177 CT 24,FLORIDA CITY,FL,33034,08/06/2022
08/16/2022,"$436,022.01",2318 NE 7 ST,HALLANDALE BEACH,FL,33009,08/02/2022
08/16/2022,"$7,403.00",220 SW 9 AVE,HALLANDALE BEACH,FL,33009,08/02/2022
08/16/2022,"$319,527.84",2134 PLUNKETT ST,HOLLYWOOD,FL,33020,08/02/2022
08/16/2022,"$384,699.72",2126 N 32 AVE,HOLLYWOOD,FL,33021,08/02/2022
08/16/2022,"$388,203.65",530 N 66 TER,HOLLYWOOD,FL,33024,08/02/2022
08/16/2022,"$138,783.13",15450 DEWANNA RD,JACKSONVILLE,FL,32218,08/02/2022
08/16/2022,"$27,400.00",1082 DORWINION DR,JACKSONVILLE,FL,32225,08/02/2022
08/16/2022,"$507,952.55",5055 GULF OF MEXICO DR UNIT 33,LONGBOAT KEY,FL,34228,08/02/2022
08/16/2022,"$260,800.35",1604 COBBLER DR,LUTZ,FL,33559,08/02/2022
08/16/2022,"$115,638.83",1761 NW 84 ST,MIAMI,FL,33147,06/21/2022
08/16/2022,"$436,212.47",3051 SW 84 CT,MIAMI,FL,33155,05/18/2022
08/16/2022,"$452,536.43",15120 SW 145 CT,MIAMI,FL,33186,08/02/2022
08/16/2022,"$350,908.97",3600 NW 171 TER,MIAMI GARDENS,FL,33056,08/02/2022
08/16/2022,"$46,318.76",5954 QUEEN ST,MILTON,FL,32570,06/23/2022
08/16/2022,"$236,486.72",6729 PETUNIA DR,MIRAMAR,FL,33023,08/02/2022
08/16/2022,"$23,200.72",9135 SW 36 MNR,MIRAMAR,FL,33025,08/02/2022
08/16/2022,"$676,844.14",13227 SW 26 ST,MIRAMAR,FL,33027,08/02/2022
08/16/2022,"$188,164.89",2301 NW 33 ST,OAKLAND PARK,FL,33309,08/02/2022
08/16/2022,"$30,100.82",8788 SE 88TH PL,OCALA,FL,34472,08/02/2022
08/16/2022,"$164,987.46",1844 SW 160 PL,OCALA,FL,34473,08/02/2022
08/16/2022,"$110,387.48",1126 BUTTERCUP LN,ORLANDO,FL,32825,08/02/2022
08/16/2022,"$106,670.70",3108 22ND ST W,PANAMA CITY,FL,32405,08/02/2022
08/16/2022,"$501,482.93",2324 NW 192 AVE,PEMBROKE PINES,FL,33029,08/02/2022
08/16/2022,"$128,649.31",12228 GULF BEACH HWY,PERDIDO KEY,FL,32507,08/02/2022
08/16/2022,"$149,762.84",2211 PARKVIEW DR,PLANT CITY,FL,33563,08/16/2022
08/16/2022,"$145,885.55",721 N PINE ISLAND RD 302,PLANTATION,FL,33324,08/02/2022
08/16/2022,"$403,385.52",11540 TERRA BELLA BLVD,PLANTATION,FL,33325,08/02/2022
08/16/2022,"$360,974.11",1674 SW HUNNICUT AVE,PORT SAINT LUCIE,FL,34953,05/27/2022
08/16/2022,"$439,617.01",3406 BRIARWOOD LN,SAFETY HARBOR,FL,34695,05/18/2022
08/16/2022,"$233,067.07",9587 WELDON CIR,TAMARAC,FL,33321,08/02/2022
08/16/2022,"$258,702.27",6900 NW 92 AVE,TAMARAC,FL,33321,08/02/2022
08/16/2022,"$288,996.30",6017 S 2 ST,TAMPA,FL,33611,08/16/2022
08/16/2022,$0.00,11806 WILLIAMS RD,THONOTOSASSA,FL,33592,06/07/2022
08/16/2022,"$55,686.22",8586 SATALITE TER,WEST PALM BEACH,FL,33403,08/02/2022
08/16/2022,"$12,718.95",4799 LUQUI CT,WEST PALM BEACH,FL,33415,08/02/2022
08/16/2022,"$75,382.16",13921 SEMINOLE TRL,WIMAUMA,FL,33598,08/02/2022
08/17/2022,"$240,485.89",1148 GRAND HILLTOP DR,APOPKA,FL,32703,05/18/2022
08/17/2022,"$534,032.75",9585 CAROUSEL CIR S,BOCA RATON,FL,33434,05/25/2022
08/17/2022,"$500,250.42",638 SHORE DR,BOYNTON BEACH,FL,33435,08/02/2022
08/17/2022,"$77,035.92",2812 72ND STREET CT W,BRADENTON,FL,34209,08/02/2022
08/17/2022,"$254,585.64",1204 66TH ST NW,BRADENTON,FL,34209,06/21/2022
08/17/2022,"$216,464.70",10207 BRISTOL PARK RD,CANTONMENT,FL,32533,08/02/2022
08/17/2022,"$238,754.89",1445 DOUGLAS DR,CLEARWATER,FL,33756,08/13/2022
08/17/2022,"$135,534.10",2830 RIVERSIDE DR 104-B,CORAL SPRINGS,FL,33065,08/02/2022
08/17/2022,"$350,490.00",1033 NE 17 WAY 904,FORT LAUDERDALE,FL,33304,08/02/2022
08/17/2022,"$82,066.27",13651 GANNET DR,FORT MYERS,FL,33908,08/02/2022
08/17/2022,"$80,416.73",4105 EDGEWOOD AVE,FORT MYERS,FL,33916,08/02/2022
08/17/2022,"$94,274.54",1014 CHIPOLA RD,FORT PIERCE,FL,34950,08/02/2022
08/17/2022,"$19,347.70",703 N 23RD ST,FORT PIERCE,FL,34950,08/02/2022
08/17/2022,"$27,885.70",1903 AVENUE N,FORT PIERCE,FL,34950,08/02/2022
08/17/2022,"$9,110.88",707 N 12TH ST,FORT PIERCE,FL,34950,08/02/2022
08/17/2022,"$30,375.43",505 N 13TH ST,FORT PIERCE,FL,34950,08/02/2022
08/17/2022,"$514,779.03",1537 VENICE AVE,FT WALTON BEACH,FL,32547,08/02/2022
08/17/2022,"$194,999.87",2419 24TH LN,GREENACRES,FL,33463,05/18/2022
08/17/2022,"$141,954.66",4640 N LINCREST DR,JACKSONVILLE,FL,32208,08/02/2022
08/17/2022,"$58,351.77",3527 N ARDISIA RD,JACKSONVILLE,FL,32209,08/02/2022
08/17/2022,"$3,777.48",3627 MORGONS CASTLE COURT,LAND O LAKES,FL,34638,08/02/2022
08/17/2022,"$174,348.32",4701 NW 41 CT,LAUDERDALE LAKES,FL,33319,08/02/2022
08/17/2022,"$64,179.83",2331 N STATE ROAD 7,LAUDERHILL,FL,33313,08/02/2022
08/17/2022,"$184,484.65",19378 CORALTREE CT,LEHIGH ACRES,FL,33936,08/02/2022
08/17/2022,"$151,718.53",4621 CONNIE AVE N,LEHIGH ACRES,FL,33971,08/02/2022
08/17/2022,"$258,059.20",18877 CORNUTA ST,LUTZ,FL,33558,08/02/2022
08/17/2022,"$393,629.76",13490 SW 28 ST,MIAMI,FL,33175,05/27/2022
08/17/2022,"$756,671.41",20641 SW 130 CT,MIAMI,FL,33177,08/02/2022
08/17/2022,"$283,626.86",4118 SW 156 AVE,MIRAMAR,FL,33027,08/02/2022
08/17/2022,"$35,294.19",7904 WEST DR 814,NORTH BAY VILLAGE,FL,33141,08/02/2022
08/17/2022,"$264,029.30",2727 CULLENS CT,OCOEE,FL,34761,08/02/2022
