auction_date,judgment_amount,address,city,state,zip,date_added
06/17/2022,"$26,379.78",215 SE 3 AVE,HALLANDALE BEACH,FL,33009,05/18/2022
06/17/2022,"$14,173.39",950 HILLCREST DR,HOLLYWOOD,FL,33021,05/18/2022
06/17/2022,"$17,521.32",1103 WOOD HILL PL 1103,JACKSONVILLE,FL,32256,05/27/2022
06/17/2022,"$91,138.90",1250 S GRADY AVE,LAKELAND,FL,33815,05/18/2022
06/17/2022,"$22,384.44",2251 NW 48 TER,LAUDERHILL,FL,33313,05/21/2022
06/17/2022,"$23,582.02",479C LOGAN AVE,ORANGE PARK,FL,32065,05/18/2022
06/17/2022,"$9,472.84",55 BRIG CIR N,PLACIDA,FL,33946,05/18/2022
06/17/2022,"$109,443.35",4748 DEL SOL BLVD,SARASOTA,FL,34243,05/18/2022
06/17/2022,"$679,321.12",139 REEF RD,SOUTH DAYTONA,FL,32119,05/18/2022
06/17/2022,"$281,659.24",2103 MULBERRY BLVD,TALLAHASSEE,FL,32303,05/18/2022
06/17/2022,"$4,303.66",8755 HUNTFIELD ST,TAMPA,FL,33635,05/21/2022
06/20/2022,"$295,819.62",2431 WILDWOOD CT,CRESTVIEW,FL,32536,05/19/2022
06/20/2022,"$205,436.20",5260 COLLINS RD 402,JACKSONVILLE,FL,32244,05/19/2022
06/20/2022,"$105,312.94",1247 MORGAN DR,LAKELAND,FL,33801,05/18/2022
06/20/2022,"$223,193.36",2704 CERAM AVE,ORLANDO,FL,32837,05/18/2022
06/20/2022,"$39,082.14",1515 MULBERRY AVE,PANAMA CITY,FL,32405,05/18/2022
06/20/2022,"$57,923.18",3300 LOVELAND BLVD -UNIT 2901,PORT CHARLOTTE,FL,33980,05/18/2022
06/21/2022,"$8,026.94",1535 ROSEDOWNE WAY,APOPKA,FL,32703,05/18/2022
06/21/2022,"$232,045.13",3902 GREENOCK CT,APOPKA,FL,32712,05/25/2022
06/21/2022,"$359,661.54",2000 ISLAND BLVD 1503,AVENTURA,FL,33160,05/18/2022
06/21/2022,"$1,094,232.61",20165 NE 39 PL 702,AVENTURA,FL,33180,05/18/2022
06/21/2022,"$644,677.55",10000 W BAY HARBOR DR 201,BAY HARBOR ISLANDS,FL,33154,05/18/2022
06/21/2022,"$554,885.13",3611 NW 5TH TER,BOCA RATON,FL,33431,05/18/2022
06/21/2022,"$96,818.86",19259 SABAL LAKE DR,BOCA RATON,FL,33434,05/25/2022
06/21/2022,"$11,997.18",5406 FIRENZE DR A,BOYNTON BEACH,FL,33437,05/18/2022
06/21/2022,"$107,549.53",4231 NW 22 ST,COCONUT CREEK,FL,33066,05/18/2022
06/21/2022,"$310,916.31",133 ALFORD DR,DAVENPORT,FL,33896,05/18/2022
06/21/2022,"$175,579.83",2488 LAKE IDA RD,DELRAY BEACH,FL,33445,05/18/2022
06/21/2022,"$727,091.44",15646 MESSINA ISLES CT,DELRAY BEACH,FL,33446,05/18/2022
06/21/2022,"$184,223.80",813 BURGUNDY Q,DELRAY BEACH,FL,33484,05/18/2022
06/21/2022,"$166,167.44",393 PROVIDENCE BLVD,DELTONA,FL,32725,05/18/2022
06/21/2022,"$173,270.49",1859 SEA PINES LN,FLEMING ISLAND,FL,32003,05/18/2022
06/21/2022,"$1,033,431.14",2026 NE 32 AVE,FORT LAUDERDALE,FL,33305,05/18/2022
06/21/2022,"$2,255,841.95",2817 N ATLANTIC BLVD,FORT LAUDERDALE,FL,33308,05/27/2022
06/21/2022,"$24,780.98",3200 PORT ROYALE DR N,FORT LAUDERDALE,FL,33308,05/27/2022
06/21/2022,"$171,394.61",2218 NW 5 ST,FORT LAUDERDALE,FL,33311,05/19/2022
06/21/2022,"$8,665.59",3816 NW 27TH ST,GAINESVILLE,FL,32605,05/19/2022
06/21/2022,"$126,618.08",3802 NW 47TH TER,GAINESVILLE,FL,32606,06/04/2022
06/21/2022,"$96,101.09",1424 SE 2ND AVE,GAINESVILLE,FL,32641,05/18/2022
06/21/2022,"$447,681.24",4202 NE 119TH TER,GAINESVILLE,FL,32641,06/07/2022
06/21/2022,"$298,788.13",6 NE 6 AVE,HIALEAH,FL,33010,05/18/2022
06/21/2022,"$336,784.49",709 W 33 ST,HIALEAH,FL,33012,05/18/2022
06/21/2022,"$515,048.95",322 E 64 ST,HIALEAH,FL,33013,05/18/2022
06/21/2022,"$355,821.61",2221 N 53 AVE,HOLLYWOOD,FL,33021,05/18/2022
06/21/2022,"$348,043.12",1560 NW 19 ST,HOMESTEAD,FL,33030,05/18/2022
06/21/2022,"$292,453.75",2884 SE 2 DR 9,HOMESTEAD,FL,33033,05/18/2022
06/21/2022,"$619,270.99",1057 NE 16 AVE,HOMESTEAD,FL,33033,05/18/2022
06/21/2022,"$90,218.09",12946 KELLYWOOD CIR,HUDSON,FL,34669,05/28/2022
06/21/2022,"$47,754.15",3807 STUART ST,JACKSONVILLE,FL,32209,05/27/2022
06/21/2022,"$360,633.81",401 BLAGDON CT,JACKSONVILLE,FL,32225,05/27/2022
06/21/2022,"$257,005.44",4568 S MISTY DAWN CT,JACKSONVILLE,FL,32277,05/19/2022
06/21/2022,"$240,180.41",901 PINECREST CIR C,JUPITER,FL,33458,05/18/2022
06/21/2022,"$60,051.14",2601 CLUB CIR,LAKE WALES,FL,33898,05/18/2022
06/21/2022,"$143,284.89",10232 ANDOVER COACH CIR G2,LAKE WORTH,FL,33449,05/18/2022
06/21/2022,"$626,671.48",15254 BLUE FISH CIR,LAKEWOOD RANCH,FL,34202,05/18/2022
06/21/2022,"$290,570.22",3028 NW 35 RD,LAUDERDALE LAKES,FL,33311,05/25/2022
06/21/2022,"$144,337.87",7940 NW 50 ST 303,LAUDERHILL,FL,33351,05/18/2022
06/21/2022,"$24,985.95",550 NW 80 TER,MARGATE,FL,33063,05/18/2022
06/21/2022,"$165,240.10",25255 SW 127 CT,MIAMI,FL,33032,05/18/2022
06/21/2022,"$260,982.42",12408 SW 266 LN,MIAMI,FL,33032,05/18/2022
06/21/2022,"$222,210.16",5249 NW 7 ST 415,MIAMI,FL,33126,05/18/2022
06/21/2022,"$215,724.92",234 NE 3 ST 803,MIAMI,FL,33132,05/18/2022
06/21/2022,"$549,287.83",3031 SW 12 ST,MIAMI,FL,33135,05/18/2022
06/21/2022,"$713,108.49",2000 N BAYSHORE DR 1604,MIAMI,FL,33137,05/18/2022
06/21/2022,"$360,757.40",3000 CORAL WAY 1115,MIAMI,FL,33145,05/18/2022
06/21/2022,"$380,955.00",8801 NW 33 AVENUE RD,MIAMI,FL,33147,05/18/2022
06/21/2022,"$115,638.83",1761 NW 84 ST,MIAMI,FL,33147,05/18/2022
06/21/2022,"$274,241.73",3135 NW 82 ST,MIAMI,FL,33147,05/18/2022
06/21/2022,"$136,176.20",6890 NW 14 AVE,MIAMI,FL,33147,05/18/2022
06/21/2022,"$255,417.81",10115 NW 10 AVE,MIAMI,FL,33150,05/18/2022
06/21/2022,"$436,212.47",3051 SW 84 CT,MIAMI,FL,33155,05/18/2022
06/21/2022,"$559,424.13",9330 SW 34 ST,MIAMI,FL,33165,05/18/2022
06/21/2022,"$66,709.32",9310 FONTAINEBLEAU BLVD 406,MIAMI,FL,33172,05/18/2022
06/21/2022,"$383,120.75",13700 SW 18 TER,MIAMI,FL,33175,05/18/2022
06/21/2022,"$168,509.13",10371 N KENDALL DR G5,MIAMI,FL,33176,05/18/2022
06/21/2022,"$281,551.36",11409 SW 110 LN,MIAMI,FL,33176,05/18/2022
06/21/2022,"$125,076.48",13152 SW 93 PL L267,MIAMI,FL,33176,06/09/2022
06/21/2022,"$207,350.11",13601 MONROE ST,MIAMI,FL,33176,05/18/2022
06/21/2022,"$825,793.50",16013 SW 43 ST,MIAMI,FL,33185,05/18/2022
06/21/2022,"$460,424.41",13238 SW 114 TER,MIAMI,FL,33186,05/18/2022
06/21/2022,"$871,627.61",15649 SW 13 TER,MIAMI,FL,33194,05/18/2022
06/21/2022,"$9,150,558.79",17800 NW 25 AVE,MIAMI GARDENS,FL,33056,05/18/2022
06/21/2022,"$40,060.80",100 NE 203 TER 21,MIAMI GARDENS,FL,33179,05/18/2022
06/21/2022,"$915,838.31",133 NE 99 ST,MIAMI SHORES,FL,33138,05/18/2022
06/21/2022,"$82,661.71",6485 HAMILTON BRIDGE RD,MILTON,FL,32570,05/25/2022
06/21/2022,"$895,743.26",3421 SW 195 AVE,MIRAMAR,FL,33029,06/04/2022
06/21/2022,"$48,299.41",11711 BAYONET LANE,NEW PORT RICHEY,FL,34654,06/16/2022
06/21/2022,"$164,063.99",25527 SW 66TH AVE,NEWBERRY,FL,32669,05/19/2022
06/21/2022,"$158,328.52",13455 NE 10 AVE 410,NORTH MIAMI,FL,33161,05/18/2022
06/21/2022,"$1,203,475.10",125 BRENT CIR,OLDSMAR,FL,34677,05/18/2022
06/21/2022,"$215,768.40",790 WALNUT AVE,ORANGE CITY,FL,32763,05/18/2022
06/21/2022,"$364,766.48",5584 DEER CREEK DR,ORLANDO,FL,32821,05/18/2022
06/21/2022,"$9,764.39",11544 WESTWOOD BLVD UNIT 1326,ORLANDO,FL,32821,06/02/2022
06/21/2022,"$14,961.85",1016 LAKE BISCAYNE WAY,ORLANDO,FL,32824,05/18/2022
06/21/2022,"$593,768.59",10333 HART BRANCH CIR,ORLANDO,FL,32832,05/18/2022
06/21/2022,"$72,209.00",2834 SAFFRON DR,ORLANDO,FL,32837,05/27/2022
06/21/2022,"$179,670.98",4067 PARKVIEW ST,PACE,FL,32571,05/27/2022
06/21/2022,"$17,625.68",2978 SW SUNSET TRACE CIR,PALM CITY,FL,34990,05/18/2022
06/21/2022,"$94,217.31",2721 11TH CT E,PANAMA CITY,FL,32401,05/21/2022
06/21/2022,"$599,880.47",6423 DOLPHIN SHORES DR,PANAMA CITY BEACH,FL,32407,05/18/2022
06/21/2022,"$818,467.90",6609 THOMAS DR 1001,PANAMA CITY BEACH,FL,32408,05/18/2022
