"auction_date","judgment_amount","address","city","state","zip"
"02/18/2025","$272,444.96","3541 NW 35TH PL","GAINESVILLE","FL","32605"
"02/20/2025","$206,389.03","27017 NW 182ND AVE","HIGH SPRINGS","FL","32643"
"02/20/2025","$533,953.48","6565 SW 74TH DR","GAINESVILLE","FL","32608"
"02/25/2025","$122,816.10","608 SW 2ND ST","GAINESVILLE","FL","32601"
"02/25/2025","$344,793.91","1437 NW 136TH TER","NEWBERRY","FL","32669"
"02/27/2025","$14,318.55","4621 SW 44TH LN","GAINESVILLE","FL","32608"
"03/06/2025","$131,458.62","21813 SE 69TH AVE","HAWTHORNE","FL","32640"
"03/06/2025","$195,838.82","1337 NE 31ST PL","GAINESVILLE","FL","32609"
"02/17/2025","$129,788.21","17711 LA FONTAIN DR","FOUNTAIN","FL","32438"
"02/17/2025","$687,156.88","1941 CALLAWAY DR E","PANAMA CITY","FL","32404"
"02/20/2025","$8,298.26","7638 CAMP FLOWERS RD","YOUNGSTOWN","FL","32466"
"02/25/2025","$385,311.55","209 BALDWIN RD E","PANAMA CITY","FL","32405"
"02/25/2025","$167,654.06","6300 PRIDGEN ST","PANAMA CITY","FL","32404"
"02/27/2025","$135,757.43","7103 LETOHATCHEE ST","PANAMA CITY","FL","32404"
"03/03/2025","$252,124.64","6400 OMOKO ST","PANAMA CITY","FL","32404"
"03/03/2025","$480,001.23","4012 EDWARDS RD","SOUTHPORT","FL","32409"
"03/04/2025","$230,628.77","2403 OAK TREE CT","PANAMA CITY","FL","32404"
"03/06/2025","$170,769.53","121 WABASH AVE","PANAMA CITY","FL","32401"
"03/10/2025","$425,911.91","468 EAGLE LAKE WAY","PANAMA CITY","FL","32404"
"03/12/2025","$214,754.38","507 11TH ST N","PANAMA CITY","FL","32404"
"03/17/2025","$315,367.73","324 FAIRWAY BLVD","PANAMA CITY BEACH","FL","32407"
"03/19/2025","$443,106.76","9860 THOMAS DR S 1226","PANAMA CITY BEACH","FL","32408"
"03/21/2025","$224,879.16","738 MARK DR","PANAMA CITY","FL","32404"
"04/07/2025","$94,408.95","2403 MINNESOTA AVE","LYNN HAVEN","FL","32444"
