"auction_date","judgment_amount","address","city","state","zip"
"05/04/2023","$117,558.60","2017 SW 69TH DR","GAINESVILLE","FL","32607"
"05/09/2023","$174,079.81","25322 NW 10TH AVE","NEWBERRY","FL","32669"
"05/09/2023","$148,881.35","3616 NW 186TH ST","NEWBERRY","FL","32669"
"05/16/2023","$95,858.79","2920 NW 222 AVE","BROOKER","FL","32622"
"05/16/2023","$221,104.16","5021 W UNIVERSITY AVE","GAINESVILLE","FL","32607"
"05/18/2023","$140,649.93","1006 NW 14TH AVE","GAINESVILLE","FL","32601"
"05/18/2023","$85,604.66","611 NE 20 ST","GAINESVILLE","FL","32641"
"05/23/2023","$262,260.59","13327 NW 158TH AVE","ALACHUA","FL","32615"
"05/30/2023","$7,271.91","5441 SW 88TH CT","GAINESVILLE","FL","32608"
"06/01/2023","$230,211.49","671 SW 161ST TER","NEWBERRY","FL","32669"
"05/04/2023","$157,819.24","17309 ROLLOHOME RD","FOUNTAIN","FL","32438"
"05/11/2023","$319,360.77","911 HUNTINGDON RD","PANAMA CITY","FL","32405"
"05/11/2023","$240,664.54","1710 CHESTNUT AVENUE","PANAMA CITY","FL","32405"
"05/12/2023","$150,575.28","127 HARRIS AVE N","PANAMA CITY","FL","32401"
"05/15/2023","$83,466.52","20028 BRANDON RD","FOUNTAIN","FL","32438"
"05/16/2023","$98,842.00","14 11TH ST W","PANAMA CITY","FL","32401"
"05/24/2023","$71,717.30","21836 MUDGE RD","FOUNTAIN","FL","32438"
"05/30/2023","$94,592.97","150 HILL DR","PANAMA CITY","FL","32404"
"06/01/2023","$102,195.18","3036 DOUGLAS RD","PANAMA CITY","FL","32405"
"06/05/2023","$75,330.30","4455 WEST 19TH STREET 16","PANAMA CITY","FL","32405"
"06/05/2023","$239,386.82","102 HERSHEL CT","PANAMA CITY","FL","32404"
"06/05/2023","$14,922.31","3814 43RD ST E","PANAMA CITY","FL","32404"
"06/07/2023","$84,398.20","1009 BAY AVE","PANAMA CITY","FL","32401"
"06/08/2023","$167,281.71","256 EAGLE DR","PANAMA CITY","FL","32407"
"06/19/2023","$86,921.24","3747 GREENTREE PL","PANAMA CITY","FL","32405"
"06/19/2023","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"06/20/2023","$382,152.74","223 TURTLE COVE","PANAMA CITY BEACH","FL","32413"
"06/20/2023","$187,364.91","6300 LAKE JOANNA CIR","PANAMA CITY","FL","32404"
"06/27/2023","$76,946.28","2221 EDGEWOOD DR","PANAMA CITY","FL","32405"
"06/28/2023","$302,041.83","7405 LITTLETON RD","PANAMA CITY","FL","32404"
"06/29/2023","$136,395.04","5455 SHORES RD","PANAMA CITY","FL","32404"
"07/05/2023","$176,077.82","4900 LAKEWOOD DR S","PANAMA CITY","FL","32404"
"05/05/2023","$14,979.90","9706 S BELFORT CIR 111","TAMARAC","FL","33321"
