"auction_date","judgment_amount","address","city","state","zip"
"10/07/2025","$295,652.54","12804 SE 8TH AVE","GAINESVILLE","FL","32641"
"10/07/2025","$572,602.27","10620 SW 10TH TER","MICANOPY","FL","32667"
"10/09/2025","$435,197.13","12364 SW 16TH LN","NEWBERRY","FL","32669"
"10/09/2025","$117,469.24","1931 SE 43RD TER","GAINESVILLE","FL","32641"
"10/09/2025","$67,548.08","18563 NW 241ST ST","HIGH SPRINGS","FL","32643"
"10/21/2025","$101,493.79","1806 SE 50TH ST","GAINESVILLE","FL","32641"
"10/23/2025","$106,402.76","15703 NW 138TH TER","ALACHUA","FL","32615"
"10/28/2025","$57,818.14","1815 NE 16TH WAY","GAINESVILLE","FL","32609"
"10/30/2025","$5,445.84","19175 NW 228TH WAY","HIGH SPRINGS","FL","32643"
"10/07/2025","$26,346.56","141 LESLIE LN W","PANAMA CITY BEACH","FL","32407"
"10/08/2025","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"10/09/2025","$261,078.71","22017 LAKEVIEW DR","PANAMA CITY BEACH","FL","32413"
"10/09/2025","$152,331.15","6507 WINONA ST","PANAMA CITY","FL","32404"
"10/10/2025","$21,687.14","9850 THOMAS DR 1001W","PANAMA CITY BEACH","FL","32408"
"10/13/2025","$250,705.28","1801 GEORGIA CT","LYNN HAVEN","FL","32444"
"10/15/2025","$33,878.39","3720 HWY 390 E","PANAMA CITY","FL","32404"
"10/16/2025","$209,370.05","1809 GEORGIA CT","LYNN HAVEN","FL","32444"
"10/16/2025","$173,088.36","718 13TH CT E","PANAMA CITY","FL","32401"
"10/16/2025","$175,987.18","2435 34TH PL E","PANAMA CITY","FL","32405"
"10/23/2025","$393,249.15","7688 SHADOW LAKE DR","PANAMA CITY BEACH","FL","32407"
"10/23/2025","$354,062.23","3906 NAPOLI RD","PANAMA CITY","FL","32405"
"10/24/2025","$381,998.07","219 SHOREVIEW DR S","PANAMA CITY","FL","32404"
"10/29/2025","$60,093.15","1002 9TH CT E","PANAMA CITY","FL","32401"
"10/30/2025","$112,231.04","2906 NADINE CT","PANAMA CITY","FL","32401"
"10/31/2025","$280,479.78","7305 PORT PLACE ST","SOUTHPORT","FL","32409"
"11/04/2025","$182,839.70","505 CARRIE LANE","LYNN HAVEN","FL","32444"
"11/06/2025","$138,001.80","20022 RIDGE RD","FOUNTAIN","FL","32438"
"11/10/2025","$136,992.80","5917 WALLACE RD","PANAMA CITY","FL","32404"
"11/10/2025","$338,950.36","2707 HWY 2321","SOUTHPORT","FL","32409"
"11/10/2025","$146,262.18","722 WILLIAMS AVE","PANAMA CITY","FL","32401"
"11/13/2025","$123,289.12","4712 PARK BOULEVARD","PANAMA CITY","FL","32404"
"11/19/2025","$154,133.25","1000 MCKENZIE AVE","PANAMA CITY","FL","32401"
"11/25/2025","$156,685.92","3117 22ND ST W","PANAMA CITY","FL","32405"
"11/25/2025","$138,175.34","1941 CALLAWAY DR E","PANAMA CITY","FL","32404"
"11/25/2025","$418,924.10","315 HIDDEN ISLAND DR","PANAMA CITY BEACH","FL","32408"
"12/10/2025","$311,301.23","6610 BOAT RACE RD","PANAMA CITY","FL","32404"
"10/07/2025","$143,966.97","740 NW 17 ST","POMPANO BEACH","FL","33060"
"10/07/2025","$9,848.65","149 CAMERON DR","WESTON","FL","33326"
"10/07/2025","$438,974.53","8300 NW 24 CT","SUNRISE","FL","33322"
"10/07/2025","$583,470.27","5223 SW 155 WAY","MIRAMAR","FL","33027"
"10/07/2025","$1,098,371.15","10870 SHORE ST","PARKLAND","FL","33076"
"10/07/2025","$24,215.47","5860 NW 44 ST","LAUDERHILL","FL","33319"
"10/07/2025","$20,812.22","817 E PALM RUN DR","NORTH LAUDERDALE","FL","33068"
"10/07/2025","$406,960.12","6911 HARDING ST","HOLLYWOOD","FL","33024"
"10/07/2025","$11,370.38","10185 GROVE LN","COOPER CITY","FL","33328"
"10/08/2025","$234,972.35","4951 SW 128 TER","MIRAMAR","FL","33027"
"10/08/2025","$430,645.03","333 SUNSET DR","FORT LAUDERDALE","FL","33301"
"10/08/2025","$284,056.03","720 NW 33 TER","LAUDERHILL","FL","33311"
"10/08/2025","$24,796.36","4270 NW 40 ST","LAUDERDALE LAKES","FL","33319"
"10/08/2025","$295,363.13","7040 NW 21 CT","SUNRISE","FL","33313"
"10/08/2025","$323,118.03","4730 LAGO VISTA DR","COCONUT CREEK","FL","33073"
"10/08/2025","$670,038.40","4107 NW 78 WAY","CORAL SPRINGS","FL","33065"
