auction_date,judgment_amount,address,city,state,zip,date_added
08/02/2022,"$6,047.55",811 LOCH CALDER DR # 25,APOPKA,FL,32712,06/16/2022
08/02/2022,"$35,005.00",7835 LAKESIDE BLVD 952,BOCA RATON,FL,33434,08/02/2022
08/02/2022,"$838,591.38",5040 NW 104 AVE,CORAL SPRINGS,FL,33076,08/02/2022
08/02/2022,"$320,810.57",2609 NE 27 WAY,FORT LAUDERDALE,FL,33306,06/11/2022
08/02/2022,"$120,481.04",981 S HILLCREST CT 109,HOLLYWOOD,FL,33021,08/02/2022
08/02/2022,"$215,708.06",4119 W SHERMAN HILLS PKWY,JACKSONVILLE,FL,32210,08/02/2022
08/02/2022,"$238,814.31",19224 BREWER ROAD,LAND O LAKES,FL,34638,08/02/2022
08/02/2022,"$594,375.65",2341 SW 9 ST,MIAMI,FL,33135,08/02/2022
08/02/2022,"$203,868.54",10821 NW 7 ST 45-21,MIAMI,FL,33172,08/02/2022
08/02/2022,"$173,213.02",12115 SW 182 TER,MIAMI,FL,33177,08/02/2022
08/02/2022,"$374,890.31",10275 SW 139 PL,MIAMI,FL,33186,08/02/2022
08/02/2022,"$535,937.20",720 N SHORE DR,MIAMI BEACH,FL,33141,05/18/2022
08/02/2022,"$331,705.86",15801 NW 32 AVE,MIAMI GARDENS,FL,33054,05/18/2022
08/02/2022,"$60,620.80",1465 NE 123 ST 510,NORTH MIAMI,FL,33161,08/02/2022
08/02/2022,"$73,098.61",321 NW 54 ST,OAKLAND PARK,FL,33309,08/02/2022
08/02/2022,"$109,173.84",16026 SW 49TH COURT RD,OCALA,FL,34473,06/09/2022
08/02/2022,"$868,239.10",6803 SW WISTERIA TER,PALM CITY,FL,34990,05/18/2022
08/02/2022,"$89,702.86",100 MANGO ST,PENSACOLA,FL,32503,08/02/2022
08/02/2022,"$232,943.67",1947 MANATEE DR,POINCIANA,FL,34759,06/09/2022
08/02/2022,"$293,215.61",189 SW DALTON CIR,PORT SAINT LUCIE,FL,34953,06/20/2022
08/02/2022,"$145,592.15",16679 NW 126TH CT,REDDICK,FL,32686,08/02/2022
08/02/2022,"$160,087.42",3712 FETTERBUSH CT,SAINT LUCIE COUNTY,FL,34952,06/11/2022
08/02/2022,"$22,748.88",2644 NW 60 WAY 177,SUNRISE,FL,33313,06/11/2022
08/02/2022,"$501,941.60",681 EAGLE VIEW CIR,TALLAHASSEE,FL,32311,06/04/2022
08/02/2022,"$341,015.77",7201 BRIDGEVIEW DR,WESLEY CHAPEL,FL,33545,08/02/2022
08/02/2022,"$443,493.22",5945 CRAIG LANE,ZEPHYRHILLS,FL,33542,06/21/2022
08/03/2022,"$914,517.40",4910 14TH ST W,BRADENTON,FL,34207,05/18/2022
08/03/2022,"$237,356.11",717 TARA RD,CANTONMENT,FL,32533,08/02/2022
08/03/2022,"$481,537.17",431 SE 20TH CT,CAPE CORAL,FL,33990,08/02/2022
08/03/2022,"$174,460.37",441 SE 3 ST 405,DANIA BEACH,FL,33004,08/02/2022
08/03/2022,"$204,467.11",2190 NE 68 ST 511,FORT LAUDERDALE,FL,33308,08/02/2022
08/03/2022,"$226,536.43",12 HIGDON CT,FT WALTON BEACH,FL,32547,08/02/2022
08/03/2022,"$253,341.01",65 SE 3 AVE,HALLANDALE BEACH,FL,33009,08/02/2022
08/03/2022,"$112,638.23",1958 MONROE ST,HOLLYWOOD,FL,33020,06/14/2022
08/03/2022,"$8,242.45",15798 LEXINGTON PARK BLVD,JACKSONVILLE,FL,32218,08/02/2022
08/03/2022,"$292,813.31",3741 NW 4 ST,LAUDERHILL,FL,33311,08/02/2022
08/03/2022,"$15,604.22",1455 NW 80 AVE,MARGATE,FL,33063,08/02/2022
08/03/2022,"$42,292.11",1541 BRICKELL AVE B310,MIAMI,FL,33129,08/02/2022
08/03/2022,"$77,671.06",2289 AMARYLIS AVE,MIDDLEBURG,FL,32068,06/14/2022
08/03/2022,"$197,624.12",4514 TUMBLEWEED,MIDDLEBURG,FL,32068,08/02/2022
08/03/2022,"$535,968.39",16323 SW 47 CT,MIRAMAR,FL,33027,06/11/2022
08/03/2022,"$283,641.26",4274 CALINDA LN 228,NICEVILLE,FL,32578,08/02/2022
08/03/2022,"$594,307.82",1314 SW 71 TER,NORTH LAUDERDALE,FL,33068,08/02/2022
08/03/2022,"$273,821.98",6702 STARDUST DR,NORTH LAUDERDALE,FL,33068,08/02/2022
08/03/2022,"$29,682.34",OLD WINE RD,NORTH PORT,FL,34288,08/02/2022
08/03/2022,"$1,115,592.25",1322 WALTHAM AVE,ORLANDO,FL,32809,05/18/2022
08/03/2022,"$56,247.26",727 MCDOUGALL CT UNIT 727,ORLANDO,FL,32809,06/20/2022
08/03/2022,"$331,040.00",15200 E COLONIAL DR,ORLANDO,FL,32826,08/02/2022
08/03/2022,"$145,803.01",2980 CONTI ST,PENSACOLA,FL,32526,08/02/2022
08/03/2022,"$9,632.53",100 NW 32 ST,POMPANO BEACH,FL,33064,08/02/2022
08/03/2022,"$295,144.25",2066 SW PROVIDENCE PL,PORT SAINT LUCIE,FL,34953,08/02/2022
08/03/2022,"$206,224.91",556 19TH ST,RUSKIN,FL,33570,08/02/2022
08/03/2022,"$453,656.66",3021 59TH AVE S,ST PETERSBURG,FL,33712,06/14/2022
08/03/2022,"$392,210.54",3935 21ST ST N,ST PETERSBURG,FL,33714,08/02/2022
08/03/2022,"$433,108.34",9181 NW 25 ST,SUNRISE,FL,33322,08/02/2022
08/03/2022,"$11,782.94",10402 SUNRISE LAKES BLVD,SUNRISE,FL,33322,08/02/2022
08/03/2022,"$49,989.13",3583 WHIPPOORWILL WAY,TALLAHASSEE,FL,32310,06/16/2022
08/03/2022,"$220,302.32",5646 ROCK ISLAND RD 206,TAMARAC,FL,33319,08/02/2022
08/03/2022,"$300,972.84",7522 N DEVON DR 303,TAMARAC,FL,33321,08/02/2022
08/03/2022,$0.00,1409 W WOOD ST,TAMPA,FL,33604,08/02/2022
08/03/2022,"$229,966.60",8717 BUSCH OAKS ST,TAMPA,FL,33617,08/02/2022
08/03/2022,"$389,944.18",13525 IRONTON DR,TAMPA,FL,33626,08/02/2022
08/03/2022,"$157,425.26",5286 EADIE PL,WEST PALM BEACH,FL,33407,05/18/2022
08/04/2022,"$141,528.98",4207 E 20TH ST,ALVA,FL,33920,08/02/2022
08/04/2022,"$5,422.21",2245 W ALEUTS DR,BEVERLY HILLS,FL,34465,08/02/2022
08/04/2022,"$3,464.47",2716 W MESA VERDE DR,BEVERLY HILLS,FL,34465,08/02/2022
08/04/2022,"$191,233.89",54002 BAYLAND DR,CALLAHAN,FL,32011,06/09/2022
08/04/2022,"$223,470.42",1617 NE 6TH AVE,CAPE CORAL,FL,33909,08/02/2022
08/04/2022,"$10,514.57",627 N KEENE RD # T-4,CLEARWATER,FL,33755,08/02/2022
08/04/2022,"$84,563.30",451 CARROLL AVE,DELAND,FL,32720,06/23/2022
08/04/2022,"$122,908.32",1935 FERN PALM DR,EDGEWATER,FL,32141,05/18/2022
08/04/2022,"$289,050.75",951 DON GRAFF RD,FREEPORT,FL,32439,08/02/2022
08/04/2022,"$64,530.37",2425 SE 9TH PL,GAINESVILLE,FL,32641,08/02/2022
08/04/2022,"$1,136,252.91",3131 BLUFF BLVD,HOLIDAY,FL,34691,06/16/2022
08/04/2022,"$179,522.94",8290 W GATE PKWY 709,JACKSONVILLE,FL,32216,08/02/2022
08/04/2022,"$4,855.85",15738 E NORTHSIDE DR,JACKSONVILLE,FL,32218,08/02/2022
08/04/2022,"$643,986.97",4496 E GLEN KERNAN PKWY,JACKSONVILLE,FL,32224,08/02/2022
08/04/2022,"$328,180.73",1310 ROSERY ROAD,LARGO,FL,33770,06/25/2022
08/04/2022,"$277,651.97",101 NE 41 ST D60,OAKLAND PARK,FL,33334,08/02/2022
08/04/2022,"$435,734.56",8WAGON WHEEL WAY,OCALA,FL,34482,08/02/2022
08/04/2022,"$181,653.48",1924 SHEFFIELD CT,OLDSMAR,FL,34677,05/18/2022
08/04/2022,"$5,488.86",312 SNOOK CT,OLDSMAR,FL,34677,06/04/2022
08/04/2022,"$137,500.01",168 CEDAR AVE,ORANGE CITY,FL,32763,05/18/2022
08/04/2022,"$145,943.76",2232 EDGEWOOD DR,PANAMA CITY,FL,32405,08/02/2022
08/04/2022,"$110,702.64",217 WAYCROSS AVE,PENSACOLA,FL,32507,08/02/2022
08/04/2022,"$104,223.00",11 MILTON RD,PERDIDO KEY,FL,32507,06/14/2022
08/04/2022,"$267,025.41",8441 55TH WAY N,PINELLAS PARK,FL,33781,08/02/2022
08/04/2022,"$93,810.25",5356 JERICHO AVE,POLK CITY,FL,33868,08/02/2022
08/04/2022,"$178,662.58",873 RIVIERA LN,PORT CHARLOTTE,FL,33948,08/02/2022
08/04/2022,"$20,135.46",16182 ARCARO AVE,PORT CHARLOTTE,FL,33954,06/23/2022
08/04/2022,"$242,174.27",146 CROSSING LN E,SANTA ROSA BEACH,FL,32459,08/02/2022
08/04/2022,"$122,698.16",725 WENTWORTH ST,SEBASTIAN,FL,32958,08/02/2022
08/04/2022,"$78,812.53",2431 6TH ST S,ST PETERSBURG,FL,33705,06/09/2022
08/04/2022,"$110,055.31",4401 17TH AVE S,ST PETERSBURG,FL,33711,06/20/2022
08/04/2022,"$165,605.85",7211 E 21ST AVE,TAMPA,FL,33619,08/02/2022
08/04/2022,"$84,231.68",2207 S CAROLINA AVE 10,TAMPA,FL,33629,08/02/2022
08/04/2022,"$1,360,788.20",704 S MULRENNAN RD,VALRICO,FL,33594,08/02/2022
08/04/2022,"$327,007.87",77817 LUMBER CREEK BLVD,YULEE,FL,32097,05/27/2022
08/05/2022,"$35,506.71",600 N ATLANTIC AVE 620,DAYTONA BEACH,FL,32118,08/02/2022
08/05/2022,"$14,048.04",282 NEWPORT R,DEERFIELD BEACH,FL,33442,08/02/2022
08/05/2022,"$508,883.66",8334 SUMNER AVE,FORT MYERS,FL,33908,08/02/2022
08/05/2022,"$5,739.21",15031 BONAIRE CIR,FORT MYERS,FL,33908,06/11/2022
08/05/2022,"$112,513.25",4936 EASTON ST,LAKE WALES,FL,33859,06/09/2022
08/05/2022,"$207,925.57",1432 CAYWOOD CIR N,LEHIGH ACRES,FL,33936,08/02/2022
08/05/2022,"$18,737.37",6650 ROYAL PALM BLVD,MARGATE,FL,33063,06/04/2022
08/05/2022,"$5,609.07",18588 SW 50 CT,MIRAMAR,FL,33029,06/16/2022
08/05/2022,"$7,918.33",809 W OAKLAND PARK BLVD J-3,OAKLAND PARK,FL,33311,08/02/2022
08/05/2022,"$281,948.08",19504 PINE VALLEY RD,ODESSA,FL,33556,08/02/2022
08/05/2022,"$154,751.19",1110 OLD MOSSY CT,PLANT CITY,FL,33563,08/02/2022
08/05/2022,"$679,321.12",139 REEF RD,SOUTH DAYTONA,FL,32119,05/18/2022
08/05/2022,"$282,507.15",6008 N GUNLOCK AVE,TAMPA,FL,33614,08/02/2022
08/05/2022,"$16,207.63",10436 WHITE LAKE CT,TAMPA,FL,33626,08/02/2022
08/05/2022,"$29,541.05",8614 MIRAMAR TERRACE CIR,TAMPA,FL,33637,08/02/2022
08/08/2022,"$211,073.17",981 SAILFISH DR,ATLANTIC BEACH,FL,32233,08/02/2022
08/08/2022,"$95,579.88",18151 NE 31 CT 302,AVENTURA,FL,33160,05/18/2022
08/08/2022,"$49,110.30",20191 E COUNTRY CLUB DR 1111,AVENTURA,FL,33180,08/02/2022
08/08/2022,"$53,663.12",20937 BOCA RIDGE DR W,BOCA RATON,FL,33428,06/21/2022
08/08/2022,"$23,023.24",600 SNUG HARBOR DR A7,BOYNTON BEACH,FL,33435,08/02/2022
08/08/2022,"$132,164.16",260 N PALM DR,BOYNTON BEACH,FL,33435,05/25/2022
08/08/2022,"$520,662.90",8740 SW 186 ST,CUTLER BAY,FL,33157,08/02/2022
08/08/2022,"$398,278.78",307 STERLING AVE,DELRAY BEACH,FL,33444,08/02/2022
08/08/2022,"$319,660.43",510 CORAL WAY,DELRAY BEACH,FL,33445,06/14/2022
08/08/2022,"$246,671.06",5231 GENEVA WAY 203,DORAL,FL,33166,06/11/2022
08/08/2022,"$385,417.37",5779 NW 116 AVE 111,DORAL,FL,33178,05/18/2022
08/08/2022,"$743,264.63",349 NE 36 AVE,HOMESTEAD,FL,33033,06/14/2022
08/08/2022,"$267,905.29",2241 SE 23 AVE 2241,HOMESTEAD,FL,33035,06/23/2022
08/08/2022,"$433,168.78",8818 POE DRIVE,HUDSON,FL,34667,08/02/2022
08/08/2022,"$218,597.84",6764 N GRACE CIR,JACKSONVILLE,FL,32205,08/02/2022
08/08/2022,"$48,154.17",1720 MAYFAIR RD,JACKSONVILLE,FL,32207,08/02/2022
08/08/2022,"$252,439.38",6375 N WHISPERING OAKS DR,JACKSONVILLE,FL,32277,08/02/2022
08/08/2022,"$102,681.45",6737 2ND ST,JUPITER,FL,33458,08/02/2022
08/08/2022,"$267,414.09",9151 CITRUS ISLE LN,LAKE WORTH,FL,33467,05/18/2022
08/08/2022,"$4,667.24",6491 STONEHURST CIR,LAKE WORTH,FL,33467,06/16/2022
08/08/2022,"$273,319.46",14835 GARFIELD DR,MIAMI,FL,33033,08/02/2022
08/08/2022,"$240,011.11",4314 NW 11 PL,MIAMI,FL,33127,05/18/2022
08/08/2022,"$338,312.45",1071 NW 26 ST,MIAMI,FL,33127,06/16/2022
08/08/2022,"$3,127,729.22",3701 DE GARMO LN,MIAMI,FL,33133,06/09/2022
08/08/2022,"$318,059.87",300 SW 52 AVE,MIAMI,FL,33134,05/18/2022
08/08/2022,"$837,293.70",2640 NW 23 CT,MIAMI,FL,33142,05/18/2022
08/08/2022,"$380,955.00",8801 NW 33 AVENUE RD,MIAMI,FL,33147,05/18/2022
08/08/2022,"$289,969.78",14620 NW 17 DR,MIAMI,FL,33167,06/25/2022
08/08/2022,"$220,575.89",850 NW 113 ST,MIAMI,FL,33168,06/14/2022
08/08/2022,"$286,154.65",22221 SW 114 AVE,MIAMI,FL,33170,05/18/2022
08/08/2022,"$372,648.62",9881 SW 3 ST,MIAMI,FL,33174,06/23/2022
