"auction_date","judgment_amount","address","city","state","zip"
"01/09/2025","$43,062.97","2600 SW 14TH DR","GAINESVILLE","FL","32608"
"01/09/2025","$195,172.86","22560 NW 174TH AVE","HIGH SPRINGS","FL","32643"
"01/14/2025","$133,204.71","5901 NW 26TH TER","GAINESVILLE","FL","32653"
"01/14/2025","$115,610.02","3321 SW 162ND ST","ARCHER","FL","32618"
"01/14/2025","$28,534,059.00","3731 NW 53RD RD","GAINESVILLE","FL","32653"
"01/14/2025","$19,941.87","819 SW 51ST WAY","GAINESVILLE","FL","32607"
"01/14/2025","$6,961.08","7756 NW 21ST DR","GAINESVILLE","FL","32609"
"01/16/2025","$295,652.54","12804 SE 8TH AVE","GAINESVILLE","FL","32641"
"01/16/2025","$102,141.99","1228 SE 19TH ST","GAINESVILLE","FL","32641"
"01/16/2025","$93,862.66","214 SE 13TH PL","GAINESVILLE","FL","32601"
"01/16/2025","$163,595.95","1129 NE 24TH TER","GAINESVILLE","FL","32641"
"01/16/2025","$30,427.13","2758 SW 14TH DR","GAINESVILLE","FL","32608"
"12/19/2024","$170,769.53","121 WABASH AVE","PANAMA CITY","FL","32401"
"01/06/2025","$2,292,413.14","22 3S 16W -3-","PANAMA CITY BEACH","FL","32407"
"01/06/2025","$168,923.30","300 GAY AVE S","PANAMA CITY","FL","32404"
"01/07/2025","$167,992.46","711 SANDERS LANE","PANAMA CITY","FL","32401"
"01/08/2025","$219,659.97","3749 GREENTREE CIR","PANAMA CITY","FL","32405"
"01/10/2025","$248,382.93","101 LOBLOLLY CT","PANAMA CITY BEACH","FL","32413"
"01/23/2025","$78,217.05","7512 HARVEY ST","PANAMA CITY","FL","32404"
"01/23/2025","$230,631.50","126 GRAND LAGOON SHORES","PANAMA CITY","FL","32408"
"02/17/2025","$129,788.21","17711 LA FONTAIN DR","FOUNTAIN","FL","32438"
"12/19/2024","$361,049.88","426 S 24 AVE","HOLLYWOOD","FL","33020"
"12/19/2024","$2,728,529.68","21 SENECA RD","SEA RANCH LAKES","FL","33308"
"12/19/2024","$249,135.85","3026 NW 30 AVE","OAKLAND PARK","FL","33311"
