"auction_date","judgment_amount","address","city","state","zip"
"11/13/2025","$17,161.77","2905 SW ARCHER RD","GAINESVILLE","FL","32608"
"11/18/2025","$195,790.66","526 NW 3RD ST","GAINESVILLE","FL","32601"
"11/20/2025","$15,149.44","2300 SW 43RD ST","GAINESVILLE","FL","32607"
"12/02/2025","$545,429.59","7809WHITE OAKS RD","ALACHUA","FL","32615"
"12/02/2025","$145,622.54","651 SE 73RD TER","GAINESVILLE","FL","32641"
"12/04/2025","$45,759.50","7200 SW 8TH AVE","GAINESVILLE","FL","32607"
"12/04/2025","$230,667.43","8475 NW 39TH CIR","GAINESVILLE","FL","32653"
"12/09/2025","$191,535.41","3702 NW 22ND PL","GAINESVILLE","FL","32605"
"11/10/2025","$136,992.80","5917 WALLACE RD","PANAMA CITY","FL","32404"
"11/10/2025","$338,950.36","2707 HWY 2321","SOUTHPORT","FL","32409"
"11/10/2025","$146,262.18","722 WILLIAMS AVE","PANAMA CITY","FL","32401"
"11/13/2025","$76,683.29","14401 FRONT BEACH RD 433","PANAMA CITY BEACH","FL","32413"
"11/13/2025","$123,289.12","4712 PARK BOULEVARD","PANAMA CITY","FL","32404"
"11/19/2025","$154,133.25","1000 MCKENZIE AVE","PANAMA CITY","FL","32401"
"11/25/2025","$713,834.53","1135 NORTH BAY DR","LYNN HAVEN","FL","32444"
"11/25/2025","$156,685.92","3117 22ND ST W","PANAMA CITY","FL","32405"
"11/25/2025","$92,720.61","8823 SEMINOLE ST","YOUNGSTOWN","FL","32466"
"11/25/2025","$418,924.10","315 HIDDEN ISLAND DR","PANAMA CITY BEACH","FL","32408"
"12/08/2025","$32,166.08","1320 HWY 98 BUS E 309","PANAMA CITY","FL","32401"
"12/09/2025","$21,687.14","9850 THOMAS DR 1001W","PANAMA CITY BEACH","FL","32408"
"12/09/2025","$152,331.15","6507 WINONA ST","PANAMA CITY","FL","32404"
"12/10/2025","$311,301.23","6610 BOAT RACE RD","PANAMA CITY","FL","32404"
"12/10/2025","$242,530.67","6811 OAKENSHAW DR","YOUNGSTOWN","FL","32466"
"12/12/2025","$189,279.16","14401 FRONT BEACH RD 427","PANAMA CITY BEACH","FL","32413"
"12/15/2025","$472,880.15","9900 HWY 2301","YOUNGSTOWN","FL","32466"
"12/16/2025","$78,963.52","215 W 6TH STREET","PANAMA CITY","FL","32401"
"12/17/2025","$628,358.10","105 HERON TURN","PANAMA CITY BEACH","FL","32407"
"12/18/2025","$231,279.02","837 PLANTATION DR","PANAMA CITY, FL- 32404-8657","FL",""
"12/18/2025","$61,216.08","4838 HWY 22","PANAMA CITY","FL","32404"
"01/08/2026","$174,756.35","14701 FRONT BEACH RD 1127","PANAMA CITY BEACH","FL","32413"
"01/15/2026","$307,105.32","243 WOODLAWN CT","PANAMA CITY BEACH","FL","32407"
"11/12/2025","$547,390.52","800 NW 48 TER","PLANTATION","FL","33317"
"11/12/2025","$709,554.56","4631 W PARK RD","HOLLYWOOD","FL","33021"
"11/12/2025","$189,151.02","15824 SW 21 ST","MIRAMAR","FL","33027"
"11/12/2025","$274,106.26","4041 SW 59 AVE","WEST PARK","FL","33023"
"11/12/2025","$921,176.95","10213 SW 51 ST","COOPER CITY","FL","33328"
"11/12/2025","$56,281.22","3990 NW 42 AVE","LAUDERDALE LAKES","FL","33319"
"11/12/2025","$188,611.38","1630 NE 30 ST","POMPANO BEACH","FL","33064"
"11/12/2025","$1,175,478.05","6901 SW 182 WAY","SOUTHWEST RANCHES","FL","33331"
"11/12/2025","$296,601.61","3631 NW 7 ST","LAUDERHILL","FL","33311"
"11/12/2025","$104,513.37","417 SW NATURA AVE","DEERFIELD BEACH","FL","33441"
"11/13/2025","$296,540.77","1790 NW 56 AVE","LAUDERHILL","FL","33313"
"11/13/2025","$213,867.99","1413 NW 16 LN","FORT LAUDERDALE","FL","33311"
"11/13/2025","$91,225.93","4751 NW 21 ST","LAUDERHILL","FL","33313"
"11/13/2025","$26,744.27","2289 SW 15 ST","DEERFIELD BEACH","FL","33442"
"11/14/2025","$10,330.86","2609 NW 79 AVE","MARGATE","FL","33063"
"11/14/2025","$12,341.69","3121 NW 47 TER","LAUDERDALE LAKES","FL","33319"
"11/18/2025","$389,486.22","10611 SW 21 ST","MIRAMAR","FL","33025"
"11/18/2025","$1,850,000.00","712 NW 2 ST","FORT LAUDERDALE","FL","33311"
"11/18/2025","$303,940.37","11240 REVEILLE RD","COOPER CITY","FL","33026"
"11/18/2025","$178,782.57","4411 NW 34 ST","LAUDERDALE LAKES","FL","33319"
"11/18/2025","$395,559.23","1091 NW 78 TER","PLANTATION","FL","33322"
