"auction_date","judgment_amount","address","city","state","zip"
"08/13/2024","$183,541.55","2208 NE 16TH TER","GAINESVILLE","FL","32609"
"08/13/2024","$117,308.76","1442 NE 20TH AVE","GAINESVILLE","FL","32609"
"08/13/2024","$43,062.97","2600 SW 14TH DR","GAINESVILLE","FL","32608"
"08/15/2024","$222,932.94","5110 SW 69TH ST","GAINESVILLE","FL","32608"
"08/15/2024","$169,457.79","7806 NW 21ST TER","GAINESVILLE","FL","32609"
"08/15/2024","$129,735.24","19926 NW 245TH TER","HIGH SPRINGS","FL","32643"
"08/20/2024","$194,969.01","25142 NW 2ND AVE","NEWBERRY","FL","32669"
"08/22/2024","$214,163.50","4007 NW 186TH ST","NEWBERRY","FL","32669"
"08/22/2024","$70,639.82","6511 NW 27TH TER","GAINESVILLE","FL","32653"
"08/22/2024","$260,869.55","3311 NW 54TH AVE","GAINESVILLE","FL","32653"
"08/27/2024","$23,793.01","13971 SW 130TH AVE","ARCHER","FL","32618"
"08/27/2024","$306,304.76","3002 NW 31ST TER","GAINESVILLE","FL","32605"
"08/27/2024","$178,582.37","10074 NW 22ND RD","GAINESVILLE","FL","32606"
"08/29/2024","$252,251.94","14624 NW 150TH LN","ALACHUA","FL","32615"
"08/13/2024","$74,234.01","6001 PINETREE AVE","PANAMA CITY BEACH","FL","32408"
"08/13/2024","$357,054.71","159 CONFIDENCE WAY","SOUTHPORT","FL","32409"
"08/15/2024","$208,151.96","2911 AVON RD","PANAMA CITY","FL","32405"
"08/15/2024","$111,995.59","6508 PRIDGEN ST","PANAMA CITY","FL","32404"
"08/20/2024","$133,739.06","903 25TH ST E","PANAMA CITY","FL","32405"
"08/20/2024","$12,566.76","2601 BEECH ST","PANAMA CITY BEACH","FL","32408"
"08/20/2024","$172,739.58","4107 21ST PL W","PANAMA CITY","FL","32405"
"08/30/2024","$65,081.33","6928 SMITH RD","PANAMA CITY","FL","32404"
"09/05/2024","$122,361.05","5408 LAGOON WAY 5","PANAMA CITY BEACH","FL","32408"
"09/06/2024","$425,911.91","468 EAGLE LAKE WAY","PANAMA CITY","FL","32404"
