"auction_date","judgment_amount","address","city","state","zip"
"05/20/2025","$17,971.53","4454 SW 20TH LN","GAINESVILLE","FL","32607"
"05/20/2025","$191,535.41","3702 NW 22ND PL","GAINESVILLE","FL","32605"
"05/29/2025","$11,136.27","24352 NW 6TH RD","NEWBERRY","FL","32669"
"06/05/2025","$52,130.33","4814 NW 44TH AVE","GAINESVILLE","FL","32606"
"06/05/2025","$219,554.22","1621 SE 23RD LN","GAINESVILLE","FL","32641"
"06/05/2025","$125,186.46","11519 SE 225TH DR","HAWTHORNE","FL","32640"
"06/05/2025","$14,352.95","2220 SW 34TH ST","GAINESVILLE","FL","32608"
"06/10/2025","$85,008.40","2927 SW 39TH AVE","GAINESVILLE","FL","32608"
"06/10/2025","$540,410.53","6574 NW 115TH LN","ALACHUA","FL","32615"
"05/15/2025","$281,311.64","141 MERRION RD","SOUTHPORT","FL","32409"
"05/16/2025","$342,875.51","151 GULF HIGHLANDS BLVD","PANAMA CITY BEACH","FL","32407"
"05/19/2025","$150,158.02","1008 CYPRESS AVE","PANAMA CITY","FL","32401"
"05/19/2025","$28,912.05","9860 THOMAS DR S L11","PANAMA CITY BEACH","FL","32408"
"05/19/2025","$40,870.06","9860 THOMAS DR S L15","PANAMA CITY BEACH","FL","32408"
"05/19/2025","$40,870.09","9860 THOMAS DR S L19","PANAMA CITY BEACH","FL","32408"
"05/19/2025","$95,866.54","7925 HERON LN","YOUNGSTOWN","FL","32466"
"05/19/2025","$22,077.42","9860 THOMAS DR S 415","PANAMA CITY BEACH","FL","32408"
"05/20/2025","$210,279.57","2637 FEROL LN","LYNN HAVEN","FL","32444"
"05/20/2025","$443,106.76","9860 THOMAS DR S 1226","PANAMA CITY BEACH","FL","32408"
"05/21/2025","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"05/27/2025","$75,979.08","1406 LINCOLN AVE","PANAMA CITY","FL","32401"
"05/29/2025","$69,747.13","1729 PALMETTO AVE","PANAMA CITY","FL","32401"
"05/30/2025","$72,784.75","9900 THOMAS DR S 2028","PANAMA CITY BEACH","FL","32408"
"06/03/2025","$221,487.90","2011 GERALO LN","LYNN HAVEN","FL","32444"
"06/09/2025","$162,889.05","1417 WISCONSIN AVE","LYNN HAVEN","FL","32444"
"06/10/2025","$521,301.85","6320 PINETREE AVE # A & B","PANAMA CITY BEACH","FL","32408"
"06/11/2025","$169,234.94","727 KIRKLIN AVE","PANAMA CITY","FL","32401"
"06/12/2025","$271,608.36","3913 PRICESS LN","PANAMA CITY","FL","32405"
"06/12/2025","$528,426.12","7315 BEACH DR","PANAMA CITY BEACH","FL","32408"
"06/16/2025","$253,857.70","7902 BAYOU GEORGE DR","PANAMA CITY","FL","32404"
"06/24/2025","$117,074.52","412 VENETIAN WAY","PANAMA CITY","FL","32405"
"06/24/2025","$262,687.45","142 RYDER LN","PANAMA CITY","FL","32404"
"06/30/2025","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"07/01/2025","$165,675.61","939 KATHERINE AVE S","PANAMA CITY","FL","32404"
"07/09/2025","$214,754.38","507 11TH ST N","PANAMA CITY","FL","32404"
"07/16/2025","$94,408.95","2403 MINNESOTA AVE","LYNN HAVEN","FL","32444"
