"auction_date","judgment_amount","address","city","state","zip"
"11/21/2023","$123,186.12","1405 13TH ST W","PANAMA CITY","FL","32401"
"11/21/2023","$290,200.66","830 FLORIDA AVE","PANAMA CITY","FL","32401"
"11/27/2023","$170,760.97","1607 13TH ST W","PANAMA CITY","FL","32401"
"11/27/2023","$221,487.90","2011 GERALO LN","LYNN HAVEN","FL","32444"
"11/29/2023","$241,039.84","9206 CHEROKEE ST","YOUNGSTOWN","FL","32466"
"11/30/2023","$242,834.18","1201 KIMBREL AVE S","PANAMA CITY","FL","32404"
"11/30/2023","$111,984.43","3711 TREASURE CIR","PANAMA CITY BEACH","FL","32408"
"11/30/2023","$256,608.45","2331 WOODHAVEN PL","LYNN HAVEN","FL","32444"
"12/04/2023","$177,280.14","304 CARDIFF CT","PANAMA CITY","FL","32404"
"12/05/2023","$400,445.11","5229 MELISSA DR","PANAMA CITY","FL","32404"
"12/05/2023","$65,209.56","309 7TH ST E","PANAMA CITY","FL","32401"
"12/12/2023","$150,292.44","711 SANDERS LN","PANAMA CITY","FL","32401"
"12/13/2023","$241,426.96","1814 RHETT PL","LYNN HAVEN","FL","32444"
"12/18/2023","$336,617.68","3318 AZALEA CIR","LYNN HAVEN","FL","32444"
"01/08/2024","$19,735.00","12301 MORRELL RD","FOUNTAIN","FL","32438"
"01/17/2024","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"11/21/2023","$1,122,589.75","1065 RIVER BIRCH ST","HOLLYWOOD","FL","33019"
"11/21/2023","$46,370.58","5612 ROCK ISLAND RD","TAMARAC","FL","33319"
"11/21/2023","$310,000.00","1200 SE 5 CT","FORT LAUDERDALE","FL","33301"
"11/21/2023","$384,457.88","1215 SW 83 AVE","NORTH LAUDERDALE","FL","33068"
"11/21/2023","$145,310.37","12356 NW 26 ST","CORAL SPRINGS","FL","33065"
"11/21/2023","$13,750.75","4632 NW 44 CT","TAMARAC","FL","33319"
"11/21/2023","$381,225.59","1041 SW 125 LN","DAVIE","FL","33325"
"11/21/2023","$8,559.39","4404 NW 46 WAY","TAMARAC","FL","33319"
"11/22/2023","$854,070.85","800 SW 6 AVE","HALLANDALE BEACH","FL","33009"
"11/28/2023","$362,414.48","800-840 SW 10 AVE","HALLANDALE BEACH","FL","33009"
"11/28/2023","$172,175.38","3331 NW 75 TER","LAUDERHILL","FL","33319"
"11/28/2023","$296,540.77","1790 NW 56 AVE","LAUDERHILL","FL","33313"
"11/28/2023","$346,856.57","11320 NW 29 PL","SUNRISE","FL","33323"
"11/28/2023","$876,915.68","221 SE 10 ST","POMPANO BEACH","FL","33060"
"11/28/2023","$111,902.17","3260 NW 4 ST","LAUDERHILL","FL","33311"
"11/28/2023","$263,217.57","8560 WINDSOR DR","MIRAMAR","FL","33025"
"11/28/2023","$101,178.73","5861 NE 14 TER","FORT LAUDERDALE","FL","33334"
"11/28/2023","$148,611.52","3200 PORT ROYALE DR N","FORT LAUDERDALE","FL","33308"
"11/28/2023","$375,834.72","1143 WYOMING AVE","FORT LAUDERDALE","FL","33312"
"11/29/2023","$13,658.98","2620 NW 60 WAY","SUNRISE","FL","33313"
"11/29/2023","$1,602,625.91","6041 NW 84 TER","PARKLAND","FL","33067"
"11/29/2023","$399,280.30","2081 UTOPIA DR","MIRAMAR","FL","33023"
"11/29/2023","$117,773.85","10315 NW 24 PL","SUNRISE","FL","33322"
"11/29/2023","$244,230.25","7151 TAM O'SHANTER BLVD","NORTH LAUDERDALE","FL","33068"
"11/30/2023","$207,162.74","5412 TAFT ST","HOLLYWOOD","FL","33021"
"11/30/2023","$19,765.32","1333 S DIXIE HWY","DEERFIELD BEACH","FL","33441"
"11/30/2023","$331,282.14","8620 NW 46 ST","LAUDERHILL","FL","33351"
"12/01/2023","$27,020.71","2920 NW 2 AVE","POMPANO BEACH","FL","33064"
"12/01/2023","$10,543.87","7739 SOUTHAMPTON TER","TAMARAC","FL","33321"
"12/01/2023","$22,515.40","3341 NW 47 TER 403","LAUDERDALE LAKES","FL","33319"
"12/01/2023","$12,917.84","15224 SW 54 ST","MIRAMAR","FL","33027"
"12/01/2023","$30,352.49","3521 ENVIRON BLVD","LAUDERHILL","FL","33319"
"12/01/2023","$12,393.75","6506 RACQUET CLUB DR","LAUDERHILL","FL","33319"
"12/01/2023","$55,491.55","2080 E HILLSBORO BLVD","DEERFIELD BEACH","FL","33441"
"12/01/2023","$5,849.27","6707 NW 57 CT","TAMARAC","FL","33321"
"12/01/2023","$6,482.16","4829 NW 2 PL","PLANTATION","FL","33317"
"12/01/2023","$14,285.39","4308 SW 134 AVE","MIRAMAR","FL","33027"
"12/05/2023","$829,157.83","18940 SW 31 CT","MIRAMAR","FL","33029"
"12/05/2023","$364,190.91","7816 MIRAMAR PKWY","MIRAMAR","FL","33023"
"12/05/2023","$636,639.63","989 NW 156 AVE","PEMBROKE PINES","FL","33028"
"12/05/2023","$86,215.56","2920 NW 2 AVE","POMPANO BEACH","FL","33064"
"12/05/2023","$778,946.86","4946 SW 38 WAY","HOLLYWOOD","FL","33312"
"12/05/2023","$276,440.01","3540 SW 3 ST","FORT LAUDERDALE","FL","33312"
"12/05/2023","$245,322.28","8502 NW 59 ST","TAMARAC","FL","33321"
"12/05/2023","$78,769.71","4740 NW 21 ST 402","LAUDERHILL","FL","33313"
"12/05/2023","$61,673.72","3204 CARAMBOLA CIR S","COCONUT CREEK","FL","33066"
"12/05/2023","$202,550.79","920 NW 201 WAY","PEMBROKE PINES","FL","33029"
"12/06/2023","$135,222.62","450 S PARK RD 5-307","HOLLYWOOD","FL","33021"
"12/06/2023","$166,334.58","10521 TAFT ST","PEMBROKE PINES","FL","33026"
"12/06/2023","$140,066.88","3280 SPANISH MOSS TER","LAUDERHILL","FL","33319"
"12/06/2023","$63,029.85","3551 NW 109 TER","SUNRISE","FL","33351"
"12/06/2023","$25,127.82","9070 LIME BAY BLVD","TAMARAC","FL","33321"
"12/06/2023","$232,722.66","1674 CYPRESS POINTE DR","CORAL SPRINGS","FL","33071"
"12/06/2023","$68,660.00","101 NW 217 TER","PEMBROKE PINES","FL","33029"
"12/06/2023","$15,519.32","1300 SW 125 AVE","PEMBROKE PINES","FL","33027"
"12/06/2023","$107,223.67","10444 NW 30 CT","SUNRISE","FL","33322"
"12/07/2023","$293,367.92","2201 HAVANA DR","MIRAMAR","FL","33023"
"12/07/2023","$1,174,067.24","3794 W COQUINA WAY","WESTON","FL","33332"
"12/07/2023","$17,036.57","163 SW 7 ST","POMPANO BEACH","FL","33060"
"12/07/2023","$297,287.30","700 SW 64 PKWY","PEMBROKE PINES","FL","33023"
"12/08/2023","$11,364.60","196 WESTBURY K","DEERFIELD BEACH","FL","33442"
"12/08/2023","$9,170.22","2161 SW 148 AVE","MIRAMAR","FL","33027"
"12/12/2023","$244,745.30","3800 N 49 AVE","HOLLYWOOD","FL","33021"
"12/12/2023","$537,413.97","2653 SW 194 TER","MIRAMAR","FL","33029"
"12/12/2023","$979,369.09","5227 SW 195 TER","MIRAMAR","FL","33029"
"12/12/2023","$942,335.60","312-316 NE 4 ST","POMPANO BEACH","FL","33060"
"12/12/2023","$334,610.39","11310 NW 23 ST","PEMBROKE PINES","FL","33026"
"12/12/2023","$116,519.41","5900 NW 44 ST","LAUDERHILL","FL","33319"
"12/12/2023","$214,716.33","7200 RADICE CT","LAUDERHILL","FL","33319"
