"auction_date","judgment_amount","address","city","state","zip"
"09/10/2024","$107,137.83","14327 NE 136TH PL","WALDO","FL","32694"
"09/12/2024","$191,145.64","2039 NW 3RD AVE","GAINESVILLE","FL","32603"
"09/26/2024","$338,331.83","621 NW 84TH ST","GAINESVILLE","FL","32607"
"09/26/2024","$558,558.37","11205 W NEWBERRY RD","GAINESVILLE","FL","32607"
"09/26/2024","$9,336.51","937 NW 42ND TER","GAINESVILLE","FL","32605"
"09/10/2024","$189,177.38","1312 RHODE ISLAND AVE","LYNN HAVEN","FL","32444"
"09/11/2024","$155,744.08","1705 DRAKE AVE","PANAMA CITY","FL","32405"
"09/11/2024","$188,382.87","320 SUKOSHI DR","CALLAWAY","FL","32404"
"09/24/2024","$213,525.21","1741 ANNABELLA'S DR","PANAMA CITY BEACH","FL","32407"
"09/24/2024","$185,380.34","10511 WESTERN RD","FOUNTAIN","FL","32438"
"09/26/2024","$220,719.89","1202 TYNDALL DR","PANAMA CITY","FL","32401"
"10/02/2024","$87,744.66","109 CONCORD CIR","PANAMA CITY","FL","32405"
"10/09/2024","$14,251.05","9860 SOUTH THOMAS DRI # 2115","PANAMA CITY BEACH","FL","32408"
"10/10/2024","$443,106.76","9860 THOMAS DR S 1226","PANAMA CITY BEACH","FL","32408"
"10/15/2024","$177,323.70","211 BERTHE AVE N","PANAMA CITY","FL","32404"
"10/15/2024","$181,183.55","5120 E HIGHWAY 22","PANAMA CITY","FL","32404"
"10/15/2024","$277,064.75","9902 THOMAS DR S 1137","PANAMA CITY BEACH","FL","32408"
"10/23/2024","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"11/06/2024","$127,490.69","410 VENETIAN WAY","PANAMA CITY","FL","32405"
"11/20/2024","$165,675.61","939 KATHERINE AVE S","PANAMA CITY","FL","32404"
"09/10/2024","$327,611.29","1596 SALERNO CIR","WESTON","FL","33327"
"09/10/2024","$313,712.97","5341 NE 10 AVE","DEERFIELD BEACH","FL","33064"
"09/10/2024","$482,709.01","4416 W BROWARD BLVD","PLANTATION","FL","33317"
"09/10/2024","$251,291.96","7219 NW 43 ST","CORAL SPRINGS","FL","33065"
"09/10/2024","$311,894.51","6101 ROYAL PALM BLVD","MARGATE","FL","33063"
"09/10/2024","$634,142.57","2030 N 54 AVE","HOLLYWOOD","FL","33021"
"09/10/2024","$20,429.51","300 S HOLLYBROOK DR","PEMBROKE PINES","FL","33025"
"09/10/2024","$169,746.26","8560 N SHERMAN CIR","MIRAMAR","FL","33025"
"09/11/2024","$836,300.49","17825 NW 15 ST","PEMBROKE PINES","FL","33029"
"09/11/2024","$75,456.29","9330 LIME BAY BLVD","TAMARAC","FL","33321"
"09/11/2024","$273,344.71","7005 NW 11 ST","MARGATE","FL","33063"
"09/11/2024","$146,365.10","11801 S ISLAND RD","COOPER CITY","FL","33026"
"09/11/2024","$197,553.83","4344 NW 9 AVE","DEERFIELD BEACH","FL","33064"
"09/11/2024","$140,569.23","1387 SUSSEX DR","NORTH LAUDERDALE","FL","33068"
"09/12/2024","$320,264.72","9525 NW 9 CT","PLANTATION","FL","33324"
"09/12/2024","$558,938.50","5307 NW 93 AVE","SUNRISE","FL","33351"
"09/12/2024","$218,858.30","2871 NW 22 ST","FORT LAUDERDALE","FL","33311"
"09/12/2024","$63,029.85","3551 NW 109 TER","SUNRISE","FL","33351"
"09/12/2024","$181,770.44","9440 TANGERINE PL","DAVIE","FL","33324"
"09/12/2024","$30,999.34","6825 NW 30 AVE","FORT LAUDERDALE","FL","33309"
"09/12/2024","$148,521.59","301 SW 135 AVE","PEMBROKE PINES","FL","33027"
"09/12/2024","$5,070.27","5905 MANCHESTER WAY","TAMARAC","FL","33321"
"09/13/2024","$3,368.70","5532 NW 55 TER","COCONUT CREEK","FL","33073"
"09/13/2024","$6,431.77","721 ATLANTIC SHORES BLVD","HALLANDALE BEACH","FL","33009"
"09/13/2024","$9,871.85","130 VENTNOR I","DEERFIELD BEACH","FL","33442"
"09/17/2024","$259,620.36","4330 NW 7 CT","PLANTATION","FL","33317"
"09/17/2024","$188,367.15","1121 NW 130 AVE","PEMBROKE PINES","FL","33028"
"09/17/2024","$86,215.56","2920 NW 2 AVE","POMPANO BEACH","FL","33064"
"09/17/2024","$98,251.55","2700 CORAL SPRINGS DR","CORAL SPRINGS","FL","33065"
"09/17/2024","$363,999.41","12680 NW 14 ST","SUNRISE","FL","33323"
"09/17/2024","$364,857.60","5300 SW 3 ST","PLANTATION","FL","33317"
"09/17/2024","$141,793.45","251 S CYPRESS RD","POMPANO BEACH","FL","33060"
"09/17/2024","$287,166.66","159 SW 3 ST","POMPANO BEACH","FL","33060"
"09/17/2024","$524,822.27","2411 NW 110 AVE","SUNRISE","FL","33322"
"09/17/2024","$290,163.06","1751 NW 93 TER","PLANTATION","FL","33322"
"09/18/2024","$675,426.19","543 S CRESCENT DR","HOLLYWOOD","FL","33021"
"09/18/2024","$60,869.03","1380 NW 43 TER","LAUDERHILL","FL","33313"
"09/18/2024","$7,461.75","4160 INVERRARY DR","LAUDERHILL","FL","33319"
"09/18/2024","$24,687.83","3690 INVERRARY DR","LAUDERHILL","FL","33319"
"09/18/2024","$265,929.59","1230 NE 42 ST","POMPANO BEACH","FL","33064"
"09/18/2024","$124,449.27","6600 NE 22 WAY","FORT LAUDERDALE","FL","33308"
"09/18/2024","$174,293.01","15963 SW 7 ST","PEMBROKE PINES","FL","33027"
"09/18/2024","$94,536.45","3660 INVERRARY DR","LAUDERHILL","FL","33319"
"09/18/2024","$958,122.31","6885 NW 84 AVE","PARKLAND","FL","33067"
"09/19/2024","$155,992.58","6575 W OAKLAND PARK BLVD","LAUDERHILL","FL","33313"
"09/19/2024","$555,171.99","3745 WOODFIELD CT","COCONUT CREEK","FL","33073"
"09/19/2024","$614,787.41","1627 SWEETGUM TER","WESTON","FL","33327"
"09/19/2024","$156,192.09","1510 SW 189 TER","PEMBROKE PINES","FL","33029"
"09/19/2024","$432,442.65","5215 SW 38 AVE","HOLLYWOOD","FL","33312"
"09/19/2024","$563,391.18","6205 JACARANDA CIR","TAMARAC","FL","33319"
"09/19/2024","$259,702.43","3686 NW 28 ST","LAUDERDALE LAKES","FL","33311"
"09/19/2024","$186,536.34","3221 NW 14 PL","LAUDERHILL","FL","33311"
"09/19/2024","$289,756.28","9849 NW 28 PL","CORAL SPRINGS","FL","33065"
"09/24/2024","$282,026.33","4950 NW 16 CT","LAUDERHILL","FL","33313"
"09/24/2024","$411,919.78","16848 SW 16 ST","PEMBROKE PINES","FL","33027"
"09/24/2024","$122,484.94","817 NE 11 AVE","POMPANO BEACH","FL","33060"
"09/24/2024","$134,767.80","320 NE 12 AVE","HALLANDALE BEACH","FL","33009"
"09/24/2024","$197,712.19","719 N 32 CT","HOLLYWOOD","FL","33021"
"09/24/2024","$368,701.99","209 NW 78 TER","MARGATE","FL","33063"
"09/25/2024","$305,631.63","7151 NW 45 CT","LAUDERHILL","FL","33319"
"09/25/2024","$33,226.24","11701 SW 2 ST","PEMBROKE PINES","FL","33025"
"09/25/2024","$378,027.15","3490 NW 1 ST","LAUDERHILL","FL","33311"
"09/25/2024","$525,236.52","8710 NW 56 ST","CORAL SPRINGS","FL","33067"
"09/25/2024","$585,791.46","661 SW 7 ST","POMPANO BEACH","FL","33060"
"09/25/2024","$364,489.06","2850 MADISON ST","HOLLYWOOD","FL","33020"
"09/25/2024","$45,117.93","2440 SW 105 TER","DAVIE","FL","33324"
"09/25/2024","$36,961.54","4411 NW 16 ST","LAUDERHILL","FL","33313"
"09/25/2024","$210,145.68","318 SW 34 AVE","DEERFIELD BEACH","FL","33442"
"09/25/2024","$452,871.80","4029 NW 72 AVE","CORAL SPRINGS","FL","33065"
"09/26/2024","$299,218.28","1773 LAUDERDALE MANOR DR","FORT LAUDERDALE","FL","33311"
"09/26/2024","$510,970.96","1205 NW 144 AVE","PEMBROKE PINES","FL","33028"
"09/26/2024","$781,182.63","1065 NANDINA DR","WESTON","FL","33327"
"09/26/2024","$35,005.07","414 GRANTHAM A","DEERFIELD BEACH","FL","33442"
"09/26/2024","$580,674.08","9033 NW 47 CT","CORAL SPRINGS","FL","33067"
"09/26/2024","$267,261.80","2552 SW 164 AVE","MIRAMAR","FL","33027"
"09/26/2024","$296,223.90","3048 VENTNOR O","DEERFIELD BEACH","FL","33442"
"09/26/2024","$117,370.34","5860 NW 44 ST","LAUDERHILL","FL","33319"
"09/27/2024","$21,590.17","9525 WELDON CIR","TAMARAC","FL","33321"
"09/27/2024","$57,852.83","3105 NW 25 WAY","OAKLAND PARK","FL","33309"
"09/27/2024","$0.00","5779 WASHINGTON ST","HOLLYWOOD","FL","33023"
"09/11/2024","$22,966.61","203 DORMAN ST","PORT CHARLOTTE","FL","33953"
"09/11/2024","$27,454.79","436 EDGAR ST","PORT CHARLOTTE","FL","33953"
"09/12/2024","$96,612.43","488 N SPRING LAKE BLVD NW","PORT CHARLOTTE","FL","33953"
"09/12/2024","$390,866.57","22237 LOCKPORT AVE","PORT CHARLOTTE","FL","33952"
"09/16/2024","$263,683.53","5133 LATHAM TER","PORT CHARLOTTE","FL","33981"
"09/16/2024","$11,373.10","25450 HARBORVIEW ROAD # B4","PORT CHARLOTTE","FL","33980"
"09/20/2024","$14,020.02","4224 TREE TOPS DR","PORT CHARLOTTE","FL","33953"
"09/20/2024","$13,137.02","14260 POMPANO CT","PLACIDA","FL","33946"
"09/20/2024","$13,049.52","14252 POMPANO CT","PLACIDA","FL","33946"
"09/23/2024","$405,512.45","14074 WHITTIER LN","PORT CHARLOTTE","FL","33981"
"09/27/2024","$255,531.63","18161 KOALA AVE","PORT CHARLOTTE","FL","33948"
"09/27/2024","$24,453.12","13333 SEDRO AVE","PORT CHARLOTTE","FL","33953"
"09/27/2024","$253,766.09","11048 VANESSA AVE","ENGLEWOOD","FL","34224"
"09/27/2024","$271,549.41","13495 MARTHA AVE","PORT CHARLOTTE","FL","33981"
"09/30/2024","$82,359.82","25100 SANDHILL BLVD UNIT S102","PUNTA GORDA","FL","33983"
"10/02/2024","$104,058.30","2027 MARK AVE","PUNTA GORDA","FL","33950"
"10/07/2024","$7,410.09","84 FAIRWAY RD","ROTONDA WEST","FL","33947"
"10/07/2024","$72,917.97","5411 BEECHWOOD ST","PUNTA GORDA","FL","33982"
"10/14/2024","$14,661.33","3 DOGWOOD TER","PLACIDA","FL","33946"
"10/16/2024","$137,380.14","12197 COCHRAN AVENUE","PORT CHARLOTTE","FL","33981"
"11/25/2024","$238,162.62","4028 RIVER BANK WAY","PORT CHARLOTTE","FL","33980"
"09/12/2024","$24,802.82","6950 N CASTLEBURY RD","HERNANDO","FL","34442"
"09/12/2024","$24,948.91","9449 N CHERRY LAKE DR","CITRUS SPRINGS","FL","34433"
"09/12/2024","$88,875.33","12331 N ELF PT","DUNNELLON","FL","34433"
"09/19/2024","$133,737.25","4711 S HAWKDALE PT","LECANTO","FL","34461"
"09/19/2024","$369,413.21","13347 S OLD JONES RD","FLORAL CITY","FL","34436"
"09/19/2024","$149,822.06","3800 S KINDNESS TER","HOMOSASSA","FL","34448"
"09/19/2024","$103,836.03","926 N COLIN KELLY PT","CRYSTAL RIVER","FL","34429"
"09/19/2024","$140,006.48","1918 W CRYSTAL MAE PATH","LECANTO","FL","34461"
"09/19/2024","$1,107,473.76","8570 W MAYO DR","CRYSTAL RIVER","FL","34429"
"09/11/2024","$544,849.76","1142 SPANISH BAY CT","ORANGE PARK","FL","32065"
"09/12/2024","$6,218.57","4137 GRAYFIELD LN","ORANGE PARK","FL","32065"
"09/18/2024","$681,195.25","1938 WOODWORTH DR","ORANGE PARK","FL","32065"
"09/19/2024","$50,000.00","5573 OREGON TRL","MIDDLEBURG","FL","32068"
"09/25/2024","$241,879.09","3527 SHELDON","ORANGE PARK","FL","32073"
"09/25/2024","$0.00","2022 HUNTERS TRACE CIR","MIDDLEBURG","FL","32068"
"09/25/2024","$0.00","4075 SANDHILL CRANE TER","MIDDLEBURG","FL","32068"
"09/10/2024","$60,178.12","6844 CAMELOT RD","JACKSONVILLE","FL","32211"
"09/11/2024","$296,942.83","11565 WHISPERINGBROOK LN","JACKSONVILLE","FL","32218"
"09/11/2024","$160,247.06","4043 MARLAND ST","JACKSONVILLE","FL","32209"
"09/11/2024","$179,500.16","12411 ANARANIA DR","JACKSONVILLE","FL","32220"
"09/11/2024","$116,229.65","2434 LEONID RD","JACKSONVILLE","FL","32218"
"09/11/2024","$218,464.78","9062 2ND AVE","JACKSONVILLE","FL","32208"
"09/12/2024","$51,644.99","8304 DELAWARE AVE","JACKSONVILLE","FL","32208"
"09/12/2024","$23,516.06","1099 HOOD AVE","JACKSONVILLE","FL","32254"
"09/16/2024","$171,717.31","6369 SPRING HOLLOW CT","JACKSONVILLE","FL","32218"
"09/16/2024","$113,712.96","6655 BELL TOWER CT 7","JACKSONVILLE","FL","32217"
"09/16/2024","$187,447.26","12259 EMBLEM CT","JACKSONVILLE","FL","32218"
"09/16/2024","$6,804.13","15480 BUCKSKIN JUMPER DR","JACKSONVILLE","FL","32234"
"09/16/2024","$398,994.97","1618 STOCKTON ST","JACKSONVILLE","FL","32204"
"09/17/2024","$166,507.35","7751 PLAYSCHOOL LN","JACKSONVILLE","FL","32210"
"09/17/2024","$148,393.08","765 TREKKER ST","JACKSONVILLE","FL","32216"
"09/17/2024","$199,327.99","3135 SOUTEL DR","JACKSONVILLE","FL","32208"
"09/18/2024","$155,834.82","7955 N BLANK DR","JACKSONVILLE","FL","32244"
"09/18/2024","$143,359.23","6238 W PETTIFORD DR","JACKSONVILLE","FL","32209"
"09/19/2024","$251,103.60","4180 W OLD MILL COVE TRL","JACKSONVILLE","FL","32277"
"09/19/2024","$5,802.60","16 HUNTERS HOLLOW CT","JACKSONVILLE","FL","32218"
"09/19/2024","$160,481.36","10926 HIDDEN HAVEN CT","JACKSONVILLE","FL","32218"
"09/19/2024","$129,156.00","5137 118TH ST","JACKSONVILLE","FL","32244"
"09/19/2024","$214,934.33","12336 CROSSFIELD DR","JACKSONVILLE","FL","32219"
"09/19/2024","$107,293.48","8988 CASTLE BLVD","JACKSONVILLE","FL","32208"
"09/19/2024","$436,083.28","10574 OTTER CREEK DR","JACKSONVILLE","FL","32222"
"09/19/2024","$309,989.91","6517 SANDLER LAKES DR","JACKSONVILLE","FL","32222"
"09/19/2024","$206,688.89","151 W 17TH ST","JACKSONVILLE","FL","32206"
"09/19/2024","$120,717.67","10329 WESTMAR RD","JACKSONVILLE","FL","32218"
"09/23/2024","$164,897.83","454 W 63RD ST","JACKSONVILLE","FL","32208"
"09/23/2024","$31,451.61","2524 PEACH DR","JACKSONVILLE","FL","32246"
"09/23/2024","$182,479.44","3518 E WAVERLY DOCK RD","JACKSONVILLE","FL","32223"
"09/23/2024","$87,535.58","4446 SHIRLEY AVE","JACKSONVILLE","FL","32210"
"09/23/2024","$84,074.68","345 W TIDEWATER CIR","JACKSONVILLE","FL","32211"
"09/23/2024","$448,013.78","3095 AARON COVE CT","JACKSONVILLE","FL","32224"
"09/23/2024","$244,260.67","458 COCKATIEL DR","JACKSONVILLE","FL","32225"
"09/24/2024","$9,044.24","15814 WHITEBARK DR","JACKSONVILLE","FL","32218"
"09/24/2024","$321,451.24","11042 COLONIAL TAVERN LN","JACKSONVILLE","FL","32221"
"09/24/2024","$54,397.02","7143 OAKNEY RD","JACKSONVILLE","FL","32211"
"09/24/2024","$212,010.25","3861 E WINTER BERRY RD","JACKSONVILLE","FL","32210"
"09/25/2024","$93,684.73","8248 MONMOUTH WAY","JACKSONVILLE","FL","32208"
"09/25/2024","$38,589.35","952 ALDERSIDE ST","JACKSONVILLE","FL","32208"
"09/25/2024","$247,693.96","11594 SPRINGBOARD DR","JACKSONVILLE","FL","32218"
"09/25/2024","$119,354.46","8975 MONROE AVE","JACKSONVILLE","FL","32208"
"09/25/2024","$86,742.67","5528 N CABOT DR","JACKSONVILLE","FL","32244"
"09/26/2024","$319,736.03","4108 E OLD MILL COVE TRL","JACKSONVILLE","FL","32277"
"09/26/2024","$93,004.53","4720 IRVINGTON AVE","JACKSONVILLE","FL","32210"
"09/26/2024","$190,794.28","7015 SEABOARD AVE","JACKSONVILLE","FL","32244"
"09/26/2024","$5,841.10","7721 ARDEN LAKES DR","JACKSONVILLE","FL","32222"
"09/26/2024","$13,828.85","7768 HIGHCHAIR LN","JACKSONVILLE","FL","32210"
"09/30/2024","$392,422.21","5357 BENTPINE COVE RD","JACKSONVILLE","FL","32224"
"09/30/2024","$71,822.35","2304 SHERRINGTON ST","JACKSONVILLE","FL","32209"
"09/30/2024","$154,646.34","459 S TABOR DR","JACKSONVILLE","FL","32216"
"09/30/2024","$480,628.70","6088 CALADESI CT","JACKSONVILLE","FL","32258"
"09/30/2024","$139,633.45","5306 PARIS AVE","JACKSONVILLE","FL","32209"
"10/01/2024","$106,488.73","6433 N DIAMOND LEAF CT","JACKSONVILLE","FL","32244"
"10/02/2024","$137,709.70","6567 ARCHING BRANCH CIR","JACKSONVILLE","FL","32258"
"10/02/2024","$124,006.61","82 W 27TH ST","JACKSONVILLE","FL","32206"
"10/02/2024","$130,016.74","4450 JAMMES RD","JACKSONVILLE","FL","32210"
"10/03/2024","$208,642.37","2833 HUFFMAN BLVD","JACKSONVILLE","FL","32246"
"10/03/2024","$70,626.58","2139 COROT DR","JACKSONVILLE","FL","32210"
"10/03/2024","$490,709.51","8709 S HUNTERS CREEK DR","JACKSONVILLE","FL","32256"
"10/03/2024","$279,128.71","7228 ZONA AVE","JACKSONVILLE","FL","32211"
"10/03/2024","$97,574.96","9223 WASHINGTON AVE","JACKSONVILLE","FL","32208"
"10/04/2024","$35,694.05","7133 LOVES DR","JACKSONVILLE","FL","32222"
"09/17/2024","$130,715.45","10900 LILLIAN HWY","PENSACOLA","FL","32506"
"09/17/2024","$102,885.29","705 ALFONSO ST","PENSACOLA","FL","32505"
"09/18/2024","$5,014.52","4040 EMBERS LANDING","PENSACOLA","FL","32505"
"09/18/2024","$97,251.26","6620 HAMPTON RD","PENSACOLA","FL","32505"
"09/19/2024","$399,678.30","4025 CONNELL DR","PENSACOLA","FL","32503"
"09/20/2024","$215,054.03","1631 E MAURA ST","PENSACOLA","FL","32503"
"09/20/2024","$371,110.37","8833 FOWLER AVE","PENSACOLA","FL","32534"
"09/20/2024","$224,449.41","5391 PRIETO DR","PENSACOLA","FL","32506"
"09/24/2024","$81,473.19","33 SRANT DR","PENSACOLA","FL","32506"
"09/10/2024","$221,736.74","9225 STONE RIVER PL","RIVERVIEW","FL","33578"
"09/11/2024","$166,147.15","1514 E 27TH AVE","TAMPA","FL","33605"
"09/11/2024","$294,824.34","11807 VALHALLA WOODS DR","RIVERVIEW","FL","33579"
"09/11/2024","$185,664.35","6804 N 47TH ST","TAMPA","FL","33610"
"09/12/2024","$267,486.07","8510 RENALD BLVD","TEMPLE TERRACE","FL","33637"
"09/13/2024","$158,222.33","4012 S RENELLIE DR","TAMPA","FL","33611"
"09/13/2024","$175,917.61","6019 W PARIS ST","TAMPA","FL","33634"
"09/13/2024","$12,074.57","7529 PITCH PINE CIR 190","TAMPA","FL","33617"
"09/16/2024","$117,615.13","4920 S 82ND ST","TAMPA","FL","33619"
"09/16/2024","$54,959.64","10952 BRICKSIDE CT","RIVERVIEW","FL","33579"
"09/16/2024","$28,558.12","8307 QUARTER HORSE DR","RIVERVIEW","FL","33578"
"09/17/2024","$226,846.91","7620 DENNISON DR","TAMPA","FL","33619"
"09/17/2024","$81,915.36","4614 N LINCOLN AVE","TAMPA","FL","33614"
"09/17/2024","$235,695.11","11206 MONDALE AVE","SEFFNER","FL","33584"
"09/18/2024","$112,369.05","7312 S WEST SHORE BLVD","TAMPA","FL","33616"
"09/19/2024","$165,166.20","5707 S 79TH ST","TAMPA","FL","33619"
"09/19/2024","$198,434.83","13718 ORANGE SUNSET DR 202","TAMPA","FL","33618"
"09/19/2024","$394,670.88","13910 GALWAY SAND RD","RIVERVIEW","FL","33579"
"09/19/2024","$419,470.37","7870 TUSCANY WOODS DR","TAMPA","FL","33647"
"09/20/2024","$58,388.34","317 E MERRICK ST","PLANT CITY","FL","33563"
"09/20/2024","$100,760.39","8010 N 14TH ST","TAMPA","FL","33604"
"09/20/2024","$763.51","11610 HIDDEN HOLLOW CIR","TAMPA","FL","33635"
"09/20/2024","$13,529.91","803 LAKE HAVEN SQ 201","BRANDON","FL","33511"
"09/20/2024","$8,796.10","9842 ASHBURN LAKE DR","TAMPA","FL","33610"
"09/20/2024","$5,291.29","517 SAND RIDGE DR","VALRICO","FL","33594"
"09/23/2024","$262,356.63","1211 NIAGARA ST","PLANT CITY","FL","33563"
"09/23/2024","$1,007,214.37","13712 HALLIFORD DR","TAMPA","FL","33624"
"09/23/2024","$894,102.74","2806 W ESTRELLA ST","TAMPA","FL","33629"
"09/23/2024","$109,894.98","9402 HARNEY RD","THONOTOSASSA","FL","33592"
