"auction_date","judgment_amount","address","city","state","zip"
"05/18/2023","$140,649.93","1006 NW 14TH AVE","GAINESVILLE","FL","32601"
"05/18/2023","$85,604.66","611 NE 20 ST","GAINESVILLE","FL","32641"
"05/30/2023","$7,271.91","5441 SW 88TH CT","GAINESVILLE","FL","32608"
"06/01/2023","$272,669.56","22003 NW 198TH AVE","HIGH SPRINGS","FL","32643"
"06/01/2023","$230,211.49","671 SW 161ST TER","NEWBERRY","FL","32669"
"06/01/2023","$7,325.28","7226 NW 121ST AVE","ALACHUA","FL","32615"
"06/06/2023","$16,140.61","937 SW 56TH TER","GAINESVILLE","FL","32607"
"06/08/2023","$248,688.63","8030 NW 290TH AVE","ALACHUA","FL","32615"
"06/08/2023","$115,995.86","3811 NE 13TH DR","GAINESVILLE","FL","32609"
"06/08/2023","$136,568.77","2414 NE 2ND AVE","GAINESVILLE","FL","32641"
"06/15/2023","$1,673,965.18","3510 NE 156TH AVE","GAINESVILLE","FL","32609"
"05/24/2023","$71,717.30","21836 MUDGE RD","FOUNTAIN","FL","32438"
"05/30/2023","$94,592.97","150 HILL DR","PANAMA CITY","FL","32404"
"06/01/2023","$102,195.18","3036 DOUGLAS RD","PANAMA CITY","FL","32405"
"06/05/2023","$75,330.30","4455 WEST 19TH STREET 16","PANAMA CITY","FL","32405"
"06/05/2023","$239,386.82","102 HERSHEL CT","PANAMA CITY","FL","32404"
"06/05/2023","$14,922.31","3814 43RD ST E","PANAMA CITY","FL","32404"
"06/07/2023","$84,398.20","1009 BAY AVE","PANAMA CITY","FL","32401"
"06/08/2023","$167,281.71","256 EAGLE DR","PANAMA CITY","FL","32407"
"06/19/2023","$86,921.24","3747 GREENTREE PL","PANAMA CITY","FL","32405"
"06/19/2023","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"06/20/2023","$382,152.74","223 TURTLE COVE","PANAMA CITY BEACH","FL","32413"
"06/20/2023","$187,364.91","6300 LAKE JOANNA CIR","PANAMA CITY","FL","32404"
"06/27/2023","$76,946.28","2221 EDGEWOOD DR","PANAMA CITY","FL","32405"
"06/28/2023","$302,041.83","7405 LITTLETON RD","PANAMA CITY","FL","32404"
"06/29/2023","$136,395.04","5455 SHORES RD","PANAMA CITY","FL","32404"
"07/05/2023","$176,077.82","4900 LAKEWOOD DR S","PANAMA CITY","FL","32404"
"08/08/2023","$180,097.27","918 VIRGINIA AVE 1/2","LYNN HAVEN","FL","32444"
"08/16/2023","$298,488.93","1102 NEW JERSEY AVE","LYNN HAVEN","FL","32444"
"08/29/2023","$239,791.50","21115 LAKEVIEW DR S","PANAMA CITY BEACH","FL","32413"
"05/19/2023","$14,292.77","1134 SW 158 AVE","PEMBROKE PINES","FL","33027"
"05/23/2023","$836,300.49","17825 NW 15 ST","PEMBROKE PINES","FL","33029"
"05/23/2023","$459,815.53","4400 NW 41 TER","LAUDERDALE LAKES","FL","33319"
"05/23/2023","$318,434.99","330 SW 29 AVE","FORT LAUDERDALE","FL","33313"
"05/23/2023","$87,235.44","2271 NW 47 TER","LAUDERHILL","FL","33313"
"05/23/2023","$253,382.29","630 LAYNE BLVD 211","HALLANDALE BEACH","FL","33009"
"05/23/2023","$162,847.71","1526 WHITEHALL DR 403","DAVIE","FL","33324"
"05/23/2023","$604,233.49","14931 SW 18 ST","MIRAMAR","FL","33027"
"05/23/2023","$14,618.50","1551 SW 135 TER 301G","PEMBROKE PINES","FL","33027"
"05/24/2023","$323,210.88","2731 DEVONWOOD AVE","MIRAMAR","FL","33025"
"05/24/2023","$272,002.54","6521 SW 8 ST","PEMBROKE PINES","FL","33023"
"05/24/2023","$1,057,713.78","1807 VICTORIA POINTE CIR","WESTON","FL","33327"
"05/24/2023","$1,124,308.33","2921 NE 55 PL","FORT LAUDERDALE","FL","33308"
"05/24/2023","$197,813.71","250 NE 43 ST","OAKLAND PARK","FL","33334"
"05/24/2023","$274,500.85","6048 BUCKEYE CT","TAMARAC","FL","33319"
"05/24/2023","$170,402.79","1651 NW 2 TER","POMPANO BEACH","FL","33060"
"05/25/2023","$1,111,600.59","4917 SW 167 AVE","MIRAMAR","FL","33027"
"05/25/2023","$39,400.02","550 NW 207 TER","PEMBROKE PINES","FL","33029"
"05/25/2023","$41,507.77","370 NW 15 CT","POMPANO BEACH","FL","33060"
"05/25/2023","$171,226.08","565 OAKS LN","POMPANO BEACH","FL","33069"
"05/25/2023","$38,401.25","4160 INVERRARY DR 512","LAUDERHILL","FL","33319"
"05/25/2023","$310,784.58","9710 MILL POND DR","MIRAMAR","FL","33025"
"05/25/2023","$205,297.25","941 SW 30 AVE","FORT LAUDERDALE","FL","33312"
"05/25/2023","$24,922.18","3099 NW 48 AVE","LAUDERDALE LAKES","FL","33313"
"05/25/2023","$11,945.48","4850 NW 29 CT 218","LAUDERDALE LAKES","FL","33313"
"05/25/2023","$11,128.53","1100 SE 4 AVE","DEERFIELD BEACH","FL","33441"
"05/26/2023","$4,710.00","11477 NW 42 ST","CORAL SPRINGS","FL","33065"
"05/30/2023","$396,093.72","1700 NW 52 AVE","LAUDERHILL","FL","33313"
"05/30/2023","$454,387.44","4501 JEFFERSON ST","HOLLYWOOD","FL","33021"
"05/30/2023","$334,610.39","11310 NW 23 ST","PEMBROKE PINES","FL","33026"
"05/30/2023","$510,000.00","2817 CENTER COURT DR 1-26","WESTON","FL","33332"
"05/30/2023","$244,622.22","7201 RAMONA ST","MIRAMAR","FL","33023"
"05/30/2023","$220,778.21","4340 SW 19 ST","HOLLYWOOD","FL","33023"
"05/30/2023","$50,217.81","1136 SW 44 TER","DEERFIELD BEACH","FL","33442"
"05/30/2023","$181,889.67","733 NW 15 TER","FORT LAUDERDALE","FL","33311"
"05/30/2023","$228,693.30","23-25 SE 4 ST","DANIA BEACH","FL","33004"
"05/31/2023","$661,419.28","411 N NEW RIVER DR E 606","FORT LAUDERDALE","FL","33301"
"05/31/2023","$966,692.58","1032 SE 13 TER","FORT LAUDERDALE","FL","33316"
