"auction_date","judgment_amount","address","city","state","zip"
"09/26/2024","$558,558.37","11205 W NEWBERRY RD","GAINESVILLE","FL","32607"
"09/26/2024","$9,336.51","937 NW 42ND TER","GAINESVILLE","FL","32605"
"10/08/2024","$173,464.79","1301 SE 20TH ST","GAINESVILLE","FL","32641"
"10/08/2024","$17,371.07","7200 SW 8TH AVE","GAINESVILLE","FL","32607"
"10/08/2024","$121,408.01","1403 NE 22ND AVE","GAINESVILLE","FL","32609"
"10/08/2024","$81,898.12","1732 SW 67TH TER","GAINESVILLE","FL","32607"
"10/10/2024","$8,456.35","22754 NW 197TH PL","HIGH SPRINGS","FL","32643"
"09/24/2024","$213,525.21","1741 ANNABELLA'S DR","PANAMA CITY BEACH","FL","32407"
"09/24/2024","$185,380.34","10511 WESTERN RD","FOUNTAIN","FL","32438"
"09/26/2024","$220,719.89","1202 TYNDALL DR","PANAMA CITY","FL","32401"
"09/30/2024","$150,000.00","6807 FORSYTHE DR","PANAMA CITY","FL","32404"
"10/02/2024","$87,744.66","109 CONCORD CIR","PANAMA CITY","FL","32405"
"10/09/2024","$14,251.05","9860 SOUTH THOMAS DRI # 2115","PANAMA CITY BEACH","FL","32408"
"10/10/2024","$443,106.76","9860 THOMAS DR S 1226","PANAMA CITY BEACH","FL","32408"
"10/15/2024","$1,158,056.84","539 WAHOO RD","PANAMA CITY BEACH","FL","32408"
"10/15/2024","$221,487.90","2011 GERALO LN","LYNN HAVEN","FL","32444"
"10/15/2024","$177,323.70","211 BERTHE AVE N","PANAMA CITY","FL","32404"
"10/15/2024","$181,183.55","5120 E HIGHWAY 22","PANAMA CITY","FL","32404"
"10/15/2024","$277,064.75","9902 THOMAS DR S 1137","PANAMA CITY BEACH","FL","32408"
"10/23/2024","$120,522.13","922 ARROW ST","PANAMA CITY","FL","32404"
"11/04/2024","$270,316.85","3216 JOSIE ST","PANAMA CITY","FL","32404"
"11/06/2024","$127,490.69","410 VENETIAN WAY","PANAMA CITY","FL","32405"
"11/20/2024","$165,675.61","939 KATHERINE AVE S","PANAMA CITY","FL","32404"
"12/09/2024","$425,911.91","468 EAGLE LAKE WAY","PANAMA CITY","FL","32404"
"09/24/2024","$282,026.33","4950 NW 16 CT","LAUDERHILL","FL","33313"
"09/24/2024","$411,919.78","16848 SW 16 ST","PEMBROKE PINES","FL","33027"
"09/24/2024","$122,484.94","817 NE 11 AVE","POMPANO BEACH","FL","33060"
"09/24/2024","$134,767.80","320 NE 12 AVE","HALLANDALE BEACH","FL","33009"
"09/24/2024","$508,747.50","10630 NW 16 ST","CORAL SPRINGS","FL","33071"
"09/24/2024","$368,701.99","209 NW 78 TER","MARGATE","FL","33063"
"09/25/2024","$305,631.63","7151 NW 45 CT","LAUDERHILL","FL","33319"
"09/25/2024","$378,027.15","3490 NW 1 ST","LAUDERHILL","FL","33311"
"09/25/2024","$525,236.52","8710 NW 56 ST","CORAL SPRINGS","FL","33067"
"09/25/2024","$364,489.06","2850 MADISON ST","HOLLYWOOD","FL","33020"
"09/25/2024","$36,961.54","4411 NW 16 ST","LAUDERHILL","FL","33313"
"09/25/2024","$210,145.68","318 SW 34 AVE","DEERFIELD BEACH","FL","33442"
"09/25/2024","$452,871.80","4029 NW 72 AVE","CORAL SPRINGS","FL","33065"
"09/25/2024","$349,289.20","1150 HILLSBORO MILE","HILLSBORO BEACH","FL","33062"
"09/25/2024","$690,102.78","1824 NW 36 CT","OAKLAND PARK","FL","33309"
"09/25/2024","$8,457.91","4604 NW 30 TER","TAMARAC","FL","33309"
"09/26/2024","$299,218.28","1773 LAUDERDALE MANOR DR","FORT LAUDERDALE","FL","33311"
"09/26/2024","$781,182.63","1065 NANDINA DR","WESTON","FL","33327"
"09/26/2024","$35,005.07","414 GRANTHAM A","DEERFIELD BEACH","FL","33442"
"09/26/2024","$580,674.08","9033 NW 47 CT","CORAL SPRINGS","FL","33067"
"09/26/2024","$267,261.80","2552 SW 164 AVE","MIRAMAR","FL","33027"
"09/26/2024","$24,640.16","3500 SW NATURA BLVD","DEERFIELD BEACH","FL","33441"
"09/26/2024","$296,223.90","3048 VENTNOR O","DEERFIELD BEACH","FL","33442"
"09/26/2024","$117,370.34","5860 NW 44 ST","LAUDERHILL","FL","33319"
"09/27/2024","$21,590.17","9525 WELDON CIR","TAMARAC","FL","33321"
"09/27/2024","$57,852.83","3105 NW 25 WAY","OAKLAND PARK","FL","33309"
"09/27/2024","$11,360.59","5779 WASHINGTON ST","HOLLYWOOD","FL","33023"
"10/01/2024","$330,257.77","4161 SW 56 TER","DAVIE","FL","33314"
"10/01/2024","$1,263,208.56","1558 SE 10 ST","DEERFIELD BEACH","FL","33441"
"10/01/2024","$83,607.22","210 NE 6 ST","DEERFIELD BEACH","FL","33441"
"10/01/2024","$95,656.27","5275 NW 10 CT","PLANTATION","FL","33313"
"10/01/2024","$179,360.70","8002 SW 7 ST","NORTH LAUDERDALE","FL","33068"
"10/01/2024","$606,368.01","201 N 13 AVE","HOLLYWOOD","FL","33019"
"10/01/2024","$204,852.57","3505 S OCEAN DR","HOLLYWOOD","FL","33019"
"10/02/2024","$597,011.46","9066 NW 47 CT","CORAL SPRINGS","FL","33067"
"10/02/2024","$32,586.66","27 ANN LEE LN","TAMARAC","FL","33319"
"10/02/2024","$232,673.57","2816 NW 7 CT","FORT LAUDERDALE","FL","33311"
"10/02/2024","$191,595.65","1280 NW 58 TER","SUNRISE","FL","33313"
"10/04/2024","$13,584.66","4021 BERKSHIRE B","DEERFIELD BEACH","FL","33442"
"10/08/2024","$950,677.28","1460 SW 24 CT","FORT LAUDERDALE","FL","33315"
"10/08/2024","$399,834.14","3311 JAVA PLUM AVE","MIRAMAR","FL","33025"
"10/08/2024","$12,790.41","2475 NW 98 LN","SUNRISE","FL","33322"
"10/08/2024","$2,541,515.69","3325 NE 14 CT","FORT LAUDERDALE","FL","33304"
"10/08/2024","$185,314.38","8015 SW 6 ST","NORTH LAUDERDALE","FL","33068"
