"auction_date","judgment_amount","address","city","state","zip"
"03/12/2026","$70,639.82","6511 NW 27TH TER","GAINESVILLE","FL","32653"
"03/12/2026","$30,303.96","2600 SW 14TH DR","GAINESVILLE","FL","32608"
"03/19/2026","$219,123.16","14202 NW 158TH AVE","ALACHUA","FL","32615"
"03/24/2026","$90,444.26","2306 SE 9TH PL","GAINESVILLE","FL","32641"
"03/24/2026","$305,287.84","11616 NW 8TH LN","GAINESVILLE","FL","32606"
"03/24/2026","$65,882.62","10455 SE US HWY 301","HAWTHORNE","FL","32640"
"03/24/2026","$145,565.44","17338 NW 242ND ST","HIGH SPRINGS","FL","32643"
"03/26/2026","$106,402.76","15703 NW 138TH TER","ALACHUA","FL","32615"
"03/26/2026","$262,131.95","5126 NW 24TH DR","GAINESVILLE","FL","32605"
"03/26/2026","$105,455.86","4516 SW 266TH ST","NEWBERRY","FL","32669"
"03/12/2026","$171,364.67","16801 LISBON AVE","PANAMA CITY BEACH","FL","32413"
"03/16/2026","$254,240.00","1501 ALABAMA AVE","LYNN HAVEN","FL","32444"
"03/16/2026","$173,710.49","2119 BRIAWOOD CIR","PANAMA CITY","FL","32405"
"03/18/2026","$226,812.00","1060 W 11TH CT","PANAMA CITY","FL","32401"
"03/24/2026","$84,319.29","908 E WND CT","PANAMA CITY","FL","32401"
"03/24/2026","$122,574.71","3109 ORLANDO RD","PANAMA CITY","FL","32405"
"03/27/2026","$221,653.81","3785 ATLANTIS DR","SOUTHPORT","FL","32409"
"03/30/2026","$364,923.78","916 WYOMING AVE","LYNN HAVEN","FL","32444"
"04/02/2026","$269,273.59","1914 CALHOUN AVE","PANAMA CITY","FL","32405"
"04/06/2026","$201,078.58","211 N BERTHE AVE","PANAMA CITY","FL","32404"
"04/06/2026","$233,973.14","5628 MARTIN CT","PANAMA CITY","FL","32404"
"04/06/2026","$4,318,786.68","21523 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"04/07/2026","$242,876.12","1814 RHETT PL","LYNN HAVEN","FL","32444"
"04/13/2026","$118,147.27","10325 THOMAS LN","FOUNTAIN","FL","32438"
"04/14/2026","$837,832.10","9860 S THOMAS DR L11","PANAMA CITY BEACH","FL","32408"
"04/15/2026","$818,869.79","9860 S THOMAS DR L7","PANAMA CITY BEACH","FL","32408"
"04/15/2026","$49,231.36","15617 FRONT BEACH RD 307","PANAMA CITY BEACH","FL","32413"
"04/16/2026","$171,786.75","3111 E 2ND PLZ","PANAMA CITY","FL","32401"
"04/22/2026","$323,506.01","21316 SUNSET AVE","PANAMA CITY BEACH","FL","32413"
"04/24/2026","$128,156.04","5118 WYMORE RD","PANAMA CITY","FL","32404"
"04/24/2026","$49,720.32","NORTHWOOD ST","YOUNGSTOWN","FL","32466"
"05/01/2026","$319,398.81","17751 PANAMA CITY BEACH PKWY 1","PANAMA CITY BEACH","FL","32413"
"05/26/2026","$40,485.81","719 N 9TH ST","PANAMA CITY","FL","32404"
"03/10/2026","$395,559.23","1091 NW 78 TER","PLANTATION","FL","33322"
"03/10/2026","$554,546.59","841 SW 89 TER","PLANTATION","FL","33324"
"03/10/2026","$889,239.66","1131 ADAMS ST","HOLLYWOOD","FL","33019"
"03/10/2026","$1,005,094.53","110 E RIVERBEND DR","SUNRISE","FL","33326"
"03/10/2026","$0.00","3723 NW 91 LN","SUNRISE","FL","33351"
"03/10/2026","$315,000.00","2846 NW 9 ST","POMPANO BEACH","FL","33069"
"03/10/2026","$145,200.33","837 NW 80 TER","PLANTATION","FL","33324"
"03/10/2026","$0.00","9300 DUNHILL DR","MIRAMAR","FL","33025"
"03/11/2026","$550,094.67","6920 NW 45 ST","LAUDERHILL","FL","33319"
"03/11/2026","$583,543.92","4972 SW 90 WAY","COOPER CITY","FL","33328"
"03/11/2026","$15,458.47","13382 LAKEPOINTE CIR","COOPER CITY","FL","33330"
"03/11/2026","$635,515.87","16707 NW 20 ST","PEMBROKE PINES","FL","33028"
"03/11/2026","$525,431.35","8914 SW 19 ST","MIRAMAR","FL","33025"
"03/11/2026","$318,054.42","8171 SW 7 CT","NORTH LAUDERDALE","FL","33068"
"03/11/2026","$212,322.14","1131 NW 18 AVE","FORT LAUDERDALE","FL","33311"
"03/11/2026","$421,639.13","12645 NW 13 CT","SUNRISE","FL","33323"
"03/12/2026","$612,778.35","1613-1615 NE 25 ST","WILTON MANORS","FL","33305"
"03/12/2026","$115,012.97","7330 NW 18 ST","MARGATE","FL","33063"
"03/12/2026","$96,211.42","10360 NW 30 CT","SUNRISE","FL","33322"
