"auction_date","judgment_amount","address","city","state","zip"
"08/29/2023","$201,790.92","7023 NW 92ND PL","GAINESVILLE","FL","32653"
"08/29/2023","$465,357.31","9302 HOLDEN PARK RD","HAWTHORNE","FL","32640"
"08/29/2023","$188,906.81","22528 SE 60TH PL","HAWTHORNE","FL","32640"
"08/31/2023","$101,689.09","14215 NW 156TH PL","ALACHUA","FL","32615"
"08/31/2023","$252,251.94","14624 NW 150TH LN","ALACHUA","FL","32615"
"09/05/2023","$128,646.05","4741 NW 27TH TER","GAINESVILLE","FL","32605"
"09/05/2023","$135,787.45","43 NE 46TH TER","GAINESVILLE","FL","32641"
"09/12/2023","$133,522.21","4626 SW 44TH LN","GAINESVILLE","FL","32608"
"09/12/2023","$121,035.18","15506 NW 141ST ST","ALACHUA","FL","32615"
"09/12/2023","$195,172.86","22560 NW 174TH AVE","HIGH SPRINGS","FL","32643"
"09/14/2023","$253,977.00","1016 NE 24TH ST","GAINESVILLE","FL","32641"
"09/14/2023","$9,467.22","2143 NW 85TH TER","GAINESVILLE","FL","32606"
"09/14/2023","$21,601.68","611 SW 75TH ST","GAINESVILLE","FL","32607"
"09/19/2023","$158,200.94","8518 SW 122ND ST","ARCHER","FL","32608"
"09/21/2023","$136,100.40","5845 SE 230TH TER","HAWTHORNE","FL","32640"
"09/26/2023","$99,392.48","712 NE 12TH ST","GAINESVILLE","FL","32601"
"08/29/2023","$239,791.50","21115 LAKEVIEW DR S","PANAMA CITY BEACH","FL","32413"
"08/31/2023","$34,916.15","103 SALE RD","SOUTHPORT","FL","32409"
"08/31/2023","$84,398.20","1009 BAY AVE","PANAMA CITY","FL","32401"
"08/31/2023","$31,858.33","1208 HAMILTON AVE","PANAMA CITY","FL","32401"
"09/05/2023","$94,592.97","150 HILL DR","PANAMA CITY","FL","32404"
"09/06/2023","$88,152.03","1720 ALABAMA AVE","PANAMA CITY","FL","32401"
"09/07/2023","$183,818.03","1110 MCKENZIE AVE","PANAMA CITY","FL","32401"
"09/15/2023","$298,488.93","1102 NEW JERSEY AVE","LYNN HAVEN","FL","32444"
"09/21/2023","$148,950.09","5115 11TH ST E","PANAMA CITY","FL","32404"
"09/22/2023","$186,238.00","6309 LAKE JOANNA CIR","PANAMA CITY","FL","32404"
"09/22/2023","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"09/22/2023","$15,438.45","5505 SUN HARBOUR RD 235","PANAMA CITY","FL","32401"
"09/26/2023","$82,566.33","1921 GRANT AVE","PANAMA CITY","FL","32405"
"09/28/2023","$241,039.84","9206 CHEROKEE ST","YOUNGSTOWN","FL","32466"
"09/28/2023","$165,165.50","916 LOUISIANA AVE","LYNN HAVEN","FL","32444"
"10/03/2023","$104,694.61","8028 BAYOU GEORGE DR","PANAMA CITY","FL","32404"
"10/03/2023","$477,967.23","348 GREENWOOD CIR","PANAMA CITY BEACH","FL","32407"
"10/04/2023","$180,097.27","918 VIRGINIA AVE 1/2","LYNN HAVEN","FL","32444"
"10/05/2023","$56,221.59","2500 N BONITA WAY","PANAMA CITY","FL","32405"
"10/05/2023","$111,849.06","7040 HWY 388 E","YOUNGSTOWN","FL","32466"
"10/16/2023","$246,849.75","9009 CREEK RUN","YOUNGSTOWN","FL","32466"
"10/17/2023","$150,487.06","3415 W 19TH ST # 13","PANAMA CITY","FL","32405"
"10/24/2023","$303,020.91","15141 MEMORIAL CIR","PANAMA CITY BEACH","FL","32413"
"10/24/2023","$147,314.95","147 H L SUDDUTH DR","PANAMA CITY","FL","32404"
"11/07/2023","$107,054.75","1503 IOWA AVE","LYNN HAVEN","FL","32444"
"08/29/2023","$116,519.41","5900 NW 44 ST","LAUDERHILL","FL","33319"
"08/29/2023","$353,901.74","7941 NW 14 ST","PEMBROKE PINES","FL","33024"
"08/29/2023","$684,102.96","20160 NW 9 DR","PEMBROKE PINES","FL","33029"
"08/29/2023","$17,635.62","5141 W OAKLAND PARK BLVD","LAUDERDALE LAKES","FL","33313"
"08/29/2023","$192,236.65","3251 HOLIDAY SPRINGS BLVD 401","MARGATE","FL","33063"
"08/29/2023","$249,070.55","2517 NW 108 TER","SUNRISE","FL","33322"
"08/29/2023","$338,003.80","1721 SW 35 AVE","FORT LAUDERDALE","FL","33312"
"08/29/2023","$837,938.05","938 JOHNSON ST","HOLLYWOOD","FL","33019"
"08/29/2023","$33,268.55","3405 NW 48 AVE","LAUDERDALE LAKES","FL","33319"
"08/29/2023","$241,603.57","1705 ANDROS ISLE E3","COCONUT CREEK","FL","33066"
"08/30/2023","$1,161,850.43","6803 NW 116 AVE","PARKLAND","FL","33076"
"08/30/2023","$392,225.67","5121 NE 17 TER","FORT LAUDERDALE","FL","33334"
"08/30/2023","$143,461.97","485 N PINE ISLAND RD","PLANTATION","FL","33324"
"08/30/2023","$443,491.76","468 SW 169 TER","WESTON","FL","33326"
"08/30/2023","$14,025.85","2800 W GOLF BLVD","POMPANO BEACH","FL","33064"
"08/30/2023","$123,985.29","1011 NE 23 ST","POMPANO BEACH","FL","33064"
"08/31/2023","$358,966.08","561 SW 60 AVE","PLANTATION","FL","33317"
"08/31/2023","$550,923.04","5449 SW 190 AVE","MIRAMAR","FL","33029"
"08/31/2023","$124,193.22","3201 N COURSE LN 208","POMPANO BEACH","FL","33069"
"08/31/2023","$0.00","2540 DEWEY ST","HOLLYWOOD","FL","33020"
"08/31/2023","$158,670.59","1149 NW 30 ST","WILTON MANORS","FL","33311"
"09/01/2023","$37,932.65","3071 SUNRISE LAKES DR E","SUNRISE","FL","33322"
"09/01/2023","$11,865.60","196 WESTBURY K 196","DEERFIELD BEACH","FL","33442"
"09/01/2023","$10,942.13","5045 SW 32 WAY","HOLLYWOOD","FL","33312"
"09/05/2023","$309,765.65","2651 S COURSE DR 409","POMPANO BEACH","FL","33069"
"09/05/2023","$349,035.15","6430 AMBERJACK TER","MARGATE","FL","33063"
"09/05/2023","$38,394.09","5630 SIMMS ST","HOLLYWOOD","FL","33021"
"09/05/2023","$239,619.53","2430 SW 81 AVE 207","DAVIE","FL","33324"
"09/05/2023","$117,138.18","1821 NE 40 CT","POMPANO BEACH","FL","33064"
"09/05/2023","$151,912.38","10405 SUNRISE LAKES BLVD","SUNRISE","FL","33322"
"09/05/2023","$290,095.64","5530 SW 44 TER 5530","DANIA BEACH","FL","33314"
"09/06/2023","$230,261.31","650 NW 20 AVE","POMPANO BEACH","FL","33069"
"09/06/2023","$411,241.84","1821 SW 98 TER","MIRAMAR","FL","33025"
"09/06/2023","$81,919.54","4730 NW 10 CT","PLANTATION","FL","33313"
"09/06/2023","$258,865.49","1320 NW 85 AVE","PLANTATION","FL","33322"
"09/06/2023","$237,928.89","11285 LAKEVIEW DR","CORAL SPRINGS","FL","33071"
"09/06/2023","$75,948.83","2800 SOMERSET DR","LAUDERDALE LAKES","FL","33311"
"09/06/2023","$412,948.16","17981 SW 33 ST","MIRAMAR","FL","33029"
"09/06/2023","$431,180.69","6530 GARFIELD ST","HOLLYWOOD","FL","33024"
"09/06/2023","$97,961.16","1170 HILLSBORO MILE 201","HILLSBORO BEACH","FL","33062"
"09/07/2023","$890,167.22","4031 CORAL HILLS DR","CORAL SPRINGS","FL","33065"
"09/07/2023","$1,361,312.28","3660 BIRCH TER","DAVIE","FL","33330"
"09/07/2023","$86,978.30","4098 INVERRARY DR","LAUDERHILL","FL","33319"
"09/07/2023","$712,787.43","5776 NW 56 MNR","CORAL SPRINGS","FL","33067"
"09/07/2023","$26,620.49","2692 NW 60 WAY","SUNRISE","FL","33313"
"09/07/2023","$40,044.14","2652 NW 60 WAY 175","SUNRISE","FL","33313"
"09/07/2023","$249,371.70","6131 NW 54 LN","TAMARAC","FL","33319"
"09/07/2023","$178,771.69","10651 SW 7 ST 1807","PEMBROKE PINES","FL","33025"
"09/07/2023","$426,821.53","17390 SW 21 ST","MIRAMAR","FL","33029"
"09/07/2023","$194,175.02","628 SW 80 TER","NORTH LAUDERDALE","FL","33068"
"09/08/2023","$15,899.95","3481 NW 122 AVE","SUNRISE","FL","33323"
"09/08/2023","$31,834.28","17390 SW 21 ST","MIRAMAR","FL","33029"
"09/08/2023","$16,562.24","17461 SW 33 ST","MIRAMAR","FL","33029"
"09/08/2023","$10,504.39","1032 CAMBRIDGE B","DEERFIELD BEACH","FL","33442"
"09/12/2023","$413,057.67","12723 SW 53 CT","MIRAMAR","FL","33027"
"09/12/2023","$502,152.51","12875 SW 50 CT","MIRAMAR","FL","33027"
"09/12/2023","$506,455.01","1221 NE 14 AVE","FORT LAUDERDALE","FL","33304"
"09/12/2023","$248,815.32","8630 NW 25 ST","SUNRISE","FL","33322"
"09/12/2023","$115,499.91","3301 NW 47 TER","LAUDERDALE LAKES","FL","33319"
"09/12/2023","$613,271.98","5239 NW 96 AVE","SUNRISE","FL","33351"
"09/12/2023","$391,102.82","4357 SW 125 LN","MIRAMAR","FL","33027"
"09/12/2023","$104,626.51","3541 NW 37 AVE","LAUDERDALE LAKES","FL","33309"
"09/12/2023","$252,675.04","6335 SW 23 ST","MIRAMAR","FL","33023"
"09/13/2023","$829,157.83","18940 SW 31 CT","MIRAMAR","FL","33029"
"09/13/2023","$302,799.09","2620 NW 13 ST","POMPANO BEACH","FL","33069"
"09/13/2023","$306,560.81","2300 NW 38 TER","LAUDERDALE LAKES","FL","33311"
"09/13/2023","$250,143.09","34 SE 14 ST","DANIA BEACH","FL","33004"
"09/13/2023","$411,430.73","922 S NORTHLAKE DR","HOLLYWOOD","FL","33019"
"09/13/2023","$741,927.67","7771 NW 46 ST","LAUDERHILL","FL","33351"
"09/13/2023","$375,353.52","3101 BAYSHORE DR","FORT LAUDERDALE","FL","33304"
"09/13/2023","$1,229,513.70","3820 NE 29 AVE","LIGHTHOUSE POINT","FL","33064"
"09/13/2023","$675,426.19","543 S CRESCENT DR","HOLLYWOOD","FL","33021"
"09/13/2023","$24,122.52","2226 N CYPRESS BEND DR 208","POMPANO BEACH","FL","33069"
"09/14/2023","$687,168.97","6457 NW 99 AVE","PARKLAND","FL","33076"
"09/14/2023","$564,239.48","13300 SW 20 ST","MIRAMAR","FL","33027"
"09/14/2023","$26,717.00","955 NW 197 AVE","PEMBROKE PINES","FL","33029"
"09/14/2023","$301,438.97","5568 NW 90 TER","SUNRISE","FL","33351"
"09/14/2023","$111,686.38","2257 SW 15 ST","DEERFIELD BEACH","FL","33442"
"09/14/2023","$8,773.53","7540 MARGATE BLVD","MARGATE","FL","33063"
"09/14/2023","$617,335.09","5801 SW 33 AVE","HOLLYWOOD","FL","33312"
"09/14/2023","$396,349.69","725 NW 2 ST","FORT LAUDERDALE","FL","33311"
"09/14/2023","$243,426.00","124 ALLEN RD","WEST PARK","FL","33023"
"09/15/2023","$4,769.86","4101 W SILVERADO CIR","DAVIE","FL","33024"
"09/15/2023","$9,070.35","11165 SW 6 ST","PEMBROKE PINES","FL","33025"
"09/15/2023","$13,144.68","6844 NW 70 PL","PARKLAND","FL","33067"
"09/19/2023","$386,973.70","4959 NW 91 TER","SUNRISE","FL","33351"
"09/19/2023","$624,183.79","5301-5307 NW 18 CT","LAUDERHILL","FL","33313"
"09/19/2023","$131,412.60","3121 NW 47 TER","LAUDERDALE LAKES","FL","33319"
"09/19/2023","$367,385.00","6591 SW 48 ST 1-3","DAVIE","FL","33314"
"09/19/2023","$4,775.23","5974 NW 29 PL","SUNRISE","FL","33313"
"09/19/2023","$478,530.04","861 N BEL AIR DR","PLANTATION","FL","33317"
"09/19/2023","$214,716.33","7200 RADICE CT","LAUDERHILL","FL","33319"
"09/19/2023","$97,989.89","2701 N 34 AVE","HOLLYWOOD","FL","33021"
"09/19/2023","$220,778.21","4340 SW 19 ST","WEST PARK","FL","33023"
"09/20/2023","$378,253.19","3705 GARDEN LN","MIRAMAR","FL","33023"
"09/20/2023","$895,743.26","3421 SW 195 AVE","MIRAMAR","FL","33029"
"09/20/2023","$308,163.57","6900 SW 39 ST","DAVIE","FL","33314"
