"auction_date","judgment_amount","address","city","state","zip"
"06/19/2025","$213,864.92","647 NE 23RD ST","GAINESVILLE","FL","32641"
"06/26/2025","$295,652.54","12804 SE 8TH AVE","GAINESVILLE","FL","32641"
"06/26/2025","$195,172.86","22560 NW 174TH AVE","HIGH SPRINGS","FL","32643"
"06/24/2025","$117,074.52","412 VENETIAN WAY","PANAMA CITY","FL","32405"
"06/27/2025","$61,606.48","7124 KEIBER CIR","YOUNGSTOWN","FL","32466"
"06/27/2025","$63,265.26","131 CHERI LN","PANAMA CITY","FL","32404"
"06/30/2025","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"06/30/2025","$350,820.05","3992 PIONEER LN","PANAMA CITY","FL","32404"
"06/30/2025","$30,012.15","4010 THOMAS DR 6","PANAMA CITY BEACH","FL","32408"
"07/01/2025","$262,644.67","741 COTTONWOOD CT","PANAMA CITY","FL","32404"
"07/01/2025","$165,675.61","939 KATHERINE AVE S","PANAMA CITY","FL","32404"
"07/01/2025","$461,888.77","151 DERBY WOODS DR","LYNN HAVEN","FL","32444"
"07/01/2025","$35,451.81","420 HICKORY BLUFF CIR","SOUTHPORT","FL","32409"
"07/09/2025","$214,754.38","507 11TH ST N","PANAMA CITY","FL","32404"
"07/10/2025","$25,807.95","5505 SUN HARBOUR RD 235","PANAMA CITY","FL","32401"
"07/18/2025","$144,920.80","8815 DOROTHY FARRIS RD","SOUTHPORT","FL","32409"
"07/22/2025","$118,196.16","1105 13TH ST","SOUTHPORT","FL","32409"
"07/22/2025","$153,163.19","13615 HWY 167","FOUNTAIN","FL","32438"
"07/22/2025","$33,024.15","4919 2ND ST E","PANAMA CITY","FL","32404"
"07/24/2025","$122,467.34","8804 DOROTHY FARRIS RD","SOUTHPORT","FL","32409"
"07/24/2025","$541,296.80","104 SEASHELL CT","PANAMA CITY BEACH","FL","32413"
"07/25/2025","$134,816.06","4518 TROPICAL DR","PANAMA CITY","FL","32404"
"07/30/2025","$75,979.08","1406 LINCOLN AVE","PANAMA CITY","FL","32401"
"08/08/2025","$216,540.96","8720 CREEK RUN","YOUNGSTOWN","FL","32466"
"06/17/2025","$532,185.94","7199 NW 21 CT","SUNRISE","FL","33313"
"06/17/2025","$51,751.98","1901 N ANDREWS AVE","WILTON MANORS","FL","33311"
"06/17/2025","$0.00","2514 TAYLOR ST","HOLLYWOOD","FL","33020"
"06/17/2025","$820,465.50","4901 NE 29 AVE","LIGHTHOUSE POINT","FL","33064"
"06/17/2025","$1,197,686.75","704 N OCEAN BLVD","POMPANO BEACH","FL","33062"
"06/18/2025","$166,733.04","4135 NW 88 AVE","CORAL SPRINGS","FL","33065"
"06/18/2025","$419,342.86","3519 SW 15 CT","FORT LAUDERDALE","FL","33312"
"06/18/2025","$79,684.38","9770 NW 10 ST","PEMBROKE PINES","FL","33024"
"06/18/2025","$299,780.41","6970 NW 17 CT","MARGATE","FL","33063"
"06/18/2025","$0.00","2241 SW 67 AVE","MIRAMAR","FL","33023"
"06/18/2025","$445,007.26","1135 N ANDREWS AVE","FORT LAUDERDALE","FL","33311"
"06/18/2025","$44,646.67","6080 NW 44 ST","LAUDERHILL","FL","33319"
