"auction_date","judgment_amount","address","city","state","zip"
"09/25/2025","$162,559.55","5122 SW 86TH TER","GAINESVILLE","FL","32608"
"10/07/2025","$295,652.54","12804 SE 8TH AVE","GAINESVILLE","FL","32641"
"10/07/2025","$572,602.27","10620 SW 10TH TER","MICANOPY","FL","32667"
"10/09/2025","$117,469.24","1931 SE 43RD TER","GAINESVILLE","FL","32641"
"10/09/2025","$67,548.08","18563 NW 241ST ST","HIGH SPRINGS","FL","32643"
"09/26/2025","$75,979.08","1406 LINCOLN AVE","PANAMA CITY","FL","32401"
"09/30/2025","$250,027.06","6510 OMOKO ST","PANAMA CITY","FL","32404"
"09/30/2025","$219,089.95","2709 HYDE AVE","PANAMA CITY","FL","32405"
"10/01/2025","$20,338.56","172 WHITE CAP WAY","PANAMA CITY BEACH","FL","32407"
"10/01/2025","$308,931.10","3940 DEERPOINT LAKE DR","SOUTHPORT","FL","32409"
"10/03/2025","$194,477.24","1337 EVERITT AVE","PANAMA CITY","FL","32401"
"10/06/2025","$29,928.14","107 CEDAR BLUFF CIR S","SOUTHPORT","FL","32409"
"10/07/2025","$26,346.56","141 LESLIE LN W","PANAMA CITY BEACH","FL","32407"
"10/08/2025","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"10/09/2025","$261,078.71","22017 LAKEVIEW DR","PANAMA CITY BEACH","FL","32413"
"10/09/2025","$152,331.15","6507 WINONA ST","PANAMA CITY","FL","32404"
"10/10/2025","$21,687.14","9850 THOMAS DR 1001W","PANAMA CITY BEACH","FL","32408"
"10/13/2025","$250,705.28","1801 GEORGIA CT","LYNN HAVEN","FL","32444"
"10/15/2025","$33,878.39","3720 HWY 390 E","PANAMA CITY","FL","32404"
"10/16/2025","$209,370.05","1809 GEORGIA CT","LYNN HAVEN","FL","32444"
"10/16/2025","$166,242.16","2435 34TH PL E","PANAMA CITY","FL","32405"
"10/23/2025","$393,249.15","7688 SHADOW LAKE DR","PANAMA CITY BEACH","FL","32407"
"10/24/2025","$381,998.07","219 SHOREVIEW DR S","PANAMA CITY","FL","32404"
"10/30/2025","$112,231.04","2906 NADINE CT","PANAMA CITY","FL","32401"
"11/06/2025","$138,001.80","20022 RIDGE RD","FOUNTAIN","FL","32438"
"11/10/2025","$338,950.36","2707 HWY 2321","SOUTHPORT","FL","32409"
"11/10/2025","$146,262.18","722 WILLIAMS AVE","PANAMA CITY","FL","32401"
"11/13/2025","$123,289.12","4712 PARK BOULEVARD","PANAMA CITY","FL","32404"
"11/25/2025","$156,685.92","3117 22ND ST W","PANAMA CITY","FL","32405"
"11/25/2025","$138,175.34","1941 CALLAWAY DR E","PANAMA CITY","FL","32404"
"09/25/2025","$468,017.16","12220 EAGLE TRACE BLVD N","CORAL SPRINGS","FL","33071"
"09/25/2025","$689,946.26","5810 NW 81 AVE","TAMARAC","FL","33321"
"09/25/2025","$43,048.73","853 NW 80 TER","PLANTATION","FL","33324"
"09/25/2025","$711,902.44","4980 NW 65 AVE","LAUDERHILL","FL","33319"
"09/26/2025","$37,957.64","7500 NW 30 PL","SUNRISE","FL","33313"
"09/26/2025","$4,201.05","4130 EASTRIDGE CIR","DEERFIELD BEACH","FL","33064"
"09/26/2025","$9,835.65","1220 NW 133 AVE","SUNRISE","FL","33323"
