"auction_date","judgment_amount","address","city","state","zip"
"04/18/2023","$257,266.10","15114 NW 134 TER","ALACHUA","FL","32615"
"04/20/2023","$6,703.97","11616 NW 8TH LN","GAINESVILLE","FL","32606"
"04/27/2023","$541,307.10","6319 SW 37TH WAY","GAINESVILLE","FL","32606"
"05/02/2023","$211,350.67","14805 SW 114TH PL","ARCHER","FL","32618"
"05/02/2023","$101,504.64","5001 SE HAWTHORNE RD","GAINESVILLE","FL","32641"
"05/02/2023","$133,972.90","958 NW 255TH WAY","NEWBERRY","FL","32669"
"05/02/2023","$8,203,139.00","11907 NW 147TH PL","ALACHUA","FL","32615"
"05/04/2023","$117,558.60","2017 SW 69TH DR","GAINESVILLE","FL","32607"
"04/10/2023","$272,687.72","1740 9TH ST E","LYNN HAVEN","FL","32444"
"04/14/2023","$145,168.26","226 SAN GABRIEL ST","PANAMA CITY BEACH","FL","32413"
"04/14/2023","$181,363.90","4927 HENSEY AVE","PANAMA CITY","FL","32404"
"04/14/2023","$321,199.74","9137 ELOISE LN","PANAMA CITY","FL","32404"
"04/17/2023","$160,602.23","1604 EVERITT AVE","PANAMA CITY","FL","32405"
"04/18/2023","$737,174.34","11324 POSTON RD","PANAMA CITY","FL","32404"
"04/18/2023","$94,757.58","136 BERTHE AVE N","PANAMA CITY","FL","32404"
"04/19/2023","$107,311.98","1003 TEXAS AVE","LYNN HAVEN","FL","32444"
"04/25/2023","$237,500.08","741 COTTONWOOD CT","PANAMA CITY","FL","32404"
"04/28/2023","$70,456.29","3003 11TH CT E","PANAMA CITY","FL","32401"
"04/28/2023","$102,100.36","503 SPRINGFIELD AVE","PANAMA CITY","FL","32401"
"04/28/2023","$135,179.85","310 PRUDENCE LN","PANAMA CITY BEACH","FL","32408"
"05/03/2023","$97,251.66","11600 SCOTT RD","FOUNTAIN","FL","32438"
"05/04/2023","$157,819.24","17309 ROLLOHOME RD","FOUNTAIN","FL","32438"
"05/04/2023","$118,977.52","832 PREMIER DR","PANAMA CITY","FL","32401"
"05/04/2023","$151,194.32","12510 STEEPLE CHASE DR","PANAMA CITY","FL","32404"
"05/11/2023","$240,664.54","1710 CHESTNUT AVENUE","PANAMA CITY","FL","32405"
"05/11/2023","$61,493.56","10737 JOHNSON BLVD","YOUNGSTOWN","FL","32466"
"05/12/2023","$150,575.28","127 HARRIS AVE N","PANAMA CITY","FL","32401"
"05/15/2023","$83,466.52","20028 BRANDON RD","FOUNTAIN","FL","32438"
"05/16/2023","$98,842.00","14 11TH ST W","PANAMA CITY","FL","32401"
"05/16/2023","$76,946.28","2221 EDGEWOOD DR","PANAMA CITY","FL","32405"
"06/01/2023","$102,195.18","3036 DOUGLAS RD","PANAMA CITY","FL","32405"
"06/05/2023","$75,330.30","4455 WEST 19TH STREET 16","PANAMA CITY","FL","32405"
"06/20/2023","$187,364.91","6300 LAKE JOANNA CIR","PANAMA CITY","FL","32404"
"06/29/2023","$136,395.04","5455 SHORES RD","PANAMA CITY","FL","32404"
"04/11/2023","$439,320.16","10395 NW 42 DR","CORAL SPRINGS","FL","33065"
"04/11/2023","$89,495.82","380 NW 2 WAY","DEERFIELD BEACH","FL","33441"
"04/11/2023","$263,844.42","8206 SW 20 ST","NORTH LAUDERDALE","FL","33068"
"04/11/2023","$469,406.41","1435 RODMAN ST","HOLLYWOOD","FL","33020"
"04/11/2023","$1,361,312.28","3660 BIRCH TER","DAVIE","FL","33330"
"04/11/2023","$136,693.93","3050 NE 13 AVE","POMPANO BEACH","FL","33064"
"04/11/2023","$372,999.75","2203 DISCOVERY CIR W","DEERFIELD BEACH","FL","33442"
"04/11/2023","$682,250.59","17319 SW 22 ST","MIRAMAR","FL","33029"
"04/11/2023","$390,551.01","4017 NE 18 AVE","OAKLAND PARK","FL","33334"
"04/11/2023","$175,373.57","3962 NW 36 WAY","LAUDERDALE LAKES","FL","33309"
"04/12/2023","$278,907.85","9691 NW 20 PL","SUNRISE","FL","33322"
"04/12/2023","$985,559.06","1025 NW 121 LN","CORAL SPRINGS","FL","33071"
"04/12/2023","$143,717.97","6201 NW 16 PL","SUNRISE","FL","33313"
"04/12/2023","$69,517.43","2800 NW 56 AVE B-403","LAUDERHILL","FL","33313"
"04/12/2023","$22,121.39","6133 DAWSON ST","HOLLYWOOD","FL","33023"
"04/12/2023","$222,351.46","3127 ENCLAVE WAY","LAUDERHILL","FL","33319"
"04/12/2023","$230,848.72","4871 NE 2 AVE","OAKLAND PARK","FL","33334"
"04/12/2023","$106,078.86","4871 NW 65 AVE","LAUDDERHILL","FL","33319"
"04/13/2023","$510,000.00","2817 CENTER COURT DR","WESTON","FL","33332"
"04/13/2023","$177,387.84","4100 N 58 AVE","HOLLYWOOD","FL","33021"
