"auction_date","opening_bid","address","city","state","zip"
"08/19/2025","$9,086.68","2240 NW 55TH TER","GAINESVILLE","FL","32605"
"08/19/2025","$6,585.43","23488 NW 182ND AVE","HIGH SPRINGS","FL","32643"
"08/26/2025","$15,941.58","8215 SW 57TH PL","GAINESVILLE","FL","32608"
"08/26/2025","$41,438.32","17526 HIGH SPRINGS MAIN ST","HIGH SPRINGS","FL","32643"
"07/29/2025","$10,737.98","2539 USERY RD","PANAMA CITY","FL","32404"
"07/29/2025","$6,704.82","2823 17TH ST E","PANAMA CITY","FL","32405"
"07/29/2025","$4,054.15","1007 E 9TH CT","PANAMA CITY","FL","32401"
"08/05/2025","$1,547.98","3615 E 3RD ST","PANAMA CITY","FL","32401"
"08/12/2025","$3,728.91","14303 SAND PINE LANE","SOUTHPORT","FL","32409"
"08/12/2025","$46,485.89","3903 W 21ST ST","PANAMA CITY","FL","32405"
"08/12/2025","$3,202.09","4101 COBIA ST","PANAMA CITY BEACH","FL","32408"
"08/12/2025","$16,940.70","6505 THOMAS DR","PANAMA CITY BEACH","FL","32408"
"08/12/2025","$5,450.05","LONG JOHN DR","PANAMA CITY BEACH","FL","32408"
"08/26/2025","$16,121.61","10517 FRONT BEACH #105","PANAMA CITY BEACH","FL","32407"
"08/26/2025","$11,161.86","1119 EAST WATER OAK BND","PANAMA CITY BEACH","FL","32413"
"08/26/2025","$3,413.17","328 TURTLE COVE","PANAMA CITY BEACH","FL","32413"
"09/09/2025","$7,013.40","418 N COMET AVE","PANAMA CITY","FL","32404"
"09/09/2025","$4,608.57","519 7TH CT E","PANAMA CITY","FL","32401"
"09/09/2025","$3,734.41","112 HARLEM AVE","PANAMA CITY","FL","32401"
"09/09/2025","$4,840.78","4902 MEADOW ST","PANAMA CITY","FL","32404"
"09/09/2025","$13,771.44","2102 BRIAWOOD CIR","PANAMA CITY","FL","32405"
"09/09/2025","$6,377.82","1718 ANNABELLA'S DR","PANAMA CITY BEACH","FL","32407"
"09/09/2025","$6,753.11","1808 WILMONT AVE","PANAMA CITY","FL","32405"
"09/09/2025","$12,164.29","8815 THOMAS DR #206","PANAMA CITY BEACH","FL","32408"
"09/09/2025","$9,479.59","4726 BAY POINT RD C224","PANAMA CITY BEACH","FL","32408"
"09/16/2025","$7,754.72","15817 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"09/16/2025","$5,919.97","15817 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
