"auction_date","auction_time","sold_to","sold_amount","opening_bid","assessed_value","surplus_amount","case_number","certificate_number","parcel_id","address","city","state","zip"
"10/16/2024","09:08 AM ET","3rd Party Bidder","$259,100.00","$9,864.28","$175,537.00","$249,235.72","2024-1604TD","15124-2022","160753-0010","5511 HECKSCHER DR","JACKSONVILLE","FL","32226"
"10/16/2024","09:08 AM ET","3rd Party Bidder","$259,100.00","$9,864.28","$175,537.00","$249,235.72","2024-1604TD","15124-2022","160753-0010","5511 HECKSCHER DR","JACKSONVILLE","FL","32226"
"10/16/2024","09:49 AM ET","3rd Party Bidder","$21,100.00","$1,013.97","$1,000.00","$20,086.03","2024-1612TD","14461-2022","154166-2278","8539 W GATE PKWY 735","JACKSONVILLE","FL","32216"
"10/16/2024","09:51 AM ET","3rd Party Bidder","$200,100.00","$8,425.42","$115,923.00","$191,674.58","2024-1616TD","08159-2022","063796-0040","2735 ROSSELLE ST","JACKSONVILLE","FL","32205"
"10/16/2024","10:02 AM ET","3rd Party Bidder","$81,400.00","$6,876.29","$88,606.00","$74,523.71","2024-1629TD","10549-2022","097605-0040","5985 WESCONNETT BLVD","JACKSONVILLE","FL","32210"
"10/16/2024","10:03 AM ET","3rd Party Bidder","$1,900.00","$1,837.50","$3,688.00","$62.50","2024-1637TD","18217-2019","152612-0050","8751 BAYLEAF DR","JACKSONVILLE","FL","32256"
"10/16/2024","10:44 AM ET","3rd Party Bidder","$20,700.00","$5,568.83","$21,648.00","$15,131.17","2024-1679TD","03332-2022","025767-0000","2430 AUBREY AVE","JACKSONVILLE","FL","32208"
"10/16/2024","10:53 AM ET","3rd Party Bidder","$24,600.00","$2,489.99","$23,824.00","$22,110.01","2024-1684TD","02762-2022","021183-1250","0 PEEPLES LN","JACKSONVILLE","FL","32219"
"10/16/2024","10:59 AM ET","3rd Party Bidder","$63,100.00","$1,761.52","$49,368.00","$61,338.48","2024-1689TD","11050-2022","106165-0020","3324 STARRATT RD","JACKSONVILLE","FL","32226"
"10/16/2024","11:15 AM ET","3rd Party Bidder","$78,700.00","$4,320.61","$43,447.00","$74,379.39","2024-1699TD","04364-2022","033686-0000","576 E 59TH ST","JACKSONVILLE","FL","32208"
"10/16/2024","11:26 AM ET","3rd Party Bidder","$68,000.00","$5,914.03","$70,187.00","$62,085.97","2024-1702TD","06038-2022","046569-0000","1811 W 13TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","11:41 AM ET","3rd Party Bidder","$107,100.00","$5,267.16","$71,896.00","$101,832.84","2024-1717TD","15123-2022","160752-0010","5511 HECKSCHER DR","JACKSONVILLE","FL","32226"
"10/16/2024","12:10 PM ET","3rd Party Bidder","$12,100.00","$1,194.74","$3,097.00","$10,905.26","2024-1757TD","09645-2022","085300-0010","0 W 29TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","12:17 PM ET","3rd Party Bidder","$4,300.00","$1,432.18","$8,390.00","$2,867.82","2024-1762TD","07286-2022","054352-0500","0 W 4TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","12:34 PM ET","3rd Party Bidder","$55,400.00","$42,520.51","$73,910.00","$12,879.49","2024-1766TD","01186-2022","008632-0000","1336 HOGAN LN","JACKSONVILLE","FL","32221"
"10/16/2024","12:44 PM ET","3rd Party Bidder","$19,400.00","$3,325.56","$11,036.00","$16,074.44","2024-1770TD","16814-2022","083796-0010","5408 POTOMAC AVE","JACKSONVILLE","FL","32254"
