"auction_date","opening_bid","address","city","state","zip"
"01/07/2025","$10,562.42","1221 SE 17TH DR","GAINESVILLE","FL","32641"
"01/07/2025","$10,010.84","1615 SE 15TH AVE","GAINESVILLE","FL","32641"
"01/07/2025","$4,886.15","123 NE 15TH ST","GAINESVILLE","FL","32641"
"01/14/2025","$4,787.17","14522 NE 138TH PL","WALDO","FL","32694"
"01/14/2025","$4,286.46","18825 NE COUNTY RD 1471","WALDO","FL","32694"
"01/28/2025","$10,195.90","5159 NE COUNTY RD 1469","HAWTHORNE","FL","32640"
"01/28/2025","$3,671.38","1709 SE HAWTHORNE RD","GAINESVILLE","FL","32641"
"02/04/2025","$4,951.40","6218 NE 78TH LN","GAINESVILLE","FL","32609"
"02/04/2025","$6,932.31","17913 NE 136TH AVE","WALDO","FL","32694"
"02/04/2025","$11,858.82","2232 SE 8TH PL","GAINESVILLE","FL","32641"
"02/04/2025","$34,921.35","22617 NW 202ND ST","HIGH SPRINGS","FL","32643"
"02/04/2025","$6,401.13","916 NW 1ST ST","GAINESVILLE","FL","32601"
"01/07/2025","$2,016.56","HWY 231","FOUNTAIN","FL","32438"
"01/07/2025","$3,605.43","BAIN RD","FOUNTAIN","FL","32438"
"01/07/2025","$2,671.04","22 1N 12W","FOUNTAIN","FL","32438"
"01/07/2025","$7,024.27","DETROIT AVE","PANAMA CITY","FL","32401"
"01/07/2025","$5,626.99","9912 FOXCHASE RD","SOUTHPORT","FL","32409"
"01/07/2025","$2,042.80","DEEP SPRINGS RD","FOUNTAIN","FL","32438"
"01/07/2025","$2,550.87","36 2N 12W - 60-","FOUNTAIN","FL","32438"
"01/07/2025","$12,518.74","7206 LETOHATCHEE ST","PANAMA CITY","FL","32404"
"01/07/2025","$19,829.62","7524 JEFFERSON AVE","SOUTHPORT","FL","32409"
"01/07/2025","$5,212.65","1413 MICHIGAN AVE","LYNN HAVEN","FL","32444"
"01/14/2025","$2,529.65","116 8TH ST","MEXICO BEACH","FL","32456"
"01/14/2025","$1,533.84","335 FOX AVE N","PANAMA CITY","FL","32404"
"01/14/2025","$1,178.10","CHIPEWA ST","PANAMA CITY","FL","32404"
"01/14/2025","$2,063.34","1516 DOTY CIR","PANAMA CITY","FL","32404"
"01/14/2025","$1,306.37","SUNRISE POINT","PANAMA CITY","FL","32404"
"01/14/2025","$1,146.45","25 4S 13W","PANAMA CITY","FL","32404"
"01/14/2025","$1,133.92","RIVER LAKE DR","SOUTHPORT","FL","32409"
"01/14/2025","$1,668.36","8811 FREMER AVE","SOUTHPORT","FL","32409"
"01/14/2025","$1,703.12","1610 KENTUCKY AVE","LYNN HAVEN","FL","32444"
"01/14/2025","$1,444.83","9 3S 14W","LYNN HAVEN","FL","32444"
"01/28/2025","$1,575.48","HWY 231","FOUNTAIN","FL","32438"
"01/28/2025","$1,290.11","22 1N 12W 11","FOUNTAIN","FL","32438"
"01/28/2025","$1,903.79","MALLARD AVE","FOUNTAIN","FL","32438"
"01/28/2025","$1,505.60","MOORE PARK DR","FOUNTAIN","FL","32438"
