"auction_date","opening_bid","address","city","state","zip"
"12/13/2022","$3,551.88","1510 NE 5TH AVE","GAINESVILLE","FL","32641"
"12/20/2022","$2,673.91","9699 NE 80TH WAY","GAINESVILLE","FL","32609"
"01/10/2023","$8,571.11","5820 SE HAWTHORNE RD","GAINESVILLE","FL","32641"
"12/13/2022","$2,131.30","PLANTATION POINT","PANAMA CITY","FL","32404"
"12/13/2022","$857.53","2602 SCALLOP LN","PANAMA CITY","FL","32404"
"12/13/2022","$2,484.85","922 10TH ST E","PANAMA CITY","FL","32401"
"12/13/2022","$2,223.57","2ND PLZ E","PANAMA CITY","FL","32401"
"12/13/2022","$2,389.20","SUN HARBOUR RD 61","PANAMA CITY","FL","32401"
"01/10/2023","$3,051.04","2ND CT E","PANAMA CITY","FL","32401"
"01/24/2023","$3,734.89","12507 HWY 77","SOUTHPORT","FL","32409"
"01/24/2023","$2,294.61","FLAMINGO AVE","FOUNTAIN","FL","32438"
"01/24/2023","$4,255.17","7307 HWY 77","SOUTHPORT","FL","32409"
"01/24/2023","$3,423.20","7830 LIBERTY AVE","SOUTHPORT","FL","32409"
"01/24/2023","$2,421.91","2211 16TH ST E","PANAMA CITY","FL","32405"
"01/24/2023","$2,631.69","4819 ALAMEDA ST","PANAMA CITY","FL","32404"
"12/14/2022","$2,341.19","887 S ROOKS AVE","INVERNESS","FL","34453"
"12/14/2022","$562.15","4901 S SKYBLUE DR","INVERNESS","FL","34452"
"12/14/2022","$3,613.47","6385 W MOSS LN","CRYSTAL RIVER","FL","34429"
"12/14/2022","$7,275.09","6429 W FOLGER CT","HOMOSASSA","FL","34446"
"12/14/2022","$39,400.91","6930 W WICKER ST","CRYSTAL RIVER","FL","34428"
"12/14/2022","$2,322.26","10112 N WIMBLETON PT","DUNNELLON","FL","34433"
"12/14/2022","$2,346.12","6571 W GANNET PL","CRYSTAL RIVER","FL","34429"
"12/14/2022","$1,587.85","407 S CRESTVIEW AVE","INVERNESS","FL","34452"
"12/14/2022","$2,655.32","2155 W CHARLENE PL","CITRUS SPRINGS","FL","34434"
"12/14/2022","$2,101.63","10388 W LARCHWOOD ST","HOMOSASSA","FL","34448"
"01/11/2023","$1,768.39","8189 W CARLOS LN","CRYSTAL RIVER","FL","34428"
"01/11/2023","$2,236.21","2063 W CHANRON PL","CITRUS SPRINGS","FL","34434"
"01/11/2023","$2,222.77","145 E ANTON DR","CITRUS SPRINGS","FL","34434"
"01/11/2023","$1,958.68","1625 W G MARTINELLI BLVD","CITRUS SPRINGS","FL","34434"
"01/11/2023","$2,184.87","11287 N KENNEY LOOP","CITRUS SPRING","FL","34433"
"01/11/2023","$2,331.31","875 E NOAH LN","CITRUS SPRINGS","FL","34434"
"01/11/2023","$5,032.80","6488 N SANDBORN LOOP","CITRUS SPRINGS","FL","34433"
"01/11/2023","$5,216.02","3926 W CALVARY ST","CITRUS SPRINGS","FL","34433"
"01/11/2023","$2,061.58","7937 W SOLAR PL","HOMOSASSA","FL","34448"
"01/11/2023","$1,786.44","8218 W ELAINE ST","CRYSTAL RIVER","FL","34428"
"12/14/2022","$1,771.64","BUNDY LAKE RD","KEYSTONE HEIGHTS","FL","32656"
"01/18/2023","$1,935.40","6354 ANTIOCH AVE","KEYSTONE HEIGHTS","FL","32656"
"01/18/2023","$1,487.58","6120 CORNELL","KEYSTONE HEIGHTS","FL","32656"
"01/18/2023","$9,276.11","1075 CULPEPPER RD","GREEN COVE SPRINGS","FL","32043"
"01/11/2023","$2,002.96","0 W 28TH ST","JACKSONVILLE","FL","32209"
"01/11/2023","$10,550.10","11436 HALL BLVD","JACKSONVILLE","FL","32218"
"01/11/2023","$4,343.24","1014 BARNETT ST","JACKSONVILLE","FL","32209"
"01/11/2023","$3,903.88","1113 W 5TH ST","JACKSONVILLE","FL","32209"
"01/11/2023","$3,778.56","810 VAN BUREN ST","JACKSONVILLE","FL","32206"
"01/11/2023","$3,072.77","7112 W KEN KNIGHT DR","JACKSONVILLE","FL","32209"
"01/11/2023","$3,951.76","4439 FRIDEN DR","JACKSONVILLE","FL","32209"
"01/11/2023","$4,238.36","2331 MONCRIEF RD","JACKSONVILLE","FL","32209"
"01/11/2023","$6,589.31","2822 MYRTIS RD","JACKSONVILLE","FL","32218"
"01/11/2023","$2,415.75","1954 W 15TH ST","JACKSONVILLE","FL","32209"
"02/08/2023","$3,622.74","1964 W 15TH ST","JACKSONVILLE","FL","32209"
"01/09/2023","$4,365.26","2118 ST MARY ST 32505","PENSACOLA","FL","32505"
"01/09/2023","$3,828.82","3026 N Q ST 32505","PENSACOLA","FL","32505"
