"auction_date","opening_bid","address","city","state","zip"
"10/31/2023","$6,994.85","4620 SE HAWTHORNE RD","GAINESVILLE","FL","32641"
"10/31/2023","$3,990.91","15031 SE 189TH PL","HAWTHORNE","FL","32640"
"10/31/2023","$6,081.46","5107 SW 64TH ST","GAINESVILLE","FL","32608"
"11/07/2023","$6,324.68","5758 SW 75TH ST","Gainesville","FL","32608"
"11/07/2023","$4,846.11","407 NE 19TH DR","GAINESVILLE","FL","32641"
"12/05/2023","$2,358.91","14973 NE 141ST ST","WALDO","FL","32694"
"10/03/2023","$2,178.27","6019 SHANNON CIR","YOUNGSTOWN","FL","32466"
"10/03/2023","$2,372.44","4115 WOOD ST","PANAMA CITY","FL","32404"
"10/03/2023","$19,387.05","3516 LANE","PANAMA CITY","FL","32404"
"10/03/2023","$34,893.99","810 FORESTDALE","PANAMA CITY","FL","32401"
"10/03/2023","$10,031.13","906 HAMILTON AVE","PANAMA CITY","FL","32401"
"10/03/2023","$6,816.97","135 EVERITT AVE","PANAMA CITY","FL","32401"
"10/03/2023","$5,485.56","3502 5TH ST E","PANAMA CITY","FL","32401"
"10/03/2023","$8,061.53","242 HWY 2A N","PANAMA CITY","FL","32404"
"10/24/2023","$5,096.86","5705 5TH E B","PANAMA CITY","FL","32404"
"10/24/2023","$102,495.98","12135 COUNTRY CLUB","PANAMA CITY","FL","32404"
"10/24/2023","$33,505.73","3730 8TH CT E","PANAMA CITY","FL","32401"
"10/24/2023","$20,991.29","3706 22ND W","PANAMA CITY","FL","32405"
"10/24/2023","$17,139.10","1903 BROWN AVE","PANAMA CITY","FL","32405"
"10/24/2023","$6,342.51","6818 NORTH LAGOON","PANAMA CITY BEACH","FL","32408"
"10/24/2023","$8,278.19","103 SHADOW BAY DR","PANAMA CITY BEACH","FL","32407"
"10/24/2023","$5,588.21","14401 FRONT BEACH RD #600","PANAMA CITY BEACH","FL","32413"
"10/24/2023","$27,214.90","12721 MARTIN DR","EBRO","FL","32437"
"10/24/2023","$4,877.78","709 GULF VIEW DR","PANAMA CITY BEACH","FL","32413"
"10/31/2023","$1,412.86","CAMELLIA ST","FOUNTAIN","FL","32438"
"10/31/2023","$3,537.51","2702 9TH ST E","PANAMA CITY","FL","32401"
"11/07/2023","$5,370.43","5713 5TH CT E B","PANAMA CITY","FL","32404"
"11/07/2023","$5,284.34","5705 5TH CT E A","PANAMA CITY","FL","32404"
"11/07/2023","$4,739.23","1730 MALLARD DR F","PANAMA CITY","FL","32404"
"11/07/2023","$4,188.76","8912 KINGSWOOD","SOUTHPORT","FL","32409"
"11/07/2023","$2,951.72","2824 HYDE AVE","PANAMA CITY","FL","32405"
"11/07/2023","$19,694.14","409 COLLEGE AVE","PANAMA CITY","FL","32401"
"11/07/2023","$3,857.32","4726 BAY POINT F248","PANAMA CITY BEACH","FL","32408"
"11/14/2023","$3,385.68","1507 IOWA AVE","LYNN HAVEN","FL","32444"
"11/14/2023","$2,710.54","3720 CEDAR PARK LN","PANAMA CITY","FL","32404"
"12/05/2023","$2,994.44","COWELS RD","FOUNTAIN","FL","32438"
"12/05/2023","$57,809.18","18226 SORRELS RD","FOUNTAIN","FL","32438"
"12/05/2023","$1,646.80","4915 BAY AVE","YOUNGSTOWN","FL","32466"
"12/05/2023","$2,350.14","7542 LITTLETON","PANAMA CITY","FL","32404"
"12/05/2023","$2,060.89","7 4S 13W -163.66-","PANAMA CITY","FL","32404"
"12/05/2023","$2,663.89","1011 TIDEWATER","PANAMA CITY","FL","32404"
"12/05/2023","$6,809.63","13712 HWY 77","SOUTHPORT","FL","32409"
