"auction_date","opening_bid","address","city","state","zip"
"06/04/2024","$17,758.19","1024 SW 60TH TER","GAINESVILLE","FL","32607"
"06/04/2024","$28,895.30","2234 NW 162ND ST","NEWBERRY","FL","32669"
"06/04/2024","$15,190.11","6110 SW 10TH PL","GAINESVILLE","FL","32607"
"06/04/2024","$2,549.72","CREEK HAVEN RD","FOUNTAIN","FL","32438"
"06/04/2024","$37,868.25","1554 SALAMANDER TRL","PANAMA CITY BEACH","FL","32413"
"06/25/2024","$2,040.61","12505 SUNCREST","FOUNTAIN","FL","32438"
"06/25/2024","$1,033.90","DOGWOOD ST","FOUNTAIN","FL","32438"
"06/25/2024","$1,260.11","MANOR BLVD","FOUNTAIN","FL","32438"
"06/25/2024","$1,705.93","11636 PRICKLEY PEAR LANE","FOUNTAIN","FL","32438"
"06/25/2024","$1,461.52","7 4S 13W -178-","PANAMA CITY","FL","32404"
"06/25/2024","$12,897.91","1513 LOUISIANA AVE","PANAMA CITY","FL","32405"
"06/25/2024","$2,257.65","940 MAGNOLIA AVE","PANAMA CITY","FL","32401"
"06/25/2024","$10,124.41","504 6TH CT E","PANAMA CITY","FL","32401"
"06/25/2024","$2,003.07","4703 3RD E","PANAMA CITY","FL","32404"
"07/02/2024","$2,462.28","17924 APRIL AVE","FOUNTAIN","FL","32438"
"07/02/2024","$221,876.32","10835 HWY 20 E","YOUNGSTOWN","FL","32438"
"07/02/2024","$4,814.07","7332 COPENHAGEN LN","PANAMA CITY","FL","32404"
"07/02/2024","$2,452.44","6604 LAKE DR","CALLAWAY","FL","32404"
"07/02/2024","$6,338.42","3043 TRANSMITTER RD","PANAMA CITY","FL","32405"
"07/02/2024","$5,555.01","810 MAPLE AVE","PANAMA CITY","FL","32401"
"07/02/2024","$26,322.07","4003 HWY 98 W","PANAMA CITY","FL","32401"
"07/02/2024","$43,863.07","6708 THOMAS DR E","PANAMA CITY BEACH","FL","32408"
"07/02/2024","$4,014.12","6211 SOUTH LAGOON B","PANAMA CITY BEACH","FL","32408"
"07/02/2024","$198,636.63","431 WAHOO","PANAMA CITY BEACH","FL","32408"
"06/05/2024","$1,670.45","6013 FURMAN AVE","KEYSTONE HEIGHTS","FL","32656"
"06/05/2024","$1,894.33","6039 HARVARD AVE","KEYSTONE HEIGHTS","FL","32656"
"06/05/2024","$1,883.12","6056 FURMAN AVE","KEYSTONE HEIGHTS","FL","32656"
"06/26/2024","$3,274.85","OFF SWAN LAKE","MELROSE","FL","32666"
"06/26/2024","$1,958.89","6295 DRAKE AVE","KEYSTONE HEIGHTS","FL","32656"
"06/26/2024","$2,107.48","7152 LEHIGH DR","KEYSTONE HEIGHTS","FL","32656"
"06/26/2024","$1,739.89","7160 LEHIGH DR","KEYSTONE HEIGHTS","FL","32656"
"06/26/2024","$1,535.85","0 MAGNOLIA ST","KEYSTONE HEIGHTS","FL","32656"
"06/12/2024","$15,127.86","1935 SILVER ST","JACKSONVILLE","FL","32206"
"06/12/2024","$96,011.41","14119 LITTLE FALLS CT","JACKSONVILLE","FL","32224"
"06/12/2024","$12,293.39","RANCH RD","JACKSONVILLE","FL","32218"
"06/12/2024","$1,928.46","W MONCRIEF RD","JACKSONVILLE","FL","32208"
"06/12/2024","$1,235.31","W HICKORY CREEK BLVD","JACKSONVILLE","FL","32225"
"06/12/2024","$1,836.57","OCEAN DR L","JACKSONVILLE BEACH","FL","32250"
"06/12/2024","$1,774.63","1957 W 12TH ST","JACKSONVILLE","FL","32209"
"06/12/2024","$1,844.26","WASHINGTON AVE","JACKSONVILLE","FL","32208"
"06/12/2024","$1,734.73","CHARLES AVE","JACKSONVILLE","FL","32218"
"06/12/2024","$14,926.05","1865 EVERLEE RD","JACKSONVILLE","FL","32216"
"07/17/2024","$2,316.00","923 W 12TH ST","JACKSONVILLE","FL","32209"
"07/17/2024","$2,430.67","W 11TH ST","JACKSONVILLE","FL","32209"
"07/17/2024","$1,500.23","DROAD ST","JACKSONVILLE","FL","32208"
"07/17/2024","$1,596.75","ORLANDO AVE","JACKSONVILLE","FL","32208"
"07/17/2024","$1,711.88","ORIOLE ST","JACKSONVILLE","FL","32208"
"07/17/2024","$1,365.11","5827 DOEBOY ST","JACKSONVILLE","FL","32208"
"07/17/2024","$1,742.31","W 1ST ST","JACKSONVILLE","FL","32218"
"07/17/2024","$3,541.83","1705 RHETA ST","JACKSONVILLE","FL","32218"
"07/17/2024","$4,254.08","3864 CEDAR POINT RD","JACKSONVILLE","FL","32226"
"07/17/2024","$4,070.20","ADAMS AVE","JACKSONVILLE","FL","32208"
"06/05/2024","$2,149.84","6200 BLK BLAKES ST 32577","MOLINO","FL","32577"
"06/05/2024","$1,969.61","2817 W LLOYD ST 32505","PENSACOLA","FL","32505"
"06/05/2024","$1,733.10","800 BLK OF ROBINSON RD 32533","CANTONMENT","FL","32533"
"06/05/2024","$59,914.27","4511 ST NAZAIRE RD 32505","PENSACOLA","FL","32505"
"06/05/2024","$1,763.56","(LANDLOCKED)1100 BLK S FAIRFIE","PERDIDO KEY","FL","32507"
"06/05/2024","$3,457.38","615 CALHOUN AVE 32507","PERDIDO KEY","FL","32507"
"06/05/2024","$2,007.17","(LANDLOCKED)700 BLK ROBINSON R","CANTONMENT","FL","32533"
"06/05/2024","$5,245.14","8121 S HWY 99 32568","WALNUT HILL","FL","32568"
"07/09/2024","$4,753.76","N/A","PALM COAST","FL","32164"
"07/23/2024","$1,228.16","OFF SW SR 26","FANNING SPRINGS","FL","32693"
"07/23/2024","$1,431.50","OFF NW CR 138","BRANFORD","FL","32008"
"07/23/2024","$1,421.29","OFF NW CR 138","BRANFORD","FL","32008"
"07/23/2024","$1,432.76","OFF NW CR 138","BRANFORD","FL","32008"
"07/23/2024","$4,131.37","NW CR 232","TRENTON","FL","32693"
"07/23/2024","$2,831.06","511 NW SECOND ST","TRENTON","FL","32693"
"07/23/2024","$5,278.35","607 NE FOURTH AVE","TRENTON","FL","32693"
"05/29/2024","$2,043.17","VACANT, OLD PANAMA HWY","WEWAHITCHKA","FL","32465"
"06/05/2024","$7,959.04","VACANT, MC GLON DR","WEWAHITCHKA","FL","32465"
"06/05/2024","$3,421.42","PRIMROSE LN","WEBSTER","FL","33597"
"06/05/2024","$3,425.25","TREIMAN BLVD","WEBSTER","FL","33597"
"06/05/2024","$2,912.81","TREIMAN BLVD","WEBSTER","FL","33597"
"06/05/2024","$1,632.38","ROCK DUCK AVE","WEEKI WACHEE","FL","34614"
"06/05/2024","$1,596.55","SAGE TRASHER AVE","WEEKI WACHEE","FL","34614"
"06/05/2024","$1,985.46","CLEFT ROCK ST","WEBSTER","FL","33597"
"06/05/2024","$2,804.16","CULBREATH RD","BROOKSVILLE","FL","34602"
"06/05/2024","$4,129.26","NUZUM RD","WEEKI WACHEE","FL","34613"
"06/05/2024","$3,316.66","PONCE DE LEON BLVD","BROOKSVILLE","FL","34601"
"06/05/2024","$2,704.06","GLENCHESTER DR","WEBSTER","FL","33597"
"06/06/2024","$321.32","8681 KEY ROYALE LN","TAMPA","FL","33614"
"06/06/2024","$8,705.38","3611 E ELLICOTT ST","TAMPA","FL","33610"
"06/06/2024","$6,138.00","JORDAN RD","DOVER","FL","33527"
"06/06/2024","$938.59","SUNSET PATH DR","RIVERVIEW","FL","33578"
"06/06/2024","$1,184.15","LEE RD","WIMAUMA","FL","33598"
"06/06/2024","$3,325.20","CYPRESS VILLAGE BLVD","RUSKIN","FL","33573"
"06/06/2024","$3,604.56","5010 E 32ND AVE","TAMPA","FL","33619"
"06/06/2024","$4,727.10","804 E 145TH AVE","TAMPA","FL","33613"
"06/06/2024","$17,118.17","4210 E COVINA CIR","TAMPA","FL","33617"
"06/27/2024","$2,652.35","2904 N ELMORE AVE","TAMPA","FL","33602"
"07/11/2024","$1,222.52","CONFIDENTIAL","TAMPA","FL","33602"
"07/25/2024","$12,283.30","811 LOTUS AVE","TAMPA","FL","33612"
"05/21/2024","$2,251.32","950 8TH CT SW","VERO BEACH","FL","32962"
"05/21/2024","$34,056.97","4219 2ND ST W","LEHIGH ACRES","FL","33971"
"05/21/2024","$1,256.77","942 ZANA DR","FORT MYERS","FL","33905"
"05/21/2024","$2,481.83","1202 JAGUAR BLVD","LEHIGH ACRES","FL","33974"
"05/21/2024","$9,728.45","7656 JEAN BLVD","FORT MYERS","FL","33912"
"05/21/2024","$3,130.38","656/658 CHEMSTRAND ST E","LEHIGH ACRES","FL","33974"
"05/21/2024","$2,242.37","711 NINA AVE S","LEHIGH ACRES","FL","33974"
"05/21/2024","$2,331.38","446 NAPLES AVE S","LEHIGH ACRES","FL","33974"
"05/21/2024","$3,404.01","4108 23RD ST SW","LEHIGH ACRES","FL","33976"
"05/21/2024","$2,187.22","1017 NE 23RD TER","CAPE CORAL","FL","33909"
"06/04/2024","$2,021.19","436 JAGUAR BLVD","LEHIGH ACRES","FL","33974"
"06/04/2024","$679.70","4708/4710 27TH ST SW","LEHIGH ACRES","FL","33973"
"06/04/2024","$2,763.42","842 GLEN COY AVE","LEHIGH ACRES","FL","33974"
"06/04/2024","$2,819.53","1213 ECLAT ST E","LEHIGH ACRES","FL","33974"
"06/04/2024","$3,025.11","3911 17TH ST SW","LEHIGH ACRES","FL","33976"
"06/04/2024","$3,344.15","3304 41ST ST W","LEHIGH ACRES","FL","33971"
"06/04/2024","$3,444.73","386 CHARWOOD AVE S","LEHIGH ACRES","FL","33974"
"06/04/2024","$2,674.57","306/308 BELL BLVD S","LEHIGH ACRES","FL","33974"
"06/04/2024","$2,699.79","761 CHAMBERS ST E","LEHIGH ACRES","FL","33974"
"06/04/2024","$2,628.46","859 CHANTILLY ST E","LEHIGH ACRES","FL","33974"
"06/11/2024","$2,869.21","3402 10TH ST SW","LEHIGH ACRES","FL","33976"
"06/11/2024","$3,495.96","566 LAKERIDGE BLVD","LEHIGH ACRES","FL","33972"
"06/11/2024","$93,625.82","2320 GRANT AVE","ALVA","FL","33920"
"06/11/2024","$2,991.06","1915 LEROY AVE","LEHIGH ACRES","FL","33972"
"06/11/2024","$4,333.91","12091 GOODEN GROVE RD","FORT MYERS","FL","33913"
"06/11/2024","$2,807.58","1833 RICHMOND AVE N","LEHIGH ACRES","FL","33972"
"06/11/2024","$3,426.38","1623 JACKSON AVE","LEHIGH ACRES","FL","33972"
