"auction_date","opening_bid","address","city","state","zip"
"09/10/2024","$23,631.29","17209 SW 127TH AVE","ARCHER","FL","32618"
"09/17/2024","$15,826.76","713 NW 95TH TER","GAINESVILLE","FL","32607"
"09/17/2024","$6,150.70","2811 SW ARCHER RD UNIT W193","GAINESVILLE","FL","32608"
"10/01/2024","$28,248.51","3919 NW 12TH DR","GAINESVILLE","FL","32609"
"10/01/2024","$12,953.59","20805 SE 162ND AVE","HAWTHORNE","FL","32640"
"10/08/2024","$5,503.67","931 NE 17TH ST","GAINESVILLE","FL","32641"
"10/08/2024","$5,692.32","14012 SE 174TH PL","HAWTHORNE","FL","32640"
"10/08/2024","$3,729.24","118 SE 24TH ST","GAINESVILLE","FL","32641"
"10/08/2024","$4,513.58","17939 DOUGLASS ST","HIGH SPRINGS","FL","32643"
"10/15/2024","$9,598.17","108 SW 8TH ST","MICANOPY","FL","32667"
"10/15/2024","$41,855.24","1411 SE 41ST AVE","GAINESVILLE","FL","32641"
"09/10/2024","$1,716.32","1120 15TH ST 46","MEXICO BEACH","FL","32410"
"09/10/2024","$4,343.35","7TH PLZ E","PANAMA CITY","FL","32401"
"09/10/2024","$4,483.45","315 LA PALOMA PL","PANAMA CITY BEACH","FL","32413"
"09/24/2024","$22,361.61","12612 DAVIES DR","FOUNTAIN","FL","32438"
"09/24/2024","$4,027.37","11643 VEAL RD","PANAMA CITY","FL","32404"
"09/24/2024","$1,881.74","1120 15TH","MEXICO BEACH","FL","32410"
"09/24/2024","$1,881.74","1120 15TH ST","MEXICO BEACH","FL","32410"
"09/24/2024","$1,881.74","1120 15TH 49","MEXICO BEACH","FL","32410"
"09/24/2024","$1,881.74","1120 15TH 50","MEXICO BEACH","FL","32410"
"09/24/2024","$1,684.58","15709 GAINER RD","YOUNGSTOWN","FL","32466"
"09/24/2024","$2,681.17","6905 OAKENSHAW","YOUNGSTOWN","FL","32466"
"09/24/2024","$15,400.69","7323 COPENHAGEN DR","PANAMA CITY","FL","32404"
