"auction_date","opening_bid","address","city","state","zip"
"12/13/2022","$3,551.88","1510 NE 5TH AVE","GAINESVILLE","FL","32641"
"12/13/2022","$4,410.26","25110 W NEWBERRY RD","NEWBERRY","FL","32669"
"12/20/2022","$2,673.91","9699 NE 80TH WAY","GAINESVILLE","FL","32609"
"01/10/2023","$8,571.11","5820 SE HAWTHORNE RD","GAINESVILLE","FL","32641"
"11/22/2022","$9,780.28","5111 9TH ST E","PANAMA CITY","FL","32404"
"11/22/2022","$722.47","POINSETTA ST","FOUNTAIN","FL","32438"
"11/22/2022","$3,264.77","6717 5TH CT E","PANAMA CITY","FL","32404"
"11/22/2022","$2,680.91","407 HILL DR","PANAMA CITY","FL","32404"
"11/22/2022","$3,633.17","6503 OLOKEE ST","PANAMA CITY","FL","32404"
"11/22/2022","$2,683.65","3941 CEDAR BLUFF RD","SOUTHPORT","FL","32409"
"11/22/2022","$930.08","COCOA ST","PANAMA CITY","FL","32405"
"11/22/2022","$3,052.08","2539 USERY RD","PANAMA CITY","FL","32404"
"11/22/2022","$10,531.86","1607 LOUISE AVE","PANAMA CITY","FL","32401"
"12/13/2022","$2,131.30","PLANTATION POINT","PANAMA CITY","FL","32404"
"12/13/2022","$857.53","2602 SCALLOP LN","PANAMA CITY","FL","32404"
"12/13/2022","$2,484.85","922 10TH ST E","PANAMA CITY","FL","32401"
"12/13/2022","$2,223.57","2ND PLZ E","PANAMA CITY","FL","32401"
"12/13/2022","$2,389.20","SUN HARBOUR RD 61","PANAMA CITY","FL","32401"
"01/10/2023","$3,051.04","2ND CT E","PANAMA CITY","FL","32401"
"01/24/2023","$3,734.89","12507 HWY 77","SOUTHPORT","FL","32409"
"01/24/2023","$4,255.17","7307 HWY 77","SOUTHPORT","FL","32409"
"01/24/2023","$3,423.20","7830 LIBERTY AVE","SOUTHPORT","FL","32409"
"01/24/2023","$2,421.91","2211 16TH ST E","PANAMA CITY","FL","32405"
"12/14/2022","$2,341.19","887 S ROOKS AVE","INVERNESS","FL","34453"
"12/14/2022","$39,400.91","6930 W WICKER ST","CRYSTAL RIVER","FL","34428"
"12/14/2022","$2,322.26","10112 N WIMBLETON PT","DUNNELLON","FL","34433"
"12/14/2022","$2,346.12","6571 W GANNET PL","CRYSTAL RIVER","FL","34429"
"12/14/2022","$2,655.32","2155 W CHARLENE PL","CITRUS SPRINGS","FL","34434"
"12/14/2022","$2,101.63","10388 W LARCHWOOD ST","HOMOSASSA","FL","34448"
"12/14/2022","$2,255.54","6344 W GOLDENLEAF LN","CRYSTAL RIVER","FL","34429"
"12/14/2022","$2,471.64","1179 W VIRGINIS DR","CITRUS SPRINGS","FL","34434"
"12/14/2022","$2,396.33","7903 N ELWOOD WAY","CITRUS SPRINGS","FL","34434"
"12/14/2022","$2,271.66","6195 N ALLSTON TER","CITRUS SPRINGS","FL","34433"
"11/30/2022","$1,251.23","S US HIGHWAY 17","GREEN COVE SPRINGS","FL","32043"
"11/30/2022","$4,057.72","6509 BAYLOR AVE","KEYSTONE HEIGHTS","FL","32656"
"01/11/2023","$10,550.10","11436 HALL BLVD","JACKSONVILLE","FL","32218"
"01/11/2023","$11,556.96","1354 W 26TH ST","JACKSONVILLE","FL","32209"
"01/11/2023","$185,167.37","12537 CORMORANT DR","JACKSONVILLE","FL","32223"
"01/11/2023","$2,550.67","9368 & 9324 MADISON AVE","JACKSONVILLE","FL","32208"
"01/11/2023","$5,586.92","2223 SHERRINGTON ST","JACKSONVILLE","FL","32209"
"01/11/2023","$188,096.30","11705 LANIER CREEK DR","JACKSONVILLE","FL","32258"
"01/11/2023","$2,215.58","BIZIER RD","JACKSONVILLE","FL","32244"
"01/11/2023","$2,032.99","3156 PINE AVE","JACKSONVILLE","FL","32218"
"12/05/2022","$2,195.38","1418 N U ST 32505","PENSACOLA","FL","32505"
"12/05/2022","$2,565.10","4000 1/2 KELLY AVE 32505","PENSACOLA","FL","32505"
"12/05/2022","$32,525.51","8 E DUKE AVE 32534","PENSACOLA","FL","32534"
"12/05/2022","$4,379.33","55 W JOHNSON AVE 32534","PENSACOLA","FL","32534"
"12/05/2022","$4,867.71","8711 HANDICARE 32514","PENSACOLA","FL","32514"
"12/05/2022","$4,394.47","8192 UNTREINER AVE 32534","PENSACOLA","FL","32534"
"12/05/2022","$5,179.83","8146 UNTREINER AVE 32534","PENSACOLA","FL","32534"
"12/05/2022","$4,761.79","1122 W HOPE DR 32534","PENSACOLA","FL","32534"
"12/05/2022","$4,546.44","919 ARTESIAN AVE 32505","PENSACOLA","FL","32505"
"12/05/2022","$3,816.33","3 SARATOGA CT 32505","PENSACOLA","FL","32505"
"01/09/2023","$4,365.26","2118 ST MARY ST 32505","PENSACOLA","FL","32505"
"01/09/2023","$3,828.82","3026 N Q ST 32505","PENSACOLA","FL","32505"
"01/09/2023","$7,601.95","2909 W LEE ST 32505","PENSACOLA","FL","32505"
"01/09/2023","$4,864.45","1704 GARY AVE 32505","PENSACOLA","FL","32505"
"01/09/2023","$3,356.26","3706 W LEE ST 32505","PENSACOLA","FL","32505"
"01/09/2023","$5,363.05","1704 N GREEN ST 32505","PENSACOLA","FL","32505"
"01/09/2023","$37,766.16","3110 W JACKSON ST 32505","PENSACOLA","FL","32505"
