"auction_date","opening_bid","address","city","state","zip"
"12/17/2024","$22,542.27","2448 ARDEN DR","GAINESVILLE","FL","32605"
"12/17/2024","$11,586.93","4120 NW 10TH ST","GAINESVILLE","FL","32609"
"01/07/2025","$10,562.42","1221 SE 17TH DR","GAINESVILLE","FL","32641"
"01/07/2025","$10,010.84","1615 SE 15TH AVE","GAINESVILLE","FL","32641"
"01/07/2025","$4,886.15","123 NE 15TH ST","GAINESVILLE","FL","32641"
"01/14/2025","$4,787.17","14522 NE 138TH PL","WALDO","FL","32694"
"01/14/2025","$4,286.46","18825 NE COUNTY RD 1471","WALDO","FL","32694"
"01/28/2025","$10,195.90","5159 NE COUNTY RD 1469","HAWTHORNE","FL","32640"
"01/28/2025","$3,671.38","1709 SE HAWTHORNE RD","GAINESVILLE","FL","32641"
"02/04/2025","$4,951.40","6218 NE 78TH LN","GAINESVILLE","FL","32609"
"01/07/2025","$2,016.56","HWY 231","FOUNTAIN","FL","32438"
"01/07/2025","$3,605.43","BAIN RD","FOUNTAIN","FL","32438"
"01/07/2025","$2,671.04","22 1N 12W","FOUNTAIN","FL","32438"
"01/07/2025","$7,024.27","DETROIT AVE","PANAMA CITY","FL","32401"
"01/07/2025","$5,626.99","9912 FOXCHASE RD","SOUTHPORT","FL","32409"
"01/07/2025","$2,042.80","DEEP SPRINGS RD","FOUNTAIN","FL","32438"
"01/07/2025","$2,550.87","36 2N 12W - 60-","FOUNTAIN","FL","32438"
"01/07/2025","$9,604.14","1520 KIMBREL AVE S","PANAMA CITY","FL","32404"
"01/07/2025","$12,518.74","7206 LETOHATCHEE ST","PANAMA CITY","FL","32404"
"01/07/2025","$19,829.62","7524 JEFFERSON AVE","SOUTHPORT","FL","32409"
"01/14/2025","$2,529.65","116 8TH ST","MEXICO BEACH","FL","32456"
"01/14/2025","$1,533.84","335 FOX AVE N","PANAMA CITY","FL","32404"
"01/14/2025","$1,178.10","CHIPEWA ST","PANAMA CITY","FL","32404"
"01/14/2025","$2,063.34","1516 DOTY CIR","PANAMA CITY","FL","32404"
"01/14/2025","$1,306.37","SUNRISE POINT","PANAMA CITY","FL","32404"
"01/14/2025","$1,146.45","25 4S 13W","PANAMA CITY","FL","32404"
"01/14/2025","$1,127.28","THREE PUT LN","PANAMA CITY","FL","32404"
"01/14/2025","$2,273.50","2005 TWO PUTT LN","PANAMA CITY","FL","32404"
"01/14/2025","$1,133.92","RIVER LAKE DR","SOUTHPORT","FL","32409"
"01/14/2025","$21,757.44","3945 CEDAR BLUFF RD","SOUTHPORT","FL","32409"
"01/28/2025","$1,575.48","HWY 231","FOUNTAIN","FL","32438"
"01/28/2025","$1,290.11","22 1N 12W 11","FOUNTAIN","FL","32438"
"01/28/2025","$1,903.79","MALLARD AVE","FOUNTAIN","FL","32438"
"01/28/2025","$1,505.60","MOORE PARK DR","FOUNTAIN","FL","32438"
"01/28/2025","$1,246.31","WESTERN RD","FOUNTAIN","FL","32438"
"01/28/2025","$1,515.96","BEAR CREEK RD","FOUNTAIN","FL","32438"
"01/28/2025","$1,314.41","CARDINAL AVE","FOUNTAIN","FL","32438"
"01/28/2025","$1,834.97","1120 15TH #42","MEXICO BEACH","FL","32456"
"01/28/2025","$1,846.85","1120 15TH ST #44","MEXICO BEACH","FL","32456"
"01/28/2025","$1,943.05","COMMANDER","YOUNGSTOWN","FL","32466"
"02/04/2025","$5,024.74","812 MISSISSIPPI AVE","LYNN HAVEN","FL","32444"
"02/04/2025","$34,426.80","332 GRAY AVE N","PANAMA CITY","FL","32401"
"12/11/2024","$1,621.29","0 FOREST HILLS","MELROSE","FL","32666"
"01/15/2025","$5,280.00","6598 BROOKRIDGE CT","STARKE","FL","32091"
"01/15/2025","$4,851.21","2426 MARK AVE","JACKSONVILLE","FL","32207"
"01/15/2025","$6,496.12","8520 OSTEEN ST","JACKSONVILLE","FL","32210"
"01/15/2025","$1,749.22","1721 E 22ND ST","JACKSONVILLE","FL","32206"
"01/15/2025","$5,297.62","1842 E 9TH ST","JACKSONVILLE","FL","32206"
"01/15/2025","$4,106.35","3916 CORRIDA CT 11","JACKSONVILLE","FL","32217"
"01/15/2025","$8,470.53","8632 SIBBALD RD","JACKSONVILLE","FL","32208"
"01/15/2025","$3,575.46","3118 BUCKMAN ST","JACKSONVILLE","FL","32206"
"01/15/2025","$13,507.77","13041 SUNSET LAKE DR","JACKSONVILLE","FL","32258"
"01/15/2025","$24,121.85","2800 ALMEDA ST","JACKSONVILLE","FL","32209"
"01/15/2025","$1,551.02","0 PACKARD DR","JACKSONVILLE","FL","32246"
"02/12/2025","$11,094.02","757 N ST JOHNS BLUFF RD 310","JACKSONVILLE","FL","32225"
"12/10/2024","$4,399.58","6357MAHOGANY BLVD","BUNNELL","FL","32110"
"12/10/2024","$1,420.22","NE CR 138","BRANFORD","FL","32008"
"12/10/2024","$1,314.45","OFF NW CR 138","BRANFORD","FL","32008"
"01/07/2025","$1,502.17","SE 82 ST","TRENTON","FL","32693"
"12/18/2024","$1,287.96","TOMLINSON LN","BROOKSVILLE","FL","34602"
"12/18/2024","$7,795.80","1089 ANDERSON SNOW RD","SPRING HILL","FL","34609"
"12/18/2024","$17,117.28","7387 GORDON LOOP","BROOKSVILLE","FL","34601"
"12/18/2024","$4,402.80","21334 CAMPBELL DR","BROOKSVILLE","FL","34601"
"12/18/2024","$13,103.51","3379 CORONET CT","SPRING HILL","FL","34609"
"12/18/2024","$116,384.99","6426 JULY AVE","SPRING HILL","FL","34608"
