"auction_date","opening_bid","address","city","state","zip"
"12/12/2023","$70,628.37","2831 NE 15TH ST","GAINESVILLE","FL","32609"
"12/12/2023","$47,332.55","16604 NW STATE RD 45","HIGH SPRINGS","FL","32643"
"12/12/2023","$5,150.33","4006 NW 13TH PL","GAINESVILLE","FL","32605"
"12/19/2023","$3,216.46","23293 NW 180TH AVE","HIGH SPRINGS","FL","32643"
"12/05/2023","$1,681.14","4915 BAY AVE","YOUNGSTOWN","FL","32466"
"12/05/2023","$2,663.89","1011 TIDEWATER","PANAMA CITY","FL","32404"
"12/05/2023","$2,310.38","LOUISIANA","LYNN HAVEN","FL","32444"
"12/05/2023","$2,120.17","3513 13TH CT E","PANAMA CITY","FL","32404"
"12/12/2023","$1,928.11","724 SHEFFIELD","PANAMA CITY","FL","32401"
"12/12/2023","$1,978.32","848 12TH CT E","PANAMA CITH","FL","32401"
"12/12/2023","$2,373.55","721 12TH E","PANAMA CITY","FL","32401"
"12/12/2023","$1,998.80","528 7TH E","PANAMA CITY","FL","32401"
"12/12/2023","$2,540.99","3209 6TH PLZ E","PANAMA CITY","FL","32401"
"12/19/2023","$56,444.12","6516 HWY 22","PANAMA CITY","FL","32404"
"12/19/2023","$2,571.37","811 VISTA DEL SOL","PANAMA CITY","FL","32404"
"12/19/2023","$57,687.82","515 CAROLINA AVENUE","LYNN HAVEN","FL","32444"
"12/19/2023","$2,457.40","DOUGLAS AVE W","PANAMA CITY","FL","32405"
"12/19/2023","$9,547.27","15TH ST E","PANAMA CITY","FL","32405"
"12/19/2023","$3,158.81","3915 20TH CT W","PANAMA CITY","FL","32405"
"12/19/2023","$4,315.76","2712 PLEASANT OAK CT N","PANAMA CITY BEACH","FL","32408"
"01/09/2024","$1,563.72","TRACY WAY","PANAMA CITY","FL","32404"
"01/09/2024","$384.19","HALSEY CIR","PANAMA CITY","FL","32404"
"01/09/2024","$1,794.70","8336 ANGIE CIR","PANAMA CITY","FL","32404"
"01/09/2024","$2,042.83","7124 BROWN RD","PANAMA CITY","FL","32404"
"01/09/2024","$1,615.04","6401 ZINNIA ST","PANAMA CITY","FL","32404"
"01/09/2024","$2,471.98","525 GAY AVE N","PANAMA CITY","FL","32404"
"01/09/2024","$1,550.34","6241 KELLY CT","PANAMA CITY","FL","32404"
"01/09/2024","$1,939.61","5000 HWY 98 BUS E","PANAMA CITY","FL","32404"
"01/09/2024","$2,295.98","17201 FRONT BEACH","PANAMA CITY BEACH","FL","32413"
