"auction_date","opening_bid","address","city","state","zip"
"01/14/2025","$4,787.17","14522 NE 138TH PL","WALDO","FL","32694"
"01/28/2025","$10,195.90","5159 NE COUNTY RD 1469","HAWTHORNE","FL","32640"
"02/04/2025","$4,951.40","6218 NE 78TH LN","GAINESVILLE","FL","32609"
"02/04/2025","$6,932.31","17913 NE 136TH AVE","WALDO","FL","32694"
"02/04/2025","$11,858.82","2232 SE 8TH PL","GAINESVILLE","FL","32641"
"02/04/2025","$34,921.35","22617 NW 202ND ST","HIGH SPRINGS","FL","32643"
"02/04/2025","$6,401.13","916 NW 1ST ST","GAINESVILLE","FL","32601"
"02/25/2025","$56,835.62","13336 SW 160TH TER","ARCHER","FL","32618"
"02/25/2025","$76,054.88","9117 NW 37TH CIR","GAINESVILLE","FL","32653"
"02/25/2025","$30,488.62","3960 SW 1ST AVE","GAINESVILLE","FL","32607"
"01/14/2025","$1,533.84","335 FOX AVE N","PANAMA CITY","FL","32404"
"01/14/2025","$1,178.10","CHIPEWA ST","PANAMA CITY","FL","32404"
"01/14/2025","$1,146.45","25 4S 13W","PANAMA CITY","FL","32404"
"01/14/2025","$1,668.36","8811 FREMER AVE","SOUTHPORT","FL","32409"
"01/14/2025","$1,703.12","1610 KENTUCKY AVE","LYNN HAVEN","FL","32444"
"01/14/2025","$1,444.83","9 3S 14W","LYNN HAVEN","FL","32444"
"01/14/2025","$1,168.60","3015 HEADLAND AVE","PANAMA CITY","FL","32405"
"01/14/2025","$2,880.44","2209 7TH ST E","PANAMA CITY","FL","32401"
"01/14/2025","$5,738.44","1116 MERCEDES AVE","PANAMA CITY","FL","32401"
"01/14/2025","$3,188.45","1310 CALDWELL DR","PANAMA CITY","FL","32401"
"01/28/2025","$1,575.48","HWY 231","FOUNTAIN","FL","32438"
"01/28/2025","$1,290.11","22 1N 12W 11","FOUNTAIN","FL","32438"
"01/28/2025","$1,903.79","MALLARD AVE","FOUNTAIN","FL","32438"
"01/28/2025","$1,505.60","MOORE PARK DR","FOUNTAIN","FL","32438"
"01/28/2025","$1,246.31","WESTERN RD","FOUNTAIN","FL","32438"
