"auction_date","opening_bid","address","city","state","zip"
"08/27/2024","$7,265.60","13427 SW 171ST PL","ARCHER","FL","32618"
"08/27/2024","$19,892.01","4026 SW 21ST ST","GAINESVILLE","FL","32608"
"09/10/2024","$23,631.29","17209 SW 127TH AVE","ARCHER","FL","32618"
"09/10/2024","$44,529.91","7902 SW 202ND ST","NEWBERRY","FL","32669"
"09/17/2024","$15,826.76","713 NW 95TH TER","GAINESVILLE","FL","32607"
"09/17/2024","$6,150.70","2811 SW ARCHER RD UNIT W193","GAINESVILLE","FL","32608"
"09/17/2024","$8,197.62","3540 NE 1ST WAY","GAINESVILLE","FL","32609"
"10/01/2024","$28,248.51","3919 NW 12TH DR","GAINESVILLE","FL","32609"
"10/01/2024","$12,953.59","20805 SE 162ND AVE","HAWTHORNE","FL","32640"
"10/08/2024","$5,503.67","931 NE 17TH ST","GAINESVILLE","FL","32641"
"10/08/2024","$5,692.32","14012 SE 174TH PL","HAWTHORNE","FL","32640"
"10/08/2024","$3,729.24","118 SE 24TH ST","GAINESVILLE","FL","32641"
"10/08/2024","$4,513.58","17939 DOUGLASS ST","HIGH SPRINGS","FL","32643"
"10/15/2024","$9,598.17","108 SW 8TH ST","MICANOPY","FL","32667"
"10/15/2024","$41,855.24","1411 SE 41ST AVE","GAINESVILLE","FL","32641"
"08/27/2024","$1,502.56","23 2N 12W - 7 -","FOUNTAIN","FL","32438"
"08/27/2024","$2,347.11","3936 SCURLOCK","SOUTHPORT","FL","32409"
"08/27/2024","$4,657.44","7TH PLZ E","PANAMA CITY","FL","32401"
"08/27/2024","$3,495.11","713 WILLIAMS AVE","PANAMA CITY","FL","32401"
"08/27/2024","$2,881.72","107 HARLEM AVE","PANAMA CITY","FL","32401"
"08/27/2024","$3,237.43","4617 3RD E","PANAMA CITY","FL","32404"
"08/27/2024","$12,544.67","2604 20TH W","PANAMA CITY","FL","32405"
"09/10/2024","$1,716.32","1120 15TH ST 46","MEXICO BEACH","FL","32410"
"09/10/2024","$4,106.74","A STREET","PANAMA CITY","FL","32404"
"09/10/2024","$5,679.44","14401 FRONT BEACH UNIT 201","PANAMA CITY BEACH","FL","32413"
"09/10/2024","$4,483.45","315 LA PALOMA PL","PANAMA CITY BEACH","FL","32413"
"09/24/2024","$22,361.61","12612 DAVIES DR","FOUNTAIN","FL","32438"
"09/24/2024","$4,027.37","11643 VEAL RD","PANAMA CITY","FL","32404"
"09/24/2024","$1,881.74","1120 15TH","MEXICO BEACH","FL","32410"
"09/24/2024","$1,881.74","1120 15TH ST","MEXICO BEACH","FL","32410"
