"auction_date","opening_bid","address","city","state","zip"
"02/10/2026","$4,501.91","13011 SW 176TH ST","ARCHER","FL","32618"
"02/24/2026","$24,209.03","19162 NW 240TH ST","HIGH SPRINGS","FL","32643"
"03/17/2026","$137,738.39","17604 NW COUNTY RD 241","ALACHUA","FL","32615"
"03/17/2026","$146,885.74","4415 NW 75TH ST","GAINESVILLE","FL","32606"
"03/31/2026","$14,543.36","9820 SW ARCHER RD","GAINESVILLE","FL","32608"
"03/03/2026","$13,258.30","806 CEDAR AVE","PANAMA CITY","FL","32401"
"03/03/2026","$31,661.70","615 E 8TH PL","PANAMA CITY","FL","32401"
"04/07/2026","$10,674.43","6129 KATIE WAY","PANAMA CITY","FL","32404"
"04/07/2026","$63,162.32","330 W 23RD ST","PANAMA CITY","FL","32405"
"02/11/2026","$5,720.66","7498 HILLTOP ST","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$4,606.34","7486 HILLTOP ST","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$5,254.41","3152 MITCHELLS RD","GREEN COVE SPRINGS","FL","32043"
"02/11/2026","$2,004.50","6216 OLGETHORPE AVE","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$3,004.44","6115 CENTER CIR","KEYSTONE HEIGHTS","FL","32656"
"02/25/2026","$1,976.75","6121 FURMAN AVE","KEYSTONE HEIGHTS","FL","32656"
"02/25/2026","$1,373.88","0 PLAINFIELD AVE","ORANGE PARK","FL","32073"
"02/25/2026","$1,542.45","6184 KENT AVE","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$1,437.65","BAYMEADOWS RD","JACKSONVILLE","FL","32256"
"02/11/2026","$4,190.80","1549 W 35TH ST","JACKSONVILLE","FL","32209"
"02/11/2026","$2,407.73","RIBAULT SCENIC DR","JACKSONVILLE","FL","32208"
"02/11/2026","$1,817.45","PHELPS ST","JACKSONVILLE","FL","32206"
"02/11/2026","$14,410.54","3531 KINGSTON ST","JACKSONVILLE","FL","32254"
"02/11/2026","$2,450.48","VERNON ST","JACKSONVILLE","FL","32209"
"02/11/2026","$5,307.93","45TH ST","JACKSONVILLE","FL","32208"
"02/11/2026","$1,202.89","CAVALLA RD","ATLANTIC BEACH","FL","32233"
"03/11/2026","$5,426.53","10131 JACKSON TER","JACKSONVILLE","FL","32225"
"04/15/2026","$23,659.34","43 W 44TH ST","JACKSONVILLE","FL","32208"
"04/15/2026","$15,971.28","2904 BOULEVARD","JACKSONVILLE","FL","32206"
"03/04/2026","$3,479.72","7100 PLANTATION RD 27 32504","PENSACOLA","FL","32504"
"03/04/2026","$2,131.11","2210 N W ST 32505","PENSACOLA","FL","32505"
"03/04/2026","$16,229.98","4100 LILLIAN HWY 32506","PENSACOLA","FL","32506"
"03/04/2026","$3,404.27","3000 BLK HIGHWAY 29 SOUTH 3253","CANTONMENT","FL","32533"
"03/04/2026","$2,267.22","4007 KELLY AVE BEHIND 32505","PENSACOLA","FL","32505"
"03/04/2026","$4,309.00","1000 BLK BLUE ANGEL PKWY 32506","PENSACOLA","FL","32506"
"03/04/2026","$1,735.07","6051 W HIGHWAY 4 32535","CENTURY","FL","32535"
"03/04/2026","$3,880.03","1307 N V ST 32505","PENSACOLA","FL","32505"
"03/04/2026","$3,551.31","1961 N ROBERTS CIR 32534","PENSACOLA","FL","32534"
"03/04/2026","$1,901.58","BEHIND 200 PLUM ST 32535","CENTURY","FL","32535"
"02/17/2026","$2,166.39","3596CRANBERRY AVE","BUNNELL","FL","32110"
"03/24/2026","$7,477.68","6390 NW 12TH COURT","BELL","FL","32619"
"03/24/2026","$1,839.00","213 NW FOURTH","TRENTON","FL","32693"
"03/24/2026","$3,194.39","206 SE FOURTH ST","TRENTON","FL","32693"
"03/04/2026","$2,047.17","270 TENNESSEE AVE","WEWAHITCHKA","FL","32456"
"02/10/2026","$5,658.95","AMERICAN LN","BROOKSVILLE","FL","34601"
"02/11/2026","$2,790.31","THAXTON ST","WEEKI WACHEE","FL","34613"
"02/11/2026","$10,176.68","6372 TREIMAN BLVD","WEBSTER","FL","33597"
"02/11/2026","$1,910.39","S BAILEY AVE","BROOKSVILLE","FL","34601"
"02/11/2026","$2,990.23","BOLGER AVE","SPRING HILL","FL","34609"
"02/11/2026","$2,101.55","COLEY ST","WEBSTER","FL","33597"
"02/11/2026","$2,174.08","WARD AVE","BROOKSVILLE","FL","34601"
"02/11/2026","$3,820.36","SMALLMAN ST","WEBSTER","FL","33597"
"02/11/2026","$7,134.93","YAM ST","WEBSTER","FL","33597"
"02/26/2026","$6,382.64","10416 MIDWAY ST","GIBSONTON","FL","33534"
"02/26/2026","$10,544.33","CONFIDENTIAL","GIBSONTON","FL","33534"
"02/26/2026","$8,353.87","10001 N NEBRASKA AVE","TAMPA","FL","33612"
"03/05/2026","$108,955.23","1026 78TH ST","TAMPA","FL","33619"
"03/05/2026","$129,975.68","5903 YORKSHIRE RD","TAMPA","FL","33634"
"03/05/2026","$11,948.70","12703 DUNHILL DR","TAMPA","FL","33624"
"03/05/2026","$19,015.24","8806 AMOS DR","RIVERVIEW","FL","33578"
"03/05/2026","$6,232.30","3826 RAMROOP ACRES LN","PLANT CITY","FL","33565"
"03/05/2026","$6,232.30","3820 RAMROOP ACRES LN","PLANT CITY","FL","33565"
