"auction_date","opening_bid","address","city","state","zip"
"02/28/2023","$11,077.44","3216 SW 27TH ST","GAINESVILLE","FL","32608"
"03/28/2023","$6,599.02","5510 NE 77TH AVE","GAINESVILLE","FL","32609"
"03/28/2023","$9,459.69","715 NE 23RD ST","GAINESVILLE","FL","32641"
"03/28/2023","$43,752.87","14425 NW 138TH TER","ALACHUA","FL","32615"
"04/11/2023","$6,761.14","10625 SW STATE RD 45","ARCHER","FL","32618"
"04/11/2023","$6,785.87","13601 NW 158TH PL","ALACHUA","FL","32615"
"04/18/2023","$7,852.22","13015 NW 150TH RD","ALACHUA","FL","32615"
"04/18/2023","$5,750.01","17021 NE 21ST ST","GAINESVILLE","FL","32609"
"04/18/2023","$8,354.04","316 NE 44TH ST","GAINESVILLE","FL","32641"
"04/18/2023","$4,309.82","14864 NE 141ST ST","WALDO","FL","32694"
"04/25/2023","$2,648.10","14008 NE 148TH AVE","WALDO","FL","32694"
"04/25/2023","$5,540.60","6528 SE 222ND DR","HAWTHORNE","FL","32640"
"04/25/2023","$4,604.37","14466 NE 139TH ST","WALDO","FL","32694"
"05/02/2023","$22,212.76","1421 NE 1ST AVE","GAINESVILLE","FL","32641"
"05/09/2023","$15,753.77","8615 NE 77TH LN","GAINESVILLE","FL","32609"
"02/28/2023","$2,912.01","909 7TH CT E","PANAMA CITY","FL","32401"
"02/28/2023","$2,144.41","2ND PLZ E","PANAMA CITY","FL","32401"
"03/14/2023","$2,034.84","800 HELEN AVE","PANAMA CITY","FL","32401"
"03/28/2023","$12,141.33","2604 GRANT AVE","PANAMA CITY","FL","32405"
"04/04/2023","$5,127.07","3636 EAGLE LN","PANAMA CITY","FL","32404"
"03/08/2023","$1,723.86","7709 N SARAZEN DR","CITRUS SPRINGS","FL","34434"
"03/08/2023","$1,857.86","7848 W MANOR LN","CRYSTAL RIVER","FL","34428"
"03/08/2023","$5,764.19","4825 W SOUTHERN ST","LECANTO","FL","34461"
"03/08/2023","$2,797.13","2461 W RUTLAND DR","CITRUS SPRINGS","FL","34434"
"03/08/2023","$7,229.87","1564 W RILEY DR","CITRUS SPRINGS","FL","34434"
"03/08/2023","$5,083.26","6278 N WAYCROSS WAY","CITRUS SPRINGS","FL","34433"
"03/08/2023","$3,716.28","11242 W YELLOW OAK LN","CRYSTAL RIVER","FL","34428"
"03/08/2023","$2,436.04","605 E ABADY LN","CITRUS SPRINGS","FL","34434"
"03/08/2023","$2,545.55","8851 N NOBLETON WAY","CITRUS SPRINGS","FL","34434"
"03/08/2023","$2,029.05","11325 N KENNEY LOOP","CITRUS SPRINGS","FL","34433"
"03/29/2023","$2,982.90","LEANING OAK DR","MELROSE","FL","32666"
"03/29/2023","$1,619.37","7173 COE DR","KEYSTONE HEIGHTS","FL","32656"
"02/22/2023","$6,319.44","STAFFORD ST","JACKSONVILLE","FL","32209"
"03/15/2023","$1,491.52","63RD ST","JACKSONVILLE","FL","32221"
"03/15/2023","$1,467.83","64TH ST","JACKSONVILLE","FL","32221"
"03/15/2023","$5,706.36","96 MYRTLE AVE","JACKSONVILLE","FL","32204"
"03/15/2023","$1,982.60","E UNION ST","JACKSONVILLE","FL","32206"
"03/15/2023","$2,384.40","W STATE ST","JACKSONVILLE","FL","32209"
"03/15/2023","$1,408.11","4110 CONNIE ST","JACKSONVILLE","FL","32209"
"03/15/2023","$1,725.22","SHANNON AVE","JACKSONVILLE","FL","32254"
"03/15/2023","$3,138.55","W 10TH ST","JACKSONVILLE","FL","32209"
"03/15/2023","$8,420.89","9441 DEVONSHIRE BLVD","JACKSONVILLE","FL","32208"
"03/15/2023","$7,243.03","4633 W MARLBORO CIR","JACKSONVILLE","FL","32206"
"04/12/2023","$58,916.63","9961 JEANETTE RD","JACKSONVILLE","FL","32246"
"04/12/2023","$1,089.41","MAYPORT RD","ATLANTIC BEACH","FL","32233"
"04/12/2023","$802.51","W 3RD ST","JACKSONVILLE","FL","32209"
"04/12/2023","$2,597.19","8961 WASHINGTON AVE","JACKSONVILLE","FL","32208"
"04/12/2023","$1,256.59","ELWOOD AVE","JACKSONVILLE","FL","32208"
"04/12/2023","$8,665.65","2140 PROSPECT ST","JACKSONVILLE","FL","32208"
"04/12/2023","$2,336.14","321 E 18TH ST","JACKSONVILLE","FL","32206"
"04/12/2023","$2,545.06","N LINCOLN CT","JACKSONVILLE","FL","32209"
"04/12/2023","$3,470.31","2109 W 17TH ST","JACKSONVILLE","FL","32209"
"04/12/2023","$10,566.56","1098 MELSON AVE","JACKSONVILLE","FL","32254"
"05/17/2023","$5,365.49","1113 W 5TH ST","JACKSONVILLE","FL","32209"
"05/17/2023","$7,814.53","2822 MYRTIS RD","JACKSONVILLE","FL","32218"
"05/17/2023","$6,001.05","ATLANTIC BLVD D12","JACKSONVILLE","FL","32224"
"03/06/2023","$6,513.92","6679 WESTMONT ST 32503","PENSACOLA","FL","32503"
"03/06/2023","$3,128.13","7000 BLK N CENTURY BLVD 32535","CENTURY","FL","32535"
"03/06/2023","$2,459.75","JUNIPER ST 32568","WALNUT HILL","FL","32568"
"03/06/2023","$3,122.19","OFF NOKOMIS RD 32568","WALNUT HILL","FL","32568"
"03/06/2023","$1,919.60","7621 MAYO ST 32535","CENTURY","FL","32535"
"03/06/2023","$41,655.06","4610 CHRISTY DR 32504","PENSACOLA","FL","32504"
"03/06/2023","$20,152.61","9910 GUIDY LN 32514","PENSACOLA","FL","32514"
"03/06/2023","$1,899.59","720 OLIVE RD 32514","PENSACOLA","FL","32514"
"03/06/2023","$4,906.57","591 LENGO ST 32534","PENSACOLA","FL","32534"
"03/06/2023","$4,837.88","7905 ALEXIA AVE 32534","PENSACOLA","FL","32534"
"03/20/2023","$2,729.06","8700 BLK JUNIPER AVE 32534","PENSACOLA","FL","32534"
"03/20/2023","$2,435.63","200 BLK E ENSLEY ST 32514","PENSACOLA","FL","32514"
"03/20/2023","$2,593.00","1071 CAPITOL BLVD 32505","PENSACOLA","FL","32505"
"03/20/2023","$2,432.97","1300 BLK WINGFOOT WAY 32505","PENSACOLA","FL","32505"
"03/20/2023","$2,302.41","1600 BLK KEMP RD 32505","PENSACOLA","FL","32505"
"03/20/2023","$2,513.10","310 E TEXAR DR 32503","PENSACOLA","FL","32503"
"03/20/2023","$2,906.82","3121 W FISHER ST 32505","PENSACOLA","FL","32505"
"03/20/2023","$2,260.32","3322 OLD FAIRFIELD DR 32505","PENSACOLA","FL","32505"
"03/20/2023","$2,499.86","2800 BLK W LEE ST 32505","PENSACOLA","FL","32505"
"03/20/2023","$2,511.75","1122 N X ST 32505","PENSACOLA","FL","32505"
"04/03/2023","$2,706.55","7153 SPANISH TRL 32504","PENSACOLA","FL","32504"
"04/03/2023","$4,736.75","710 TUMBLEWEED TRL 32534","PENSACOLA","FL","32534"
"04/03/2023","$3,433.23","2509 W FISHER ST 32505","PENSACOLA","FL","32505"
"04/03/2023","$1,832.50","6931 TWIGGS LN 32505","PENSACOLA","FL","32505"
"04/03/2023","$26,342.02","3636 N L ST BLDG D 32505","PENSACOLA","FL","32505"
"04/03/2023","$5,248.97","2618 W DELANO ST 32505","PENSACOLA","FL","32505"
"04/03/2023","$4,416.57","5499 LONDON AVE 32526","PENSACOLA","FL","32526"
"04/03/2023","$5,582.40","5463 DOVER AVE 32526","PENSACOLA","FL","32526"
"04/03/2023","$4,411.78","321 GARFIELD DR 32505","PENSACOLA","FL","32505"
"04/03/2023","$4,307.69","2520 N Z ST 32505","PENSACOLA","FL","32505"
"05/03/2023","$1,622.73","TIENDAS CIR 32507","PERDIDO KEY","FL","32507"
"05/03/2023","$3,792.17","8001 JAKES RD 32568","WALNUT HILL","FL","32568"
"05/03/2023","$3,422.13","8455 POND AVE 32534","PENSACOLA","FL","32534"
"05/03/2023","$4,378.58","41 MURPHY LN B 32505","PENSACOLA","FL","32505"
"05/03/2023","$2,111.04","3400 BLK OLD FAIRFIELD DR 3250","PENSACOLA","FL","32505"
"05/03/2023","$2,006.16","7207 LAGO VISTA CT 32506","PENSACOLA","FL","32506"
"05/03/2023","$2,312.39","TWIGGS LN 32505","PENSACOLA","FL","32505"
"05/03/2023","$2,551.21","6300 BLK MOCKINGBIRD LN 32503","PENSACOLA","FL","32503"
"05/03/2023","$1,799.42","100 BLK MEMORY LN 32503","PENSACOLA","FL","32503"
"03/08/2023","$2,307.13","KIRKWOOD AVE","SPRING HILL","FL","34608"
"03/08/2023","$7,507.73","34945 TALISMAN ST","DADE CITY","FL","33523"
"03/08/2023","$15,394.90","LAREDO AVE","SPRING HILL","FL","34608"
"03/02/2023","$5,973.56","4903 N 32ND ST","TAMPA","FL","33610"
"03/02/2023","$4,532.70","4010 N 31ST ST","TAMPA","FL","33610"
"03/02/2023","$4,513.52","12122 GLENHILL DR","RIVERVIEW","FL","33569"
"03/02/2023","$9,046.58","1207 E CRENSHAW ST","TAMPA","FL","33604"
"03/02/2023","$22,458.42","3503 N 11TH ST","TAMPA","FL","33605"
"03/02/2023","$3,139.22","2302 MAKI RD","PLANT CITY","FL","33563"
"03/02/2023","$6,085.60","7215 E EMMA ST","TAMPA","FL","33610"
"03/09/2023","$6,751.98","CRYSTAL GROVE BLVD","LUTZ","FL","33548"
"03/09/2023","$4,719.67","4707 E HENRY AVE","TAMPA","FL","33610"
"03/09/2023","$121,548.05","4207 S DALE MABRY HWY, UNIT 12","TAMPA","FL","33611"
"03/16/2023","$16,091.44","2603 W HENRY AVE","TAMPA","FL","33614"
"03/23/2023","$7,600.28","7404 S ELLIOTT ST","TAMPA","FL","33616"
"03/23/2023","$25,140.48","1912 E HAMILTON AVE","TAMPA","FL","33610"
"03/23/2023","$19,983.45","4401 E HILLSBOROUGH AVE","TAMPA","FL","33610"
"03/23/2023","$8,688.88","15310 HUTCHISON RD","TAMPA","FL","33625"
"03/23/2023","$4,948.31","3713 N CENTRAL AVE","TAMPA","FL","33603"
"03/23/2023","$53,016.13","508 W DR MARTIN LUTHER KING JR","TAMPA","FL","33603"
"03/23/2023","$6,080.21","3407 E 21ST AVE","TAMPA","FL","33605"
"03/23/2023","$30,579.28","12408 ELNORA DR","RIVERVIEW","FL","33579"
"03/23/2023","$8,317.80","3916 W ALVA ST","TAMPA","FL","33614"
"03/23/2023","$9,510.95","16801 TAMPA PALMS","TAMPA","FL","33647"
"03/30/2023","$4,341.92","4211 E PALIFOX ST","TAMPA","FL","33610"
"03/30/2023","$42,379.98","2102 W HANNA AVE","TAMPA","FL","33604"
"03/30/2023","$61,939.98","3547 GALLAGHER RD","DOVER","FL","33527"
"03/30/2023","$77,879.81","1201 WILLIAMS RD","PLANT CITY","FL","33565"
"03/30/2023","$2,870.93","3801 N WILDER RD","PLANT CITY","FL","33565"
"03/30/2023","$2,119.71","8653 FANCY FINCH DR","TAMPA","FL","33614"
"03/30/2023","$2,143.09","2229 E 18TH AVE","TAMPA","FL","33605"
"03/30/2023","$20,727.25","619 N FORBES RD","PLANT CITY","FL","33566"
"03/30/2023","$15,182.01","16212 N NEBRASKA AVE","LUTZ","FL","33549"
"04/13/2023","$5,419.11","1812 E NAVAJO AVE","TAMPA","FL","33612"
"04/13/2023","$3,594.21","3107 E DR MARTIN LUTHER KING J","TAMPA","FL","33610"
