"auction_date","opening_bid","address","city","state","zip"
"01/27/2026","$120,934.62","4105 NW 22ND DR","GAINESVILLE","FL","32605"
"02/03/2026","$153,314.80","1226 NE 20TH AVE","GAINESVILLE","FL","32609"
"02/03/2026","$6,289.39","UNASSIGNED LOCATION RE","HAWTHORNE","FL","32640"
"02/10/2026","$4,501.91","13011 SW 176TH ST","ARCHER","FL","32618"
"02/24/2026","$24,209.03","19162 NW 240TH ST","HIGH SPRINGS","FL","32643"
"03/17/2026","$137,738.39","17604 NW COUNTY RD 241","ALACHUA","FL","32615"
"03/17/2026","$146,885.74","4415 NW 75TH ST","GAINESVILLE","FL","32606"
"03/31/2026","$14,543.36","9820 SW ARCHER RD","GAINESVILLE","FL","32608"
"03/03/2026","$13,258.30","806 CEDAR AVE","PANAMA CITY","FL","32401"
"03/03/2026","$3,136.39","5022 CHERRY ST","PANAMA CITY","FL","32404"
"03/03/2026","$31,661.70","615 E 8TH PL","PANAMA CITY","FL","32401"
"01/28/2026","$39,939.56","7932 W BREEZY POINT","MELROSE","FL","32666"
"01/28/2026","$1,673.52","6202 EMORY AVE","KEYSTONE HEIGHTS","FL","32656"
"01/28/2026","$1,224.55","6156 HUNTER AVE","KEYSTONE HEIGHTS","FL","32656"
"01/28/2026","$3,143.89","0 COUNTY ROAD 230","STARKE","FL","32091"
"02/11/2026","$4,670.34","7498 HILLTOP ST","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$3,764.32","7486 HILLTOP ST","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$6,893.65","4680 GADARA RD","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$4,411.24","3152 MITCHELLS RD","GREEN COVE SPRINGS","FL","32043"
"02/11/2026","$1,936.55","6216 OLGETHORPE AVE","KEYSTONE HEIGHTS","FL","32656"
"02/11/2026","$2,906.28","6115 CENTER CIR","KEYSTONE HEIGHTS","FL","32656"
"02/25/2026","$1,976.75","6121 FURMAN AVE","KEYSTONE HEIGHTS","FL","32656"
"02/25/2026","$1,373.88","0 PLAINFIELD AVE","ORANGE PARK","FL","32073"
"02/25/2026","$20,292.43","3534 DEVILWOOD ST","MIDDLEBURG","FL","32068"
"02/25/2026","$1,542.45","6184 KENT AVE","KEYSTONE HEIGHTS","FL","32656"
"01/28/2026","$6,249.11","2866 W 11TH ST","JACKSONVILLE","FL","32254"
"02/11/2026","$1,437.65","BAYMEADOWS RD","JACKSONVILLE","FL","32256"
"02/11/2026","$4,190.80","1549 W 35TH ST","JACKSONVILLE","FL","32209"
"02/11/2026","$2,407.73","RIBAULT SCENIC DR","JACKSONVILLE","FL","32208"
"02/11/2026","$1,817.45","PHELPS ST","JACKSONVILLE","FL","32206"
"02/11/2026","$14,410.54","3531 KINGSTON ST","JACKSONVILLE","FL","32254"
"02/11/2026","$2,450.48","VERNON ST","JACKSONVILLE","FL","32209"
"02/11/2026","$5,307.93","45TH ST","JACKSONVILLE","FL","32208"
"02/11/2026","$7,715.13","4432 FRIDEN DR","JACKSONVILLE","FL","32209"
"02/11/2026","$1,202.89","CAVALLA RD","ATLANTIC BEACH","FL","32233"
"03/11/2026","$5,426.53","10131 JACKSON TER","JACKSONVILLE","FL","32225"
"04/15/2026","$23,755.74","43 W 44TH ST","JACKSONVILLE","FL","32208"
"04/15/2026","$15,971.28","2904 BOULEVARD","JACKSONVILLE","FL","32206"
"02/04/2026","$3,733.31","7100 PLANTATION RD 27 32504","PENSACOLA","FL","32504"
"02/04/2026","$2,911.01","2210 N W ST 32505","PENSACOLA","FL","32505"
"02/04/2026","$16,657.95","4100 LILLIAN HWY 32506","PENSACOLA","FL","32506"
"02/04/2026","$3,382.50","3000 BLK HIGHWAY 29 SOUTH 3253","CANTONMENT","FL","32533"
"02/04/2026","$2,158.24","90 BLK HILLTOP RD 32535","CENTURY","FL","32535"
"02/04/2026","$2,200.56","BEHIND 200 PLUM ST 32535","CENTURY","FL","32535"
"02/04/2026","$16,295.27","5432 DOVER AVE 32526","PENSACOLA","FL","32526"
"02/04/2026","$11,025.87","1550 W TOMMY ST 32534","PENSACOLA","FL","32534"
"02/04/2026","$4,940.26","8627 GRIMSLEY ST 32534","PENSACOLA","FL","32534"
"02/17/2026","$2,166.39","3596CRANBERRY AVE","BUNNELL","FL","32110"
"02/11/2026","$2,156.83","BUTTERNUT DR","WEBSTER","FL","33597"
"02/11/2026","$2,317.04","THAXTON ST","WEEKI WACHEE","FL","34613"
"02/11/2026","$102,140.77","232 CAVALIER AVE","SPRING HILL","FL","34606"
"02/11/2026","$7,962.50","6372 TREIMAN BLVD","WEBSTER","FL","33597"
"02/11/2026","$1,655.48","S BAILEY AVE","BROOKSVILLE","FL","34601"
"02/11/2026","$2,194.19","BROOKRIDGE BLVD","BROOKSVILLE","FL","34613"
"02/11/2026","$2,489.21","BOLGER AVE","SPRING HILL","FL","34609"
"02/11/2026","$1,776.23","COLEY ST","WEBSTER","FL","33597"
"02/11/2026","$1,876.06","WARD AVE","BROOKSVILLE","FL","34601"
"02/11/2026","$2,712.29","EILER BLVD","WEBSTER","FL","33597"
"02/26/2026","$6,382.64","10416 MIDWAY ST","GIBSONTON","FL","33534"
"02/26/2026","$10,544.33","CONFIDENTIAL","GIBSONTON","FL","33534"
"02/26/2026","$17,525.08","5408 WILKINS RD","TAMPA","FL","33610"
"02/26/2026","$8,353.87","10001 N NEBRASKA AVE","TAMPA","FL","33612"
"03/05/2026","$108,955.23","1026 78TH ST","TAMPA","FL","33619"
"03/05/2026","$129,975.68","5903 YORKSHIRE RD","TAMPA","FL","33634"
"03/05/2026","$11,948.70","12703 DUNHILL DR","TAMPA","FL","33624"
"03/05/2026","$19,015.24","8806 AMOS DR","RIVERVIEW","FL","33578"
"03/05/2026","$6,232.30","3826 RAMROOP ACRES LN","PLANT CITY","FL","33565"
"03/05/2026","$6,232.30","3820 RAMROOP ACRES LN","PLANT CITY","FL","33565"
"03/05/2026","$3,997.20","610 S WIGGINS RD","PLANT CITY","FL","33566"
"03/12/2026","$2,971.16","3817 TEMPLE ST","TAMPA","FL","33619"
"03/12/2026","$2,316.78","108 9TH ST","RUSKIN","FL","33570"
"03/12/2026","$102,315.45","5609 LARIMER DR","TAMPA","FL","33615"
"03/12/2026","$10,825.53","9481 HIGHLAND OAK DR 1409","TAMPA","FL","33647"
"03/12/2026","$5,610.49","5325 LEMON AVE","SEFFNER","FL","33584"
"03/12/2026","$4,192.55","5115 W TRAPNELL RD","DOVER","FL","33527"
"03/12/2026","$127,913.42","7310 RIVERVIEW DR","RIVERVIEW","FL","33578"
"03/12/2026","$14,667.92","1130 MCDANIEL ST","SUN CITY CENTER","FL","33573"
"03/12/2026","$5,601.32","CANAL ST","RUSKIN","FL","33570"
"03/19/2026","$1,968.99","TAMPA, FL- 33611","TAMPA","FL","33611"
"03/19/2026","$3,773.63","8501 N BROOKS ST UNIT REAR","TAMPA","FL","33604"
"03/19/2026","$2,420.07","TAMPA, FL- 33611","TAMPA","FL","33611"
"03/19/2026","$2,766.43","TITIAN RD","SEFFNER","FL","33584"
"03/19/2026","$3,263.78","1703 E RIVER COVE ST","TAMPA","FL","33604"
"03/19/2026","$3,999.52","ODESSA, FL- 33556","ODESSA","FL","33556"
"03/19/2026","$27,047.27","6804 WILSHIRE CT","TAMPA","FL","33615"
"03/19/2026","$13,739.75","4402 ROSE ST","VALRICO","FL","33596"
"03/19/2026","$5,678.93","THONOTOSASSA, FL- 33592","THONOTOSASSA","FL","33592"
"02/17/2026","$1,448.86","QUAIL RD","MARIANNA","FL","32448"
"02/17/2026","$1,538.82","DOVE DR","MARIANNA","FL","32448"
"02/17/2026","$1,448.50","STARLING AVE","MARIANNA","FL","32448"
"03/03/2026","$1,402.49","HICKORY NUT DR","Marianna","FL","32448"
"03/03/2026","$1,451.57","CHERRY CIR","Marianna","FL","32448"
"03/03/2026","$1,357.69","MYAKKA ST","Marianna","FL","32448"
"03/03/2026","$1,523.27","MYAKKA ST","Marianna","FL","32448"
"03/03/2026","$1,416.42","LILAC CT","Marianna","FL","32448"
"03/03/2026","$1,460.38","DESHUTES DR","Alford","FL","32420"
"01/27/2026","$2,566.87","1897 WELDON AVE","LEHIGH ACRES","FL","33972"
"01/27/2026","$2,196.77","4109 CASTILLA CIR 202","FORT MYERS","FL","33916"
"01/27/2026","$9,074.89","15466 CRYSTAL LAKE DR","NORTH FORT MYERS","FL","33917"
"01/27/2026","$6,521.36","129 SW 10TH PL","CAPE CORAL","FL","33991"
"01/27/2026","$2,769.24","508 WOODMAN DR","LEHIGH ACRES","FL","33972"
"01/27/2026","$2,412.22","3603 74TH ST W","LEHIGH ACRES","FL","33971"
"01/27/2026","$5,679.70","1821 EMBERS PKWY W","CAPE CORAL","FL","33993"
"01/27/2026","$4,092.51","2624 NW 9TH AVE","CAPE CORAL","FL","33993"
"01/27/2026","$3,320.55","3117 SANTA BARBARA BLVD N","CAPE CORAL","FL","33993"
"01/27/2026","$6,780.81","546 DIPLOMAT PKWY W","CAPE CORAL","FL","33993"
"02/10/2026","$2,137.44","831 WOLVERINE ST E","LEHIGH ACRES","FL","33974"
"02/10/2026","$2,445.35","17381 FIRST ST","NORTH FORT MYERS","FL","33917"
"02/10/2026","$16,362.61","1117 NE 7TH PL","CAPE CORAL","FL","33909"
"02/10/2026","$5,149.93","624 DIPLOMAT PKWY W","CAPE CORAL","FL","33993"
"02/10/2026","$1,603.95","18253 LILY LN","FORT MYERS","FL","33967"
"02/10/2026","$3,157.53","572 MERRYWOOD AVE","LEHIGH ACRES","FL","33972"
"02/10/2026","$1,607.14","3507 E 18TH ST","LEHIGH ACRES","FL","33972"
"02/10/2026","$3,406.81","4002 E 14TH ST","LEHIGH ACRES","FL","33972"
"02/10/2026","$2,936.42","2515 26TH ST SW","LEHIGH ACRES","FL","33976"
"02/24/2026","$3,121.13","407 BALTIMORE AVE","FORT MYERS","FL","33905"
"02/24/2026","$1,953.11","2471 DATE ST","SAINT JAMES CITY","FL","33956"
"02/24/2026","$2,596.60","316 PAISLEY AVE","LEHIGH ACRES","FL","33974"
"02/24/2026","$2,526.73","326 RANCH AVE","LEHIGH ACRES","FL","33974"
"02/24/2026","$2,542.02","857 CALUMET ST E","LEHIGH ACRES","FL","33974"
"02/24/2026","$2,106.87","714 CENTRAL ST E","LEHIGH ACRES","FL","33974"
"02/24/2026","$2,519.41","381 SELKIRK AVE","LEHIGH ACRES","FL","33974"
"02/24/2026","$2,390.59","331 SELKIRK AVE","LEHIGH ACRES","FL","33974"
"02/24/2026","$2,446.13","453 DOVE AVE S","LEHIGH ACRES","FL","33974"
"03/10/2026","$7,727.21","212 SAN JOSE ST","NORTH FORT MYERS","FL","33903"
"03/10/2026","$4,184.75","4308 COURTNEY RD","SAINT JAMES CITY","FL","33956"
"03/04/2026","$21,991.19","4972 SE PRIMROSE WAY","STUART","FL","34994"
"03/04/2026","$23,994.81","1512 NE DOVE AVE","STUART","FL","34994"
"03/04/2026","$3,915.31","349 NE TROPICALIA LANE","JENSEN BEACH","FL","34957"
"03/04/2026","$9,735.40","18500 SE WOOD HAVEN LN","TEQUESTA","FL","33469"
"03/04/2026","$9,514.08","19121 SW CONNERS HWY","CANAL POINT","FL","33438"
"03/04/2026","$4,847.99","5075 SW HONEY TER","PALM CITY","FL","34990"
