auction_date,judgment_amount,address,city,state,zip,date_added
05/20/2022,"$293,984.32",610 HUNTINGTON ST,BRANDON,FL,33511,05/18/2022
05/20/2022,"$304,943.65",514 SE 22ND ST,CAPE CORAL,FL,33990,05/18/2022
05/20/2022,"$9,854.22",4363 CARAMBOLA CIR S,COCONUT CREEK,FL,33066,05/18/2022
05/20/2022,"$4,592.50",9600 NW 25 CT,CORAL SPRINGS,FL,33065,05/18/2022
05/20/2022,"$138,972.45",706 GRAN BAHAMA BLVD,DAVENPORT,FL,33837,05/18/2022
05/20/2022,"$31,084.20",600 N ATLANTIC AVE 1117,DAYTONA BEACH,FL,32118,05/18/2022
05/20/2022,"$88,993.03",2229/2231 HANSON ST,FORT MYERS,FL,33901,05/18/2022
05/20/2022,"$18,039.48",726 EGLIN PKWY A5,FT WALTON BEACH,FL,32547,05/18/2022
05/20/2022,"$12,244.41",13104 LOGAN CAPTIVA LN,GIBSONTON,FL,33534,05/18/2022
05/20/2022,"$101,532.74",12544 FARMETTES RD,LAKELAND,FL,33809,05/18/2022
05/20/2022,"$11,706.50",6301 N FALLS CIRCLE DR,LAUDERHILL,FL,33319,05/18/2022
05/20/2022,"$124,272.03",4938 BASIL ST,MIDDLEBURG,FL,32068,05/18/2022
05/20/2022,"$10,332.20",2411 COVE RD,"NAVARRE",FL,32566,05/18/2022
05/20/2022,"$7,493.00",18119 SW 3 ST,PEMBROKE PINES,FL,33029,05/18/2022
05/20/2022,"$140,559.79",1647 BROOKHOUSE CT 146 BLD 12,SARASOTA,FL,34231,05/18/2022
05/20/2022,"$144,260.24",1101 26TH ST NW,WINTER HAVEN,FL,33881,05/18/2022
05/23/2022,"$40,705.51",18151 NE 31 CT 1216,AVENTURA,FL,33160,05/18/2022
05/23/2022,"$182,143.23",2859 LEONARD DR G-304,AVENTURA,FL,33160,05/18/2022
05/23/2022,"$656,239.14",3370 HIDDEN BAY DR 2415,AVENTURA,FL,33180,05/18/2022
05/23/2022,"$371,985.11",20335 W COUNTRY CLUB DR 403,AVENTURA,FL,33180,05/18/2022
05/23/2022,"$174,370.94",650 CEDAR AVE,BALDWIN,FL,32234,05/18/2022
05/23/2022,"$156,885.58",2600 NE 1ST LN,BOYNTON BEACH,FL,33435,05/18/2022
05/23/2022,"$275,253.29",12462 CRYSTAL POINTE DR 101,BOYNTON BEACH,FL,33437,05/18/2022
05/23/2022,"$454,499.65",11571 BRIARWOOD CIR # 2,BOYNTON BEACH,FL,33437,05/18/2022
05/23/2022,"$94,397.87",2390 NW 101 PATH,BRANFORD,FL,32008,05/18/2022
05/23/2022,"$42,018.04",13995 NE 65TH AVE,CITRA,FL,32113,05/18/2022
05/23/2022,"$1,127,533.20",1229 ALHAMBRA CIR,CORAL GABLES,FL,33134,05/18/2022
05/23/2022,"$454,533.11",18831 STERLING DR,CUTLER BAY,FL,33157,05/18/2022
05/23/2022,"$518,856.42",8992 SW 208 TER,CUTLER BAY,FL,33189,05/18/2022
05/23/2022,"$252,769.96",810 JESSAMINE DR,DAVENPORT,FL,33837,05/18/2022
05/23/2022,"$5,632.59",622 SAMUEL PL,DAVENPORT,FL,33837,05/18/2022
05/23/2022,"$233,711.96",1640 NW 18TH AVE 201,DELRAY BEACH,FL,33445,05/18/2022
05/23/2022,"$424,693.17",8635 N MIAMI AVE,EL PORTAL,FL,33150,05/18/2022
05/23/2022,"$390,948.47",1395581ST ST,FELLSMERE,FL,32948,05/18/2022
05/23/2022,"$13,400.12",5625 W 20 AVE 301,HIALEAH,FL,33012,05/18/2022
05/23/2022,"$10,614.47",1825 W 44 PL 1111,HIALEAH,FL,33012,05/18/2022
05/23/2022,"$335,512.00",1298 W 78 TER,HIALEAH,FL,33014,05/18/2022
05/23/2022,"$11,829.29",3461 W 99 PL,HIALEAH,FL,33018,05/18/2022
05/23/2022,"$14,233.65",9021 W 33 AVE,HIALEAH,FL,33018,05/18/2022
05/23/2022,"$68,553.79",5050 NE 80TH AVE,HIGH SPRINGS,FL,32643,05/18/2022
05/23/2022,"$146,876.13",2653 MYRA ST,JACKSONVILLE,FL,32204,05/18/2022
05/23/2022,"$116,530.87",5218 VERNON RD,JACKSONVILLE,FL,32209,05/18/2022
05/23/2022,"$262,606.85",1763 PRONGHORN CT,JACKSONVILLE,FL,32225,05/18/2022
05/23/2022,"$71,775.45",8230 N DAMES POINT CROSSING BL,JACKSONVILLE,FL,32277,05/18/2022
05/23/2022,"$579,999.02",0 LAKE ALFRED RD,LAKE ALFRED,FL,33850,05/18/2022
05/23/2022,"$288,773.41",9139 CITRUS ISLE LN,LAKE WORTH,FL,33467,05/18/2022
05/23/2022,"$98,563.07",3109 STRAWBERRY LN,LAKELAND,FL,33801,05/18/2022
05/23/2022,"$524,460.80",7640 APACHE BLVD,LOXAHATCHEE,FL,33470,05/18/2022
05/23/2022,"$193,080.78",16114 E SECRETARIAT DR,LOXAHATCHEE,FL,33470,05/18/2022
05/23/2022,"$6,011.25",23456 SW 113 PSGE,MIAMI,FL,33032,05/18/2022
05/23/2022,"$197,812.24",8411 NW 8 ST 409,MIAMI,FL,33126,05/18/2022
05/23/2022,"$375,128.57",8425 NW 8 ST 406,MIAMI,FL,33126,05/18/2022
05/23/2022,"$31,530.44",2121 N BAYSHORE DR 711,MIAMI,FL,33137,05/18/2022
05/23/2022,"$191,084.46",1860 NW 48 ST,MIAMI,FL,33142,05/18/2022
05/23/2022,"$581,834.45",1000 SW 73 AVE,MIAMI,FL,33144,05/18/2022
05/23/2022,"$236,835.78",1906 NW 82 ST,MIAMI,FL,33147,05/18/2022
05/23/2022,"$105,667.72",760 NW 65 ST,MIAMI,FL,33150,05/18/2022
05/23/2022,"$546,039.54",11350 SW 51 ST,MIAMI,FL,33165,05/18/2022
05/23/2022,"$229,851.64",9682 FONTAINEBLEAU BLVD 103,MIAMI,FL,33172,05/18/2022
05/23/2022,"$9,531.96",30 NW 87 AVE C107,MIAMI,FL,33172,05/18/2022
05/23/2022,"$357,409.31",13286 SW 39 ST,MIAMI,FL,33175,05/18/2022
05/23/2022,"$393,629.76",13490 SW 28 ST,MIAMI,FL,33175,05/18/2022
05/23/2022,"$1,241,165.72",14064 SW 104 CT,MIAMI,FL,33176,05/18/2022
05/23/2022,"$31,237.34",915 NE 199 ST 208-15,MIAMI,FL,33179,05/18/2022
05/23/2022,"$443,791.85",5202 SW 162 PL,MIAMI,FL,33185,05/18/2022
05/23/2022,"$333,703.77",14530 SW 98 TER,MIAMI,FL,33186,05/18/2022
05/23/2022,"$155,943.39",19800 SW 180 AVE 372,MIAMI,FL,33187,05/18/2022
05/23/2022,"$137,648.10",8382 SW 152 AVE 12-4,MIAMI,FL,33193,05/18/2022
05/23/2022,"$350,908.97",3600 NW 171 TER,MIAMI GARDENS,FL,33056,05/18/2022
05/23/2022,"$286,097.01",30 NW 190 ST,MIAMI GARDENS,FL,33169,05/18/2022
05/23/2022,"$1,093,189.49",915 IBIS AVE,MIAMI SPRINGS,FL,33166,05/18/2022
05/23/2022,"$244,087.74",265 NW 135 ST,NORTH MIAMI,FL,33168,05/18/2022
05/23/2022,"$192,439.81",6137 SE 80TH CT,OCALA,FL,34472,05/18/2022
05/23/2022,"$159,198.86",4260 SE 65TH PL,OCALA,FL,34480,05/18/2022
05/23/2022,"$256,443.53",1402 PLUMGRASS CIR,OCOEE,FL,34761,05/18/2022
05/23/2022,"$151,473.00",4520 NW 185 ST,OPA LOCKA,FL,33055,05/18/2022
05/23/2022,"$108,536.09",13341 LAVER LN,ORLANDO,FL,32824,05/18/2022
05/23/2022,"$110,387.48",1126 BUTTERCUP LN,ORLANDO,FL,32825,05/18/2022
05/23/2022,"$119,942.22",4022 QUEEN ANNE DR,ORLANDO,FL,32839,05/18/2022
05/23/2022,"$719,278.82",8340 SW 155 TER,PALMETTO BAY,FL,33157,05/18/2022
05/23/2022,"$346,625.11",11167 GOLDEN SILENCE DR,RIVERVIEW,FL,33579,05/18/2022
05/23/2022,"$835,717.53",1005 MEADOW BREEZE LN,SARASOTA,FL,34240,05/18/2022
05/23/2022,"$191,940.30",201 W BOUGAINVILLEA AVE,TAMPA,FL,33612,05/18/2022
05/23/2022,"$159,292.16",14810 DAISY LN,TAMPA,FL,33613,05/18/2022
05/23/2022,"$115,368.72",1303 MONTE LAKE DR,VALRICO,FL,33596,05/18/2022
05/23/2022,"$669,174.26",9741 ROCHE PL,WELLINGTON,FL,33414,05/18/2022
05/23/2022,"$114,582.60",3357 TIMBERLINE RD W,WINTER HAVEN,FL,33880,05/18/2022
05/24/2022,"$7,424.41",2288 PEBBLEWOOD DR,APOPKA,FL,32703,05/18/2022
05/24/2022,"$7,426.56",2262 BEACHCOMBER TRL,ATLANTIC BEACH,FL,32233,05/18/2022
05/24/2022,"$37,608.78",609 51ST AVENUE TER W,BRADENTON,FL,34207,05/18/2022
05/24/2022,"$154,119.39",1822 PIERCE ST,DELAND,FL,32724,05/18/2022
05/24/2022,"$64,701.00",2915 FIFER DR,DELTONA,FL,32738,05/18/2022
05/24/2022,"$167,710.48",3632 LAKE DIANA DR,DELTONA,FL,32738-9367,05/18/2022
05/24/2022,"$289,050.75",951 DON GRAFF RD,FREEPORT,FL,32439,05/18/2022
05/24/2022,"$900,000.00",2510 TANBARK LN,FT LAUDERDALE,FL,33309,05/18/2022
05/24/2022,"$40,261.62",241 BAY ST,HAWTHORNE,FL,32640,05/18/2022
05/24/2022,"$203,821.24",188 LITTLE ORANGE LAKE DR,HAWTHORNE,FL,32640,05/18/2022
